onset	v1c1c2	v2c3c4	tr	word	vowel_skeleton	consonant_skeleton
pl	ir	ádz	plirádzik	plirádzik	iái	plrdzk
pl	ir	agl	pliraglik	pliraglik	iai	plrglk
pl	ir	ágl	pliráglik	pliráglik	iái	plrglk
pl	ir	agß	pliragßik	pliragszik	iai	plrgßk
pl	ir	agz	pliragzik	pliragzik	iai	plrgzk
pl	ir	ágz	plirágzik	plirágzik	iái	plrgzk
pl	ir	ajl	plirajlik	plirajlik	iai	plrjlk
pl	ir	akl	pliraklik	pliraklik	iai	plrklk
pl	ir	akß	plirakßik	plirakszik	iai	plrkßk
pl	ir	aml	pliramlik	pliramlik	iai	plrmlk
pl	ir	apß	plirapßik	plirapszik	iai	plrpßk
pl	ir	asl	pliraslik	pliraslik	iai	plrslk
pl	ir	é¥l	pliré¥lik	plirénylik	iéi	plr¥lk
pl	ir	edz	pliredzik	pliredzik	iei	plrdzk
pl	ir	egl	plireglik	plireglik	iei	plrglk
pl	ir	egß	pliregßik	pliregszik	iei	plrgßk
pl	ir	égß	plirégßik	plirégszik	iéi	plrgßk
pl	ir	egz	pliregzik	pliregzik	iei	plrgzk
pl	ir	ejl	plirejlik	plirejlik	iei	plrjlk
pl	ir	ekß	plirekßik	plirekszik	iei	plrkßk
pl	ir	ékß	plirékßik	plirékszik	iéi	plrkßk
pl	ir	eml	pliremlik	pliremlik	iei	plrmlk
pl	ir	epß	plirepßik	plirepszik	iei	plrpßk
pl	ir	esl	plireslik	plireslik	iei	plrslk
pl	iv	á¥l	plivá¥lik	pliványlik	iái	plv¥lk
pl	iv	adz	plivadzik	plivadzik	iai	plvdzk
pl	iv	ádz	plivádzik	plivádzik	iái	plvdzk
pl	iv	agl	plivaglik	plivaglik	iai	plvglk
pl	iv	ágl	pliváglik	pliváglik	iái	plvglk
pl	iv	agß	plivagßik	plivagszik	iai	plvgßk
pl	iv	agz	plivagzik	plivagzik	iai	plvgzk
pl	iv	ágz	plivágzik	plivágzik	iái	plvgzk
pl	iv	ajl	plivajlik	plivajlik	iai	plvjlk
pl	iv	akl	plivaklik	plivaklik	iai	plvklk
pl	iv	akß	plivakßik	plivakszik	iai	plvkßk
pl	iv	aml	plivamlik	plivamlik	iai	plvmlk
pl	iv	apß	plivapßik	plivapszik	iai	plvpßk
pl	iv	arz	plivarzik	plivarzik	iai	plvrzk
pl	iv	árz	plivárzik	plivárzik	iái	plvrzk
pl	iv	asl	plivaslik	plivaslik	iai	plvslk
pl	iv	é¥l	plivé¥lik	plivénylik	iéi	plv¥lk
pl	iv	edz	plivedzik	plivedzik	iei	plvdzk
pl	iv	egl	pliveglik	pliveglik	iei	plvglk
pl	iv	egß	plivegßik	plivegszik	iei	plvgßk
pl	iv	égß	plivégßik	plivégszik	iéi	plvgßk
pl	iv	egz	plivegzik	plivegzik	iei	plvgzk
pl	iv	ejl	plivejlik	plivejlik	iei	plvjlk
pl	iv	ekß	plivekßik	plivekszik	iei	plvkßk
pl	iv	ékß	plivékßik	plivékszik	iéi	plvkßk
pl	iv	eml	plivemlik	plivemlik	iei	plvmlk
pl	iv	epß	plivepßik	plivepszik	iei	plvpßk
pl	iv	esl	pliveslik	pliveslik	iei	plvslk
pl	ob	ódz	plobódzik	plobódzik	oói	plbdzk
pl	og	ódz	plogódzik	plogódzik	oói	plgdzk
pl	oh	ódz	plohódzik	plohódzik	oói	plhdzk
pl	or	ódz	ploródzik	ploródzik	oói	plrdzk
pl	ör	ődz	plörődzik	plörődzik	öői	plrdzk
pl	ör	űdz	plörűdzik	plörűdzik	öűi	plrdzk
pl	öt	ődz	plötődzik	plötődzik	öői	pltdzk
pl	öt	őrz	plötőrzik	plötőrzik	öői	pltrzk
pl	öt	űdz	plötűdzik	plötűdzik	öűi	pltdzk
pl	öv	ődz	plövődzik	plövődzik	öői	plvdzk
pl	öv	őrz	plövőrzik	plövőrzik	öői	plvrzk
pl	öv	űdz	plövűdzik	plövűdzik	öűi	plvdzk
pl	ub	o¥l	plubo¥lik	plubonylik	uoi	plb¥lk
pl	ub	ódz	plubódzik	plubódzik	uói	plbdzk
pl	ub	okl	pluboklik	pluboklik	uoi	plbklk
pl	ub	orz	pluborzik	pluborzik	uoi	plbrzk
pl	ub	osl	pluboslik	pluboslik	uoi	plbslk
pl	ug	o¥l	plugo¥lik	plugonylik	uoi	plg¥lk
pl	ug	ódz	plugódzik	plugódzik	uói	plgdzk
pl	ug	okl	plugoklik	plugoklik	uoi	plgklk
pl	ug	orz	plugorzik	plugorzik	uoi	plgrzk
pl	ug	osl	plugoslik	plugoslik	uoi	plgslk
pl	ur	o¥l	pluro¥lik	pluronylik	uoi	plr¥lk
pl	ur	ódz	pluródzik	pluródzik	uói	plrdzk
pl	ur	okl	pluroklik	pluroklik	uoi	plrklk
pl	ur	osl	pluroslik	pluroslik	uoi	plrslk
pl	ür	ődz	plürődzik	plürődzik	üői	plrdzk
pl	ür	ökl	plüröklik	plüröklik	üöi	plrklk
pl	ür	ösl	plüröslik	plüröslik	üöi	plrslk
pl	ür	űdz	plürűdzik	plürűdzik	üűi	plrdzk
pl	űr	ődz	plűrődzik	plűrődzik	űői	plrdzk
pl	űr	ökl	plűröklik	plűröklik	űöi	plrklk
pl	űr	ösl	plűröslik	plűröslik	űöi	plrslk
pr	ag	á¥l	pragá¥lik	pragánylik	aái	prg¥lk
pr	ag	ádz	pragádzik	pragádzik	aái	prgdzk
pr	ag	árz	pragárzik	pragárzik	aái	prgrzk
pr	ág	adz	prágadzik	prágadzik	áai	prgdzk
pr	ág	ajl	prágajlik	prágajlik	áai	prgjlk
pr	ág	akl	prágaklik	prágaklik	áai	prgklk
pr	ág	akß	prágakßik	prágakszik	áai	prgkßk
pr	ág	aml	prágamlik	prágamlik	áai	prgmlk
pr	ág	apß	prágapßik	prágapszik	áai	prgpßk
pr	ág	arz	prágarzik	prágarzik	áai	prgrzk
pr	ág	asl	prágaslik	prágaslik	áai	prgslk
pr	al	á¥l	pralá¥lik	pralánylik	aái	prl¥lk
pr	al	ádz	praládzik	praládzik	aái	prldzk
pr	al	ágl	praláglik	praláglik	aái	prlglk
pr	al	ágz	pralágzik	pralágzik	aái	prlgzk
pr	al	árz	pralárzik	pralárzik	aái	prlrzk
pr	ál	adz	práladzik	práladzik	áai	prldzk
pr	ál	agl	prálaglik	prálaglik	áai	prlglk
pr	ál	agß	prálagßik	prálagszik	áai	prlgßk
pr	ál	agz	prálagzik	prálagzik	áai	prlgzk
pr	ál	ajl	prálajlik	prálajlik	áai	prljlk
pr	ál	akl	prálaklik	prálaklik	áai	prlklk
pr	ál	akß	prálakßik	prálakszik	áai	prlkßk
pr	ál	aml	prálamlik	prálamlik	áai	prlmlk
pr	ál	apß	prálapßik	prálapszik	áai	prlpßk
pr	ál	arz	prálarzik	prálarzik	áai	prlrzk
pr	ál	asl	prálaslik	prálaslik	áai	prlslk
pr	at	á¥l	pratá¥lik	pratánylik	aái	prt¥lk
pr	at	ádz	pratádzik	pratádzik	aái	prtdzk
pr	at	ágl	pratáglik	pratáglik	aái	prtglk
pr	at	ágz	pratágzik	pratágzik	aái	prtgzk
pr	at	árz	pratárzik	pratárzik	aái	prtrzk
pr	eh	é¥l	prehé¥lik	prehénylik	eéi	prh¥lk
pr	eh	égß	prehégßik	prehégszik	eéi	prhgßk
pr	eh	ékß	prehékßik	prehékszik	eéi	prhkßk
pr	el	é¥l	prelé¥lik	prelénylik	eéi	prl¥lk
pr	el	égß	prelégßik	prelégszik	eéi	prlgßk
pr	el	ékß	prelékßik	prelékszik	eéi	prlkßk
pr	él	edz	préledzik	préledzik	éei	prldzk
pr	él	egl	préleglik	préleglik	éei	prlglk
pr	él	egß	prélegßik	prélegszik	éei	prlgßk
pr	él	egz	prélegzik	prélegzik	éei	prlgzk
pr	él	ejl	prélejlik	prélejlik	éei	prljlk
pr	él	ekß	prélekßik	prélekszik	éei	prlkßk
pr	él	eml	prélemlik	prélemlik	éei	prlmlk
pr	él	epß	prélepßik	prélepszik	éei	prlpßk
pr	él	esl	préleslik	préleslik	éei	prlslk
pr	et	é¥l	preté¥lik	preténylik	eéi	prt¥lk
pr	et	égß	pretégßik	pretégszik	eéi	prtgßk
pr	et	ékß	pretékßik	pretékszik	eéi	prtkßk
pr	ib	á¥l	pribá¥lik	pribánylik	iái	prb¥lk
pr	ib	adz	pribadzik	pribadzik	iai	prbdzk
pr	ib	ádz	pribádzik	pribádzik	iái	prbdzk
pr	ib	agl	pribaglik	pribaglik	iai	prbglk
pr	ib	ágl	pribáglik	pribáglik	iái	prbglk
pr	ib	agß	pribagßik	pribagszik	iai	prbgßk
pr	ib	agz	pribagzik	pribagzik	iai	prbgzk
pr	ib	ágz	pribágzik	pribágzik	iái	prbgzk
pr	ib	ajl	pribajlik	pribajlik	iai	prbjlk
pr	ib	akl	pribaklik	pribaklik	iai	prbklk
pr	ib	akß	pribakßik	pribakszik	iai	prbkßk
pr	ib	aml	pribamlik	pribamlik	iai	prbmlk
pr	ib	apß	pribapßik	pribapszik	iai	prbpßk
pr	ib	arz	pribarzik	pribarzik	iai	prbrzk
pr	ib	árz	pribárzik	pribárzik	iái	prbrzk
pr	ib	asl	pribaslik	pribaslik	iai	prbslk
pr	ib	é¥l	pribé¥lik	pribénylik	iéi	prb¥lk
pr	ib	edz	pribedzik	pribedzik	iei	prbdzk
pr	ib	egl	pribeglik	pribeglik	iei	prbglk
pr	ib	egß	pribegßik	pribegszik	iei	prbgßk
pr	ib	égß	pribégßik	pribégszik	iéi	prbgßk
pr	ib	egz	pribegzik	pribegzik	iei	prbgzk
pr	ib	ejl	pribejlik	pribejlik	iei	prbjlk
pr	ib	ekß	pribekßik	pribekszik	iei	prbkßk
pr	ib	ékß	pribékßik	pribékszik	iéi	prbkßk
pr	ib	eml	pribemlik	pribemlik	iei	prbmlk
pr	ib	epß	pribepßik	pribepszik	iei	prbpßk
pr	ib	esl	pribeslik	pribeslik	iei	prbslk
pr	ih	á¥l	prihá¥lik	prihánylik	iái	prh¥lk
pr	ih	adz	prihadzik	prihadzik	iai	prhdzk
pr	ih	ádz	prihádzik	prihádzik	iái	prhdzk
pr	ih	agl	prihaglik	prihaglik	iai	prhglk
pr	ih	ágl	priháglik	priháglik	iái	prhglk
pr	ih	agß	prihagßik	prihagszik	iai	prhgßk
pr	ih	agz	prihagzik	prihagzik	iai	prhgzk
pr	ih	ágz	prihágzik	prihágzik	iái	prhgzk
pr	ih	ajl	prihajlik	prihajlik	iai	prhjlk
pr	ih	akl	prihaklik	prihaklik	iai	prhklk
pr	ih	akß	prihakßik	prihakszik	iai	prhkßk
pr	ih	aml	prihamlik	prihamlik	iai	prhmlk
pr	ih	apß	prihapßik	prihapszik	iai	prhpßk
pr	ih	arz	priharzik	priharzik	iai	prhrzk
pr	ih	árz	prihárzik	prihárzik	iái	prhrzk
pr	ih	asl	prihaslik	prihaslik	iai	prhslk
pr	ih	é¥l	prihé¥lik	prihénylik	iéi	prh¥lk
pr	ih	edz	prihedzik	prihedzik	iei	prhdzk
pr	ih	egl	priheglik	priheglik	iei	prhglk
pr	ih	egß	prihegßik	prihegszik	iei	prhgßk
pr	ih	égß	prihégßik	prihégszik	iéi	prhgßk
pr	ih	egz	prihegzik	prihegzik	iei	prhgzk
pr	ih	ejl	prihejlik	prihejlik	iei	prhjlk
pr	ih	ekß	prihekßik	prihekszik	iei	prhkßk
pr	ih	ékß	prihékßik	prihékszik	iéi	prhkßk
pr	ih	eml	prihemlik	prihemlik	iei	prhmlk
pr	ih	epß	prihepßik	prihepszik	iei	prhpßk
pr	ih	esl	priheslik	priheslik	iei	prhslk
pr	il	á¥l	prilá¥lik	prilánylik	iái	prl¥lk
pr	il	adz	priladzik	priladzik	iai	prldzk
pr	il	ádz	priládzik	priládzik	iái	prldzk
pr	il	agl	prilaglik	prilaglik	iai	prlglk
pr	il	ágl	priláglik	priláglik	iái	prlglk
pr	il	agß	prilagßik	prilagszik	iai	prlgßk
pr	il	agz	prilagzik	prilagzik	iai	prlgzk
pr	il	ágz	prilágzik	prilágzik	iái	prlgzk
pr	il	ajl	prilajlik	prilajlik	iai	prljlk
pr	il	akl	prilaklik	prilaklik	iai	prlklk
pr	il	akß	prilakßik	prilakszik	iai	prlkßk
pr	il	aml	prilamlik	prilamlik	iai	prlmlk
pr	il	apß	prilapßik	prilapszik	iai	prlpßk
pr	il	arz	prilarzik	prilarzik	iai	prlrzk
pr	il	árz	prilárzik	prilárzik	iái	prlrzk
pr	il	asl	prilaslik	prilaslik	iai	prlslk
pr	il	é¥l	prilé¥lik	prilénylik	iéi	prl¥lk
pr	il	edz	priledzik	priledzik	iei	prldzk
pr	il	egl	prileglik	prileglik	iei	prlglk
pr	il	egß	prilegßik	prilegszik	iei	prlgßk
pr	il	égß	prilégßik	prilégszik	iéi	prlgßk
pr	il	egz	prilegzik	prilegzik	iei	prlgzk
pr	il	ejl	prilejlik	prilejlik	iei	prljlk
pr	il	ekß	prilekßik	prilekszik	iei	prlkßk
pr	il	ékß	prilékßik	prilékszik	iéi	prlkßk
pr	il	eml	prilemlik	prilemlik	iei	prlmlk
pr	il	epß	prilepßik	prilepszik	iei	prlpßk
pr	il	esl	prileslik	prileslik	iei	prlslk
pr	iv	á¥l	privá¥lik	priványlik	iái	prv¥lk
pr	iv	adz	privadzik	privadzik	iai	prvdzk
pr	iv	ádz	privádzik	privádzik	iái	prvdzk
pr	iv	agl	privaglik	privaglik	iai	prvglk
pr	iv	ágl	priváglik	priváglik	iái	prvglk
pr	iv	agß	privagßik	privagszik	iai	prvgßk
pr	iv	agz	privagzik	privagzik	iai	prvgzk
pr	iv	ágz	privágzik	privágzik	iái	prvgzk
pr	iv	ajl	privajlik	privajlik	iai	prvjlk
pr	iv	akl	privaklik	privaklik	iai	prvklk
pr	iv	akß	privakßik	privakszik	iai	prvkßk
pr	iv	aml	privamlik	privamlik	iai	prvmlk
pr	iv	apß	privapßik	privapszik	iai	prvpßk
pr	iv	arz	privarzik	privarzik	iai	prvrzk
pr	iv	árz	privárzik	privárzik	iái	prvrzk
pr	iv	asl	privaslik	privaslik	iai	prvslk
pr	iv	é¥l	privé¥lik	privénylik	iéi	prv¥lk
pr	iv	edz	privedzik	privedzik	iei	prvdzk
pr	iv	egl	priveglik	priveglik	iei	prvglk
pr	iv	egß	privegßik	privegszik	iei	prvgßk
pr	iv	égß	privégßik	privégszik	iéi	prvgßk
pr	iv	egz	privegzik	privegzik	iei	prvgzk
pr	iv	ejl	privejlik	privejlik	iei	prvjlk
pr	iv	ekß	privekßik	privekszik	iei	prvkßk
pr	iv	ékß	privékßik	privékszik	iéi	prvkßk
pr	iv	eml	privemlik	privemlik	iei	prvmlk
pr	iv	epß	privepßik	privepszik	iei	prvpßk
pr	iv	esl	priveslik	priveslik	iei	prvslk
pr	ob	ódz	probódzik	probódzik	oói	prbdzk
pr	og	ódz	progódzik	progódzik	oói	prgdzk
pr	oh	ódz	prohódzik	prohódzik	oói	prhdzk
pr	ol	ódz	prolódzik	prolódzik	oói	prldzk
pr	ól	o¥l	prólo¥lik	prólonylik	óoi	prl¥lk
pr	ól	okl	próloklik	próloklik	óoi	prlklk
pr	ól	orz	prólorzik	prólorzik	óoi	prlrzk
pr	ól	osl	próloslik	próloslik	óoi	prlslk
pr	öt	ődz	prötődzik	prötődzik	öői	prtdzk
pr	öt	őrz	prötőrzik	prötőrzik	öői	prtrzk
pr	öt	űdz	prötűdzik	prötűdzik	öűi	prtdzk
pr	öv	ődz	prövődzik	prövődzik	öői	prvdzk
pr	öv	őrz	prövőrzik	prövőrzik	öői	prvrzk
pr	öv	űdz	prövűdzik	prövűdzik	öűi	prvdzk
pr	ub	o¥l	prubo¥lik	prubonylik	uoi	prb¥lk
pr	ub	ódz	prubódzik	prubódzik	uói	prbdzk
pr	ub	okl	pruboklik	pruboklik	uoi	prbklk
pr	ub	orz	pruborzik	pruborzik	uoi	prbrzk
pr	ub	osl	pruboslik	pruboslik	uoi	prbslk
pr	ug	o¥l	prugo¥lik	prugonylik	uoi	prg¥lk
pr	ug	ódz	prugódzik	prugódzik	uói	prgdzk
pr	ug	okl	prugoklik	prugoklik	uoi	prgklk
pr	ug	orz	prugorzik	prugorzik	uoi	prgrzk
pr	ug	osl	prugoslik	prugoslik	uoi	prgslk
pr	ül	ődz	prülődzik	prülődzik	üői	prldzk
pr	ül	ökl	prülöklik	prülöklik	üöi	prlklk
pr	ül	őrz	prülőrzik	prülőrzik	üői	prlrzk
pr	ül	ösl	prülöslik	prülöslik	üöi	prlslk
pr	ül	űdz	prülűdzik	prülűdzik	üűi	prldzk
r	ag	á¥l	ragá¥lik	ragánylik	aái	rg¥lk
r	ag	ádz	ragádzik	ragádzik	aái	rgdzk
r	ag	árz	ragárzik	ragárzik	aái	rgrzk
r	ág	adz	rágadzik	rágadzik	áai	rgdzk
r	ág	ajl	rágajlik	rágajlik	áai	rgjlk
r	ág	akl	rágaklik	rágaklik	áai	rgklk
r	ág	akß	rágakßik	rágakszik	áai	rgkßk
r	ág	aml	rágamlik	rágamlik	áai	rgmlk
r	ág	apß	rágapßik	rágapszik	áai	rgpßk
r	ág	arz	rágarzik	rágarzik	áai	rgrzk
r	ág	asl	rágaslik	rágaslik	áai	rgslk
r	al	á¥l	ralá¥lik	ralánylik	aái	rl¥lk
r	al	ádz	raládzik	raládzik	aái	rldzk
r	al	ágl	raláglik	raláglik	aái	rlglk
r	al	ágz	ralágzik	ralágzik	aái	rlgzk
r	al	árz	ralárzik	ralárzik	aái	rlrzk
r	ál	adz	ráladzik	ráladzik	áai	rldzk
r	ál	agl	rálaglik	rálaglik	áai	rlglk
r	ál	agß	rálagßik	rálagszik	áai	rlgßk
r	ál	agz	rálagzik	rálagzik	áai	rlgzk
r	ál	ajl	rálajlik	rálajlik	áai	rljlk
r	ál	akl	rálaklik	rálaklik	áai	rlklk
r	ál	akß	rálakßik	rálakszik	áai	rlkßk
r	ál	aml	rálamlik	rálamlik	áai	rlmlk
r	ál	apß	rálapßik	rálapszik	áai	rlpßk
r	ál	arz	rálarzik	rálarzik	áai	rlrzk
r	ál	asl	rálaslik	rálaslik	áai	rlslk
r	at	á¥l	ratá¥lik	ratánylik	aái	rt¥lk
r	at	ádz	ratádzik	ratádzik	aái	rtdzk
r	at	ágl	ratáglik	ratáglik	aái	rtglk
r	at	ágz	ratágzik	ratágzik	aái	rtgzk
r	at	árz	ratárzik	ratárzik	aái	rtrzk
r	eh	é¥l	rehé¥lik	rehénylik	eéi	rh¥lk
r	eh	égß	rehégßik	rehégszik	eéi	rhgßk
r	eh	ékß	rehékßik	rehékszik	eéi	rhkßk
r	el	é¥l	relé¥lik	relénylik	eéi	rl¥lk
r	el	égß	relégßik	relégszik	eéi	rlgßk
r	el	ékß	relékßik	relékszik	eéi	rlkßk
r	él	edz	réledzik	réledzik	éei	rldzk
r	él	egl	réleglik	réleglik	éei	rlglk
r	él	egß	rélegßik	rélegszik	éei	rlgßk
r	él	egz	rélegzik	rélegzik	éei	rlgzk
r	él	ejl	rélejlik	rélejlik	éei	rljlk
r	él	ekß	rélekßik	rélekszik	éei	rlkßk
r	él	eml	rélemlik	rélemlik	éei	rlmlk
r	él	epß	rélepßik	rélepszik	éei	rlpßk
r	él	esl	réleslik	réleslik	éei	rlslk
r	et	é¥l	reté¥lik	reténylik	eéi	rt¥lk
r	et	égß	retégßik	retégszik	eéi	rtgßk
r	et	ékß	retékßik	retékszik	eéi	rtkßk
r	ib	á¥l	ribá¥lik	ribánylik	iái	rb¥lk
r	ib	adz	ribadzik	ribadzik	iai	rbdzk
r	ib	ádz	ribádzik	ribádzik	iái	rbdzk
r	ib	agl	ribaglik	ribaglik	iai	rbglk
r	ib	ágl	ribáglik	ribáglik	iái	rbglk
r	ib	agß	ribagßik	ribagszik	iai	rbgßk
r	ib	agz	ribagzik	ribagzik	iai	rbgzk
r	ib	ágz	ribágzik	ribágzik	iái	rbgzk
r	ib	ajl	ribajlik	ribajlik	iai	rbjlk
r	ib	akl	ribaklik	ribaklik	iai	rbklk
r	ib	akß	ribakßik	ribakszik	iai	rbkßk
r	ib	aml	ribamlik	ribamlik	iai	rbmlk
r	ib	apß	ribapßik	ribapszik	iai	rbpßk
r	ib	arz	ribarzik	ribarzik	iai	rbrzk
r	ib	árz	ribárzik	ribárzik	iái	rbrzk
r	ib	asl	ribaslik	ribaslik	iai	rbslk
r	ib	é¥l	ribé¥lik	ribénylik	iéi	rb¥lk
r	ib	edz	ribedzik	ribedzik	iei	rbdzk
r	ib	egl	ribeglik	ribeglik	iei	rbglk
r	ib	egß	ribegßik	ribegszik	iei	rbgßk
r	ib	égß	ribégßik	ribégszik	iéi	rbgßk
r	ib	egz	ribegzik	ribegzik	iei	rbgzk
r	ib	ejl	ribejlik	ribejlik	iei	rbjlk
r	ib	ekß	ribekßik	ribekszik	iei	rbkßk
r	ib	ékß	ribékßik	ribékszik	iéi	rbkßk
r	ib	eml	ribemlik	ribemlik	iei	rbmlk
r	ib	epß	ribepßik	ribepszik	iei	rbpßk
r	ib	esl	ribeslik	ribeslik	iei	rbslk
r	ih	á¥l	rihá¥lik	rihánylik	iái	rh¥lk
r	ih	adz	rihadzik	rihadzik	iai	rhdzk
r	ih	ádz	rihádzik	rihádzik	iái	rhdzk
r	ih	agl	rihaglik	rihaglik	iai	rhglk
r	ih	ágl	riháglik	riháglik	iái	rhglk
r	ih	agß	rihagßik	rihagszik	iai	rhgßk
r	ih	agz	rihagzik	rihagzik	iai	rhgzk
r	ih	ágz	rihágzik	rihágzik	iái	rhgzk
r	ih	ajl	rihajlik	rihajlik	iai	rhjlk
r	ih	akl	rihaklik	rihaklik	iai	rhklk
r	ih	akß	rihakßik	rihakszik	iai	rhkßk
r	ih	aml	rihamlik	rihamlik	iai	rhmlk
r	ih	apß	rihapßik	rihapszik	iai	rhpßk
r	ih	arz	riharzik	riharzik	iai	rhrzk
r	ih	árz	rihárzik	rihárzik	iái	rhrzk
r	ih	asl	rihaslik	rihaslik	iai	rhslk
r	ih	é¥l	rihé¥lik	rihénylik	iéi	rh¥lk
r	ih	edz	rihedzik	rihedzik	iei	rhdzk
r	ih	egl	riheglik	riheglik	iei	rhglk
r	ih	egß	rihegßik	rihegszik	iei	rhgßk
r	ih	égß	rihégßik	rihégszik	iéi	rhgßk
r	ih	egz	rihegzik	rihegzik	iei	rhgzk
r	ih	ejl	rihejlik	rihejlik	iei	rhjlk
r	ih	ekß	rihekßik	rihekszik	iei	rhkßk
r	ih	ékß	rihékßik	rihékszik	iéi	rhkßk
r	ih	eml	rihemlik	rihemlik	iei	rhmlk
r	ih	epß	rihepßik	rihepszik	iei	rhpßk
r	ih	esl	riheslik	riheslik	iei	rhslk
r	il	á¥l	rilá¥lik	rilánylik	iái	rl¥lk
r	il	adz	riladzik	riladzik	iai	rldzk
r	il	ádz	riládzik	riládzik	iái	rldzk
r	il	agl	rilaglik	rilaglik	iai	rlglk
r	il	ágl	riláglik	riláglik	iái	rlglk
r	il	agß	rilagßik	rilagszik	iai	rlgßk
r	il	agz	rilagzik	rilagzik	iai	rlgzk
r	il	ágz	rilágzik	rilágzik	iái	rlgzk
r	il	ajl	rilajlik	rilajlik	iai	rljlk
r	il	akl	rilaklik	rilaklik	iai	rlklk
r	il	akß	rilakßik	rilakszik	iai	rlkßk
r	il	aml	rilamlik	rilamlik	iai	rlmlk
r	il	apß	rilapßik	rilapszik	iai	rlpßk
r	il	arz	rilarzik	rilarzik	iai	rlrzk
r	il	árz	rilárzik	rilárzik	iái	rlrzk
r	il	asl	rilaslik	rilaslik	iai	rlslk
r	il	é¥l	rilé¥lik	rilénylik	iéi	rl¥lk
r	il	edz	riledzik	riledzik	iei	rldzk
r	il	egl	rileglik	rileglik	iei	rlglk
r	il	egß	rilegßik	rilegszik	iei	rlgßk
r	il	égß	rilégßik	rilégszik	iéi	rlgßk
r	il	egz	rilegzik	rilegzik	iei	rlgzk
r	il	ejl	rilejlik	rilejlik	iei	rljlk
r	il	ekß	rilekßik	rilekszik	iei	rlkßk
r	il	ékß	rilékßik	rilékszik	iéi	rlkßk
r	il	eml	rilemlik	rilemlik	iei	rlmlk
r	il	epß	rilepßik	rilepszik	iei	rlpßk
r	il	esl	rileslik	rileslik	iei	rlslk
r	iv	á¥l	rivá¥lik	riványlik	iái	rv¥lk
r	iv	adz	rivadzik	rivadzik	iai	rvdzk
r	iv	ádz	rivádzik	rivádzik	iái	rvdzk
r	iv	agl	rivaglik	rivaglik	iai	rvglk
r	iv	ágl	riváglik	riváglik	iái	rvglk
r	iv	agß	rivagßik	rivagszik	iai	rvgßk
r	iv	agz	rivagzik	rivagzik	iai	rvgzk
r	iv	ágz	rivágzik	rivágzik	iái	rvgzk
r	iv	ajl	rivajlik	rivajlik	iai	rvjlk
r	iv	akl	rivaklik	rivaklik	iai	rvklk
r	iv	akß	rivakßik	rivakszik	iai	rvkßk
r	iv	aml	rivamlik	rivamlik	iai	rvmlk
r	iv	apß	rivapßik	rivapszik	iai	rvpßk
r	iv	arz	rivarzik	rivarzik	iai	rvrzk
r	iv	árz	rivárzik	rivárzik	iái	rvrzk
r	iv	asl	rivaslik	rivaslik	iai	rvslk
r	iv	é¥l	rivé¥lik	rivénylik	iéi	rv¥lk
r	iv	edz	rivedzik	rivedzik	iei	rvdzk
r	iv	egl	riveglik	riveglik	iei	rvglk
r	iv	egß	rivegßik	rivegszik	iei	rvgßk
r	iv	égß	rivégßik	rivégszik	iéi	rvgßk
r	iv	egz	rivegzik	rivegzik	iei	rvgzk
r	iv	ejl	rivejlik	rivejlik	iei	rvjlk
r	iv	ekß	rivekßik	rivekszik	iei	rvkßk
r	iv	ékß	rivékßik	rivékszik	iéi	rvkßk
r	iv	eml	rivemlik	rivemlik	iei	rvmlk
r	iv	epß	rivepßik	rivepszik	iei	rvpßk
r	iv	esl	riveslik	riveslik	iei	rvslk
r	ob	ódz	robódzik	robódzik	oói	rbdzk
r	og	ódz	rogódzik	rogódzik	oói	rgdzk
r	oh	ódz	rohódzik	rohódzik	oói	rhdzk
r	ol	ódz	rolódzik	rolódzik	oói	rldzk
r	ól	o¥l	rólo¥lik	rólonylik	óoi	rl¥lk
r	ól	okl	róloklik	róloklik	óoi	rlklk
r	ól	orz	rólorzik	rólorzik	óoi	rlrzk
r	ól	osl	róloslik	róloslik	óoi	rlslk
r	öt	ődz	rötődzik	rötődzik	öői	rtdzk
r	öt	őrz	rötőrzik	rötőrzik	öői	rtrzk
r	öt	űdz	rötűdzik	rötűdzik	öűi	rtdzk
r	öv	ődz	rövődzik	rövődzik	öői	rvdzk
r	öv	őrz	rövőrzik	rövőrzik	öői	rvrzk
r	öv	űdz	rövűdzik	rövűdzik	öűi	rvdzk
r	ub	o¥l	rubo¥lik	rubonylik	uoi	rb¥lk
r	ub	ódz	rubódzik	rubódzik	uói	rbdzk
r	ub	okl	ruboklik	ruboklik	uoi	rbklk
r	ub	orz	ruborzik	ruborzik	uoi	rbrzk
r	ub	osl	ruboslik	ruboslik	uoi	rbslk
r	ug	o¥l	rugo¥lik	rugonylik	uoi	rg¥lk
r	ug	ódz	rugódzik	rugódzik	uói	rgdzk
r	ug	okl	rugoklik	rugoklik	uoi	rgklk
r	ug	orz	rugorzik	rugorzik	uoi	rgrzk
r	ug	osl	rugoslik	rugoslik	uoi	rgslk
r	ül	ődz	rülődzik	rülődzik	üői	rldzk
r	ül	ökl	rülöklik	rülöklik	üöi	rlklk
r	ül	őrz	rülőrzik	rülőrzik	üői	rlrzk
r	ül	ösl	rülöslik	rülöslik	üöi	rlslk
r	ül	űdz	rülűdzik	rülűdzik	üűi	rldzk
s	ag	á¥l	sagá¥lik	sagánylik	aái	sg¥lk
