prompt_cc	prompt_cvc	suffix_ep	target_cc	target_cvc	tr_stem	tr_end	prompt_cc_tr	nsyl	tr	keep_enough_distance	keep_no_overlap
pliremlik	pliremezik	ünk	pliremlünk	pliremezünk	plirem	lik	pliremlik	2	pliremlik	TRUE	FALSE
promlik	promozik	nek	promlanak	promoznak	prom	lik	promlik	1	promlik	TRUE	FALSE
promlik	promozik	tek	promlotok	promoztok	prom	lik	promlik	1	promlik	TRUE	FALSE
promlik	promozik	ünk	promlunk	promozunk	prom	lik	promlik	1	promlik	TRUE	FALSE
lűklik	lűközik	nek	lűklenek	lűköznek	lűk	lik	lűklik	1	lűklik	TRUE	TRUE
lűklik	lűközik	tek	lűklötök	lűköztök	lűk	lik	lűklik	1	lűklik	TRUE	TRUE
lűklik	lűközik	ünk	lűklünk	lűközünk	lűk	lik	lűklik	1	lűklik	TRUE	TRUE
pörzik	pörözik	nek	pörzenek	pöröznek	pör	zik	pörzik	1	pörzik	TRUE	TRUE
pörzik	pörözik	tek	pörzötök	pöröztök	pör	zik	pörzik	1	pörzik	TRUE	TRUE
pörzik	pörözik	ünk	pörzünk	pörözünk	pör	zik	pörzik	1	pörzik	TRUE	TRUE
gyihegzik	gyihegezik	nek	gyihegzenek	gyihegeznek	©iheg	zik	©ihegzik	2	©ihegzik	TRUE	TRUE
gyihegzik	gyihegezik	tek	gyihegzetek	gyihegeztek	©iheg	zik	©ihegzik	2	©ihegzik	TRUE	TRUE
gyihegzik	gyihegezik	ünk	gyihegzünk	gyihegezünk	©iheg	zik	©ihegzik	2	©ihegzik	TRUE	TRUE
trűjzik	trűjözik	nek	trűjzenek	trűjöznek	trűj	zik	trűjzik	1	trűjzik	TRUE	TRUE
trűjzik	trűjözik	tek	trűjzötök	trűjöztök	trűj	zik	trűjzik	1	trűjzik	TRUE	TRUE
trűjzik	trűjözik	ünk	trűjzünk	trűjözünk	trűj	zik	trűjzik	1	trűjzik	TRUE	TRUE
bálapszik	bálapodik	nek	bálapszanak	bálapodnak	bálap	ßik	bálapßik	2	bálapßik	TRUE	FALSE
bálapszik	bálapodik	tek	bálapszotok	bálapodtok	bálap	ßik	bálapßik	2	bálapßik	TRUE	FALSE
bálapszik	bálapodik	ünk	bálapszunk	bálapodunk	bálap	ßik	bálapßik	2	bálapßik	TRUE	FALSE
trólonylik	trólonyozik	nek	trólonylanak	trólonyoznak	trólo¥	lik	trólo¥lik	2	trólo¥lik	TRUE	TRUE
trólonylik	trólonyozik	tek	trólonylotok	trólonyoztok	trólo¥	lik	trólo¥lik	2	trólo¥lik	TRUE	TRUE
trólonylik	trólonyozik	ünk	trólonylunk	trólonyozunk	trólo¥	lik	trólo¥lik	2	trólo¥lik	TRUE	TRUE
spügzik	spügözik	nek	spügzenek	spügöznek	spüg	zik	spügzik	1	spügzik	TRUE	TRUE
spügzik	spügözik	tek	spügzötök	spügöztök	spüg	zik	spügzik	1	spügzik	TRUE	TRUE
spügzik	spügözik	ünk	spügzünk	spügözünk	spüg	zik	spügzik	1	spügzik	TRUE	TRUE
fihakszik	fihakodik	nek	fihakszanak	fihakodnak	fihak	ßik	fihakßik	2	fihakßik	TRUE	TRUE
fihakszik	fihakodik	tek	fihakszotok	fihakodtok	fihak	ßik	fihakßik	2	fihakßik	TRUE	TRUE
fihakszik	fihakodik	ünk	fihakszunk	fihakodunk	fihak	ßik	fihakßik	2	fihakßik	TRUE	TRUE
siheglik	sihegezik	nek	siheglenek	sihegeznek	siheg	lik	siheglik	2	siheglik	TRUE	TRUE
siheglik	sihegezik	tek	sihegletek	sihegeztek	siheg	lik	siheglik	2	siheglik	TRUE	TRUE
siheglik	sihegezik	ünk	siheglünk	sihegezünk	siheg	lik	siheglik	2	siheglik	TRUE	TRUE
vihapszik	vihapodik	nek	vihapszanak	vihapodnak	vihap	ßik	vihapßik	2	vihapßik	TRUE	TRUE
vihapszik	vihapodik	tek	vihapszotok	vihapodtok	vihap	ßik	vihapßik	2	vihapßik	TRUE	TRUE
vihapszik	vihapodik	ünk	vihapszunk	vihapodunk	vihap	ßik	vihapßik	2	vihapßik	TRUE	TRUE
gyihaklik	gyihakozik	nek	gyihaklanak	gyihakoznak	©ihak	lik	©ihaklik	2	©ihaklik	TRUE	TRUE
gyihaklik	gyihakozik	tek	gyihaklotok	gyihakoztok	©ihak	lik	©ihaklik	2	©ihaklik	TRUE	TRUE
gyihaklik	gyihakozik	ünk	gyihaklunk	gyihakozunk	©ihak	lik	©ihaklik	2	©ihaklik	TRUE	TRUE
trivakszik	trivakodik	nek	trivakszanak	trivakodnak	trivak	ßik	trivakßik	2	trivakßik	TRUE	TRUE
trivakszik	trivakodik	tek	trivakszotok	trivakodtok	trivak	ßik	trivakßik	2	trivakßik	TRUE	TRUE
trivakszik	trivakodik	ünk	trivakszunk	trivakodunk	trivak	ßik	trivakßik	2	trivakßik	TRUE	TRUE
fröjlik	fröjözik	nek	fröjlenek	fröjöznek	fröj	lik	fröjlik	1	fröjlik	TRUE	TRUE
fröjlik	fröjözik	tek	fröjlötök	fröjöztök	fröj	lik	fröjlik	1	fröjlik	TRUE	TRUE
fröjlik	fröjözik	ünk	fröjlünk	fröjözünk	fröj	lik	fröjlik	1	fröjlik	TRUE	TRUE
fribakszik	fribakodik	nek	fribakszanak	fribakodnak	fribak	ßik	fribakßik	2	fribakßik	TRUE	TRUE
fribakszik	fribakodik	tek	fribakszotok	fribakodtok	fribak	ßik	fribakßik	2	fribakßik	TRUE	TRUE
fribakszik	fribakodik	ünk	fribakszunk	fribakodunk	fribak	ßik	fribakßik	2	fribakßik	TRUE	TRUE
triklik	trikozik	nek	triklanak	trikoznak	trik	lik	triklik	1	triklik	TRUE	TRUE
triklik	trikozik	tek	triklotok	trikoztok	trik	lik	triklik	1	triklik	TRUE	TRUE
triklik	trikozik	ünk	triklunk	trikozunk	trik	lik	triklik	1	triklik	TRUE	TRUE
dujzik	dujozik	nek	dujzanak	dujoznak	duj	zik	dujzik	1	dujzik	TRUE	TRUE
dujzik	dujozik	tek	dujzotok	dujoztok	duj	zik	dujzik	1	dujzik	TRUE	TRUE
dujzik	dujozik	ünk	dujzunk	dujozunk	duj	zik	dujzik	1	dujzik	TRUE	TRUE
branylik	branyozik	nek	branylanak	branyoznak	bra¥	lik	bra¥lik	1	bra¥lik	TRUE	TRUE
branylik	branyozik	tek	branylotok	branyoztok	bra¥	lik	bra¥lik	1	bra¥lik	TRUE	TRUE
branylik	branyozik	ünk	branylunk	branyozunk	bra¥	lik	bra¥lik	1	bra¥lik	TRUE	TRUE
pliszlik	pliszozik	nek	pliszlanak	pliszoznak	pliß	lik	plißlik	1	plißlik	TRUE	FALSE
pliszlik	pliszozik	tek	pliszlotok	pliszoztok	pliß	lik	plißlik	1	plißlik	TRUE	FALSE
pliszlik	pliszozik	ünk	pliszlunk	pliszozunk	pliß	lik	plißlik	1	plißlik	TRUE	FALSE
hirégszik	hirégedik	nek	hirégszenek	hirégednek	hirég	ßik	hirégßik	2	hirégßik	TRUE	TRUE
hirégszik	hirégedik	tek	hirégszetek	hirégedtek	hirég	ßik	hirégßik	2	hirégßik	TRUE	TRUE
hirégszik	hirégedik	ünk	hirégszünk	hirégedünk	hirég	ßik	hirégßik	2	hirégßik	TRUE	TRUE
lélszik	léledik	nek	lélszenek	lélednek	lél	ßik	lélßik	1	lélßik	TRUE	FALSE
lélszik	léledik	tek	lélszetek	léledtek	lél	ßik	lélßik	1	lélßik	TRUE	FALSE
lélszik	léledik	ünk	lélszünk	léledünk	lél	ßik	lélßik	1	lélßik	TRUE	FALSE
spalárzik	spalározik	nek	spalárzanak	spalároznak	spalár	zik	spalárzik	2	spalárzik	TRUE	TRUE
spalárzik	spalározik	tek	spalárzotok	spalároztok	spalár	zik	spalárzik	2	spalárzik	TRUE	TRUE
spalárzik	spalározik	ünk	spalárzunk	spalározunk	spalár	zik	spalárzik	2	spalárzik	TRUE	TRUE
mirénylik	mirényezik	nek	mirénylenek	mirényeznek	miré¥	lik	miré¥lik	2	miré¥lik	TRUE	FALSE
mirénylik	mirényezik	tek	mirényletek	mirényeztek	miré¥	lik	miré¥lik	2	miré¥lik	TRUE	FALSE
mirénylik	mirényezik	ünk	mirénylünk	mirényezünk	miré¥	lik	miré¥lik	2	miré¥lik	TRUE	FALSE
nyélepszik	nyélepedik	nek	nyélepszenek	nyélepednek	¥élep	ßik	¥élepßik	2	¥élepßik	TRUE	FALSE
nyélepszik	nyélepedik	tek	nyélepszetek	nyélepedtek	¥élep	ßik	¥élepßik	2	¥élepßik	TRUE	FALSE
nyélepszik	nyélepedik	ünk	nyélepszünk	nyélepedünk	¥élep	ßik	¥élepßik	2	¥élepßik	TRUE	FALSE
firamlik	firamozik	nek	firamlanak	firamoznak	firam	lik	firamlik	2	firamlik	FALSE	TRUE
firamlik	firamozik	tek	firamlotok	firamoztok	firam	lik	firamlik	2	firamlik	FALSE	TRUE
firamlik	firamozik	ünk	firamlunk	firamozunk	firam	lik	firamlik	2	firamlik	FALSE	TRUE
píbzik	píbozik	nek	píbzanak	píboznak	píb	zik	píbzik	1	píbzik	TRUE	TRUE
píbzik	píbozik	tek	píbzotok	píboztok	píb	zik	píbzik	1	píbzik	TRUE	TRUE
píbzik	píbozik	ünk	píbzunk	píbozunk	píb	zik	píbzik	1	píbzik	TRUE	TRUE
milegszik	milegedik	nek	milegszenek	milegednek	mileg	ßik	milegßik	2	milegßik	FALSE	FALSE
milegszik	milegedik	tek	milegszetek	milegedtek	mileg	ßik	milegßik	2	milegßik	FALSE	FALSE
milegszik	milegedik	ünk	milegszünk	milegedünk	mileg	ßik	milegßik	2	milegßik	FALSE	FALSE
drojzik	drojozik	nek	drojzanak	drojoznak	droj	zik	drojzik	1	drojzik	TRUE	TRUE
drojzik	drojozik	tek	drojzotok	drojoztok	droj	zik	drojzik	1	drojzik	TRUE	TRUE
drojzik	drojozik	ünk	drojzunk	drojozunk	droj	zik	drojzik	1	drojzik	TRUE	TRUE
frágakszik	frágakodik	nek	frágakszanak	frágakodnak	frágak	ßik	frágakßik	2	frágakßik	TRUE	TRUE
frágakszik	frágakodik	tek	frágakszotok	frágakodtok	frágak	ßik	frágakßik	2	frágakßik	TRUE	TRUE
frágakszik	frágakodik	ünk	frágakszunk	frágakodunk	frágak	ßik	frágakßik	2	frágakßik	TRUE	TRUE
spűjzik	spűjözik	nek	spűjzenek	spűjöznek	spűj	zik	spűjzik	1	spűjzik	TRUE	TRUE
spűjzik	spűjözik	tek	spűjzötök	spűjöztök	spűj	zik	spűjzik	1	spűjzik	TRUE	TRUE
spűjzik	spűjözik	ünk	spűjzünk	spűjözünk	spűj	zik	spűjzik	1	spűjzik	TRUE	TRUE
brájzik	brájozik	nek	brájzanak	brájoznak	bráj	zik	brájzik	1	brájzik	TRUE	TRUE
brájzik	brájozik	tek	brájzotok	brájoztok	bráj	zik	brájzik	1	brájzik	TRUE	TRUE
brájzik	brájozik	ünk	brájzunk	brájozunk	bráj	zik	brájzik	1	brájzik	TRUE	TRUE
brárlik	brározik	nek	brárlanak	brároznak	brár	lik	brárlik	1	brárlik	TRUE	TRUE
brárlik	brározik	tek	brárlotok	brároztok	brár	lik	brárlik	1	brárlik	TRUE	TRUE
brárlik	brározik	ünk	brárlunk	brározunk	brár	lik	brárlik	1	brárlik	TRUE	TRUE
bruborzik	bruborozik	nek	bruborzanak	bruboroznak	brubor	zik	bruborzik	2	bruborzik	TRUE	TRUE
bruborzik	bruborozik	tek	bruborzotok	bruboroztok	brubor	zik	bruborzik	2	bruborzik	TRUE	TRUE
bruborzik	bruborozik	ünk	bruborzunk	bruborozunk	brubor	zik	bruborzik	2	bruborzik	TRUE	TRUE
kláragszik	kláragodik	nek	kláragszanak	kláragodnak	klárag	ßik	kláragßik	2	kláragßik	TRUE	TRUE
kláragszik	kláragodik	tek	kláragszotok	kláragodtok	klárag	ßik	kláragßik	2	kláragßik	TRUE	TRUE
kláragszik	kláragodik	ünk	kláragszunk	kláragodunk	klárag	ßik	kláragßik	2	kláragßik	TRUE	TRUE
valánylik	valányozik	nek	valánylanak	valányoznak	valá¥	lik	valá¥lik	2	valá¥lik	TRUE	FALSE
valánylik	valányozik	tek	valánylotok	valányoztok	valá¥	lik	valá¥lik	2	valá¥lik	TRUE	FALSE
valánylik	valányozik	ünk	valánylunk	valányozunk	valá¥	lik	valá¥lik	2	valá¥lik	TRUE	FALSE
nyüröslik	nyürösözik	nek	nyüröslenek	nyürösöznek	¥ürös	lik	¥üröslik	2	¥üröslik	TRUE	TRUE
nyüröslik	nyürösözik	tek	nyüröslötök	nyürösöztök	¥ürös	lik	¥üröslik	2	¥üröslik	TRUE	TRUE
nyüröslik	nyürösözik	ünk	nyüröslünk	nyürösözünk	¥ürös	lik	¥üröslik	2	¥üröslik	TRUE	TRUE
tratágzik	tratágozik	nek	tratágzanak	tratágoznak	tratág	zik	tratágzik	2	tratágzik	TRUE	TRUE
tratágzik	tratágozik	tek	tratágzotok	tratágoztok	tratág	zik	tratágzik	2	tratágzik	TRUE	TRUE
tratágzik	tratágozik	ünk	tratágzunk	tratágozunk	tratág	zik	tratágzik	2	tratágzik	TRUE	TRUE
drakszik	drakodik	nek	drakszanak	drakodnak	drak	ßik	drakßik	1	drakßik	TRUE	FALSE
drakszik	drakodik	tek	drakszotok	drakodtok	drak	ßik	drakßik	1	drakßik	TRUE	FALSE
drakszik	drakodik	ünk	drakszunk	drakodunk	drak	ßik	drakßik	1	drakßik	TRUE	FALSE
hirajlik	hirajozik	nek	hirajlanak	hirajoznak	hiraj	lik	hirajlik	2	hirajlik	TRUE	TRUE
hirajlik	hirajozik	tek	hirajlotok	hirajoztok	hiraj	lik	hirajlik	2	hirajlik	TRUE	TRUE
hirajlik	hirajozik	ünk	hirajlunk	hirajozunk	hiraj	lik	hirajlik	2	hirajlik	TRUE	TRUE
csibagzik	csibagozik	nek	csibagzanak	csibagoznak	çibag	zik	çibagzik	2	çibagzik	TRUE	TRUE
csibagzik	csibagozik	tek	csibagzotok	csibagoztok	çibag	zik	çibagzik	2	çibagzik	TRUE	TRUE
csibagzik	csibagozik	ünk	csibagzunk	csibagozunk	çibag	zik	çibagzik	2	çibagzik	TRUE	TRUE
tágaklik	tágakozik	nek	tágaklanak	tágakoznak	tágak	lik	tágaklik	2	tágaklik	TRUE	FALSE
tágaklik	tágakozik	tek	tágaklotok	tágakoztok	tágak	lik	tágaklik	2	tágaklik	TRUE	FALSE
tágaklik	tágakozik	ünk	tágaklunk	tágakozunk	tágak	lik	tágaklik	2	tágaklik	TRUE	FALSE
leténylik	letényezik	nek	leténylenek	letényeznek	leté¥	lik	leté¥lik	2	leté¥lik	TRUE	FALSE
leténylik	letényezik	tek	letényletek	letényeztek	leté¥	lik	leté¥lik	2	leté¥lik	TRUE	FALSE
leténylik	letényezik	ünk	leténylünk	letényezünk	leté¥	lik	leté¥lik	2	leté¥lik	TRUE	FALSE
telszik	teledik	nek	telszenek	telednek	tel	ßik	telßik	1	telßik	TRUE	FALSE
telszik	teledik	tek	telszetek	teledtek	tel	ßik	telßik	1	telßik	TRUE	FALSE
telszik	teledik	ünk	telszünk	teledünk	tel	ßik	telßik	1	telßik	TRUE	FALSE
tilapszik	tilapodik	nek	tilapszanak	tilapodnak	tilap	ßik	tilapßik	2	tilapßik	TRUE	FALSE
tilapszik	tilapodik	tek	tilapszotok	tilapodtok	tilap	ßik	tilapßik	2	tilapßik	TRUE	FALSE
tilapszik	tilapodik	ünk	tilapszunk	tilapodunk	tilap	ßik	tilapßik	2	tilapßik	TRUE	FALSE
hákszik	hákodik	nek	hákszanak	hákodnak	hák	ßik	hákßik	1	hákßik	TRUE	TRUE
hákszik	hákodik	tek	hákszotok	hákodtok	hák	ßik	hákßik	1	hákßik	TRUE	TRUE
hákszik	hákodik	ünk	hákszunk	hákodunk	hák	ßik	hákßik	1	hákßik	TRUE	TRUE
bokszik	bokodik	nek	bokszanak	bokodnak	bok	ßik	bokßik	1	bokßik	TRUE	FALSE
bokszik	bokodik	tek	bokszotok	bokodtok	bok	ßik	bokßik	1	bokßik	TRUE	FALSE
bokszik	bokodik	ünk	bokszunk	bokodunk	bok	ßik	bokßik	1	bokßik	TRUE	FALSE
lagárzik	lagározik	nek	lagárzanak	lagároznak	lagár	zik	lagárzik	2	lagárzik	TRUE	TRUE
lagárzik	lagározik	tek	lagárzotok	lagároztok	lagár	zik	lagárzik	2	lagárzik	TRUE	TRUE
lagárzik	lagározik	ünk	lagárzunk	lagározunk	lagár	zik	lagárzik	2	lagárzik	TRUE	TRUE
sigzik	sigozik	nek	sigzanak	sigoznak	sig	zik	sigzik	1	sigzik	TRUE	TRUE
sigzik	sigozik	tek	sigzotok	sigoztok	sig	zik	sigzik	1	sigzik	TRUE	TRUE
sigzik	sigozik	ünk	sigzunk	sigozunk	sig	zik	sigzik	1	sigzik	TRUE	TRUE
tágakszik	tágakodik	nek	tágakszanak	tágakodnak	tágak	ßik	tágakßik	2	tágakßik	TRUE	FALSE
tágakszik	tágakodik	tek	tágakszotok	tágakodtok	tágak	ßik	tágakßik	2	tágakßik	TRUE	FALSE
tágakszik	tágakodik	ünk	tágakszunk	tágakodunk	tágak	ßik	tágakßik	2	tágakßik	TRUE	FALSE
bötőrzik	bötőrözik	nek	bötőrzenek	bötőröznek	bötőr	zik	bötőrzik	2	bötőrzik	TRUE	TRUE
bötőrzik	bötőrözik	tek	bötőrzötök	bötőröztök	bötőr	zik	bötőrzik	2	bötőrzik	TRUE	TRUE
bötőrzik	bötőrözik	ünk	bötőrzünk	bötőrözünk	bötőr	zik	bötőrzik	2	bötőrzik	TRUE	TRUE
sprűrlik	sprűrözik	nek	sprűrlenek	sprűröznek	sprűr	lik	sprűrlik	1	sprűrlik	TRUE	TRUE
sprűrlik	sprűrözik	tek	sprűrlötök	sprűröztök	sprűr	lik	sprűrlik	1	sprűrlik	TRUE	TRUE
sprűrlik	sprűrözik	ünk	sprűrlünk	sprűrözünk	sprűr	lik	sprűrlik	1	sprűrlik	TRUE	TRUE
lumlik	lumozik	nek	lumlanak	lumoznak	lum	lik	lumlik	1	lumlik	TRUE	TRUE
lumlik	lumozik	tek	lumlotok	lumoztok	lum	lik	lumlik	1	lumlik	TRUE	TRUE
lumlik	lumozik	ünk	lumlunk	lumozunk	lum	lik	lumlik	1	lumlik	TRUE	TRUE
kliránylik	klirányozik	nek	kliránylanak	klirányoznak	klirá¥	lik	klirá¥lik	2	klirá¥lik	TRUE	TRUE
kliránylik	klirányozik	tek	kliránylotok	klirányoztok	klirá¥	lik	klirá¥lik	2	klirá¥lik	TRUE	TRUE
kliránylik	klirányozik	ünk	kliránylunk	klirányozunk	klirá¥	lik	klirá¥lik	2	klirá¥lik	TRUE	TRUE
csubzik	csubozik	nek	csubzanak	csuboznak	çub	zik	çubzik	1	çubzik	TRUE	TRUE
csubzik	csubozik	tek	csubzotok	csuboztok	çub	zik	çubzik	1	çubzik	TRUE	TRUE
csubzik	csubozik	ünk	csubzunk	csubozunk	çub	zik	çubzik	1	çubzik	TRUE	TRUE
szörlik	szörözik	nek	szörlenek	szöröznek	ßör	lik	ßörlik	1	ßörlik	TRUE	FALSE
szörlik	szörözik	tek	szörlötök	szöröztök	ßör	lik	ßörlik	1	ßörlik	TRUE	FALSE
szörlik	szörözik	ünk	szörlünk	szörözünk	ßör	lik	ßörlik	1	ßörlik	TRUE	FALSE
fihemlik	fihemezik	nek	fihemlenek	fihemeznek	fihem	lik	fihemlik	2	fihemlik	TRUE	TRUE
fihemlik	fihemezik	tek	fihemletek	fihemeztek	fihem	lik	fihemlik	2	fihemlik	TRUE	TRUE
fihemlik	fihemezik	ünk	fihemlünk	fihemezünk	fihem	lik	fihemlik	2	fihemlik	TRUE	TRUE
filánylik	filányozik	nek	filánylanak	filányoznak	filá¥	lik	filá¥lik	2	filá¥lik	TRUE	TRUE
filánylik	filányozik	tek	filánylotok	filányoztok	filá¥	lik	filá¥lik	2	filá¥lik	TRUE	TRUE
filánylik	filányozik	ünk	filánylunk	filányozunk	filá¥	lik	filá¥lik	2	filá¥lik	TRUE	TRUE
hílszik	hílodik	nek	hílszanak	hílodnak	híl	ßik	hílßik	1	hílßik	TRUE	FALSE
hílszik	hílodik	tek	hílszotok	hílodtok	híl	ßik	hílßik	1	hílßik	TRUE	FALSE
hílszik	hílodik	ünk	hílszunk	hílodunk	híl	ßik	hílßik	1	hílßik	TRUE	FALSE
spuborzik	spuborozik	nek	spuborzanak	spuboroznak	spubor	zik	spuborzik	2	spuborzik	TRUE	TRUE
spuborzik	spuborozik	tek	spuborzotok	spuboroztok	spubor	zik	spuborzik	2	spuborzik	TRUE	TRUE
spuborzik	spuborozik	ünk	spuborzunk	spuborozunk	spubor	zik	spuborzik	2	spuborzik	TRUE	TRUE
fegzik	fegezik	nek	fegzenek	fegeznek	feg	zik	fegzik	1	fegzik	TRUE	TRUE
fegzik	fegezik	tek	fegzetek	fegeztek	feg	zik	fegzik	1	fegzik	TRUE	TRUE
fegzik	fegezik	ünk	fegzünk	fegezünk	feg	zik	fegzik	1	fegzik	TRUE	TRUE
drilarzik	drilarozik	nek	drilarzanak	drilaroznak	drilar	zik	drilarzik	2	drilarzik	TRUE	TRUE
drilarzik	drilarozik	tek	drilarzotok	drilaroztok	drilar	zik	drilarzik	2	drilarzik	TRUE	TRUE
drilarzik	drilarozik	ünk	drilarzunk	drilarozunk	drilar	zik	drilarzik	2	drilarzik	TRUE	TRUE
drivegzik	drivegezik	nek	drivegzenek	drivegeznek	driveg	zik	drivegzik	2	drivegzik	TRUE	TRUE
drivegzik	drivegezik	tek	drivegzetek	drivegeztek	driveg	zik	drivegzik	2	drivegzik	TRUE	TRUE
drivegzik	drivegezik	ünk	drivegzünk	drivegezünk	driveg	zik	drivegzik	2	drivegzik	TRUE	TRUE
lödlik	lödözik	nek	lödlenek	lödöznek	löd	lik	lödlik	1	lödlik	TRUE	TRUE
lödlik	lödözik	tek	lödlötök	lödöztök	löd	lik	lödlik	1	lödlik	TRUE	TRUE
lödlik	lödözik	ünk	lödlünk	lödözünk	löd	lik	lödlik	1	lödlik	TRUE	TRUE
plímlik	plímozik	nek	plímlanak	plímoznak	plím	lik	plímlik	1	plímlik	TRUE	FALSE
plímlik	plímozik	tek	plímlotok	plímoztok	plím	lik	plímlik	1	plímlik	TRUE	FALSE
plímlik	plímozik	ünk	plímlunk	plímozunk	plím	lik	plímlik	1	plímlik	TRUE	FALSE
fóloklik	fólokozik	nek	fóloklanak	fólokoznak	fólok	lik	fóloklik	2	fóloklik	TRUE	TRUE
fóloklik	fólokozik	tek	fóloklotok	fólokoztok	fólok	lik	fóloklik	2	fóloklik	TRUE	TRUE
fóloklik	fólokozik	ünk	fóloklunk	fólokozunk	fólok	lik	fóloklik	2	fóloklik	TRUE	TRUE
plérepszik	plérepedik	nek	plérepszenek	plérepednek	plérep	ßik	plérepßik	2	plérepßik	TRUE	FALSE
plérepszik	plérepedik	tek	plérepszetek	plérepedtek	plérep	ßik	plérepßik	2	plérepßik	TRUE	FALSE
plérepszik	plérepedik	ünk	plérepszünk	plérepedünk	plérep	ßik	plérepßik	2	plérepßik	TRUE	FALSE
spibamlik	spibamozik	nek	spibamlanak	spibamoznak	spibam	lik	spibamlik	2	spibamlik	TRUE	TRUE
spibamlik	spibamozik	tek	spibamlotok	spibamoztok	spibam	lik	spibamlik	2	spibamlik	TRUE	TRUE
spibamlik	spibamozik	ünk	spibamlunk	spibamozunk	spibam	lik	spibamlik	2	spibamlik	TRUE	TRUE
nágapszik	nágapodik	nek	nágapszanak	nágapodnak	nágap	ßik	nágapßik	2	nágapßik	TRUE	TRUE
nágapszik	nágapodik	tek	nágapszotok	nágapodtok	nágap	ßik	nágapßik	2	nágapßik	TRUE	TRUE
nágapszik	nágapodik	ünk	nágapszunk	nágapodunk	nágap	ßik	nágapßik	2	nágapßik	TRUE	TRUE
köszlik	köszözik	nek	köszlenek	köszöznek	köß	lik	kößlik	1	kößlik	TRUE	TRUE
köszlik	köszözik	tek	köszlötök	köszöztök	köß	lik	kößlik	1	kößlik	TRUE	TRUE
köszlik	köszözik	ünk	köszlünk	köszözünk	köß	lik	kößlik	1	kößlik	TRUE	TRUE
nyürzik	nyürözik	nek	nyürzenek	nyüröznek	¥ür	zik	¥ürzik	1	¥ürzik	TRUE	TRUE
nyürzik	nyürözik	tek	nyürzötök	nyüröztök	¥ür	zik	¥ürzik	1	¥ürzik	TRUE	TRUE
nyürzik	nyürözik	ünk	nyürzünk	nyürözünk	¥ür	zik	¥ürzik	1	¥ürzik	TRUE	TRUE
spelénylik	spelényezik	nek	spelénylenek	spelényeznek	spelé¥	lik	spelé¥lik	2	spelé¥lik	TRUE	TRUE
spelénylik	spelényezik	tek	spelényletek	spelényeztek	spelé¥	lik	spelé¥lik	2	spelé¥lik	TRUE	TRUE
spelénylik	spelényezik	ünk	spelénylünk	spelényezünk	spelé¥	lik	spelé¥lik	2	spelé¥lik	TRUE	TRUE
dribemlik	dribemezik	nek	dribemlenek	dribemeznek	dribem	lik	dribemlik	2	dribemlik	TRUE	FALSE
dribemlik	dribemezik	tek	dribemletek	dribemeztek	dribem	lik	dribemlik	2	dribemlik	TRUE	FALSE
dribemlik	dribemezik	ünk	dribemlünk	dribemezünk	dribem	lik	dribemlik	2	dribemlik	TRUE	FALSE
míslik	mísozik	nek	míslanak	mísoznak	mís	lik	míslik	1	míslik	TRUE	TRUE
míslik	mísozik	tek	míslotok	mísoztok	mís	lik	míslik	1	míslik	TRUE	TRUE
míslik	mísozik	ünk	míslunk	mísozunk	mís	lik	míslik	1	míslik	TRUE	TRUE
brürzik	brürözik	nek	brürzenek	brüröznek	brür	zik	brürzik	1	brürzik	TRUE	TRUE
brürzik	brürözik	tek	brürzötök	brüröztök	brür	zik	brürzik	1	brürzik	TRUE	TRUE
brürzik	brürözik	ünk	brürzünk	brürözünk	brür	zik	brürzik	1	brürzik	TRUE	TRUE
hilepszik	hilepedik	nek	hilepszenek	hilepednek	hilep	ßik	hilepßik	2	hilepßik	TRUE	TRUE
hilepszik	hilepedik	tek	hilepszetek	hilepedtek	hilep	ßik	hilepßik	2	hilepßik	TRUE	TRUE
hilepszik	hilepedik	ünk	hilepszünk	hilepedünk	hilep	ßik	hilepßik	2	hilepßik	TRUE	TRUE
tuborzik	tuborozik	nek	tuborzanak	tuboroznak	tubor	zik	tuborzik	2	tuborzik	TRUE	TRUE
tuborzik	tuborozik	tek	tuborzotok	tuboroztok	tubor	zik	tuborzik	2	tuborzik	TRUE	TRUE
tuborzik	tuborozik	ünk	tuborzunk	tuborozunk	tubor	zik	tuborzik	2	tuborzik	TRUE	TRUE
pribaglik	pribagozik	nek	pribaglanak	pribagoznak	pribag	lik	pribaglik	2	pribaglik	TRUE	TRUE
pribaglik	pribagozik	tek	pribaglotok	pribagoztok	pribag	lik	pribaglik	2	pribaglik	TRUE	TRUE
pribaglik	pribagozik	ünk	pribaglunk	pribagozunk	pribag	lik	pribaglik	2	pribaglik	TRUE	TRUE
diránylik	dirányozik	nek	diránylanak	dirányoznak	dirá¥	lik	dirá¥lik	2	dirá¥lik	TRUE	TRUE
diránylik	dirányozik	tek	diránylotok	dirányoztok	dirá¥	lik	dirá¥lik	2	dirá¥lik	TRUE	TRUE
diránylik	dirányozik	ünk	diránylunk	dirányozunk	dirá¥	lik	dirá¥lik	2	dirá¥lik	TRUE	TRUE
tivégszik	tivégedik	nek	tivégszenek	tivégednek	tivég	ßik	tivégßik	2	tivégßik	TRUE	FALSE
tivégszik	tivégedik	tek	tivégszetek	tivégedtek	tivég	ßik	tivégßik	2	tivégßik	TRUE	FALSE
