prompt_cc	prompt_cvc	suffix_ep	target_cc	target_cvc	tr_stem	tr_end	prompt_cc_tr	nsyl
plűröslik	plűrösözik	tek	plűröslötök	plűrösöztök	plűrös	lik	plűröslik	2
plűröslik	plűrösözik	ünk	plűröslünk	plűrösözünk	plűrös	lik	plűröslik	2
plágapszik	plágapodik	nek	plágapszanak	plágapodnak	plágap	ßik	plágapßik	2
plágapszik	plágapodik	tek	plágapszotok	plágapodtok	plágap	ßik	plágapßik	2
plágapszik	plágapodik	ünk	plágapszunk	plágapodunk	plágap	ßik	plágapßik	2
brélepszik	brélepedik	nek	brélepszenek	brélepednek	brélep	ßik	brélepßik	2
brélepszik	brélepedik	tek	brélepszetek	brélepedtek	brélep	ßik	brélepßik	2
brélepszik	brélepedik	ünk	brélepszünk	brélepedünk	brélep	ßik	brélepßik	2
pibegzik	pibegezik	nek	pibegzenek	pibegeznek	pibeg	zik	pibegzik	2
pibegzik	pibegezik	tek	pibegzetek	pibegeztek	pibeg	zik	pibegzik	2
pibegzik	pibegezik	ünk	pibegzünk	pibegezünk	pibeg	zik	pibegzik	2
trihaklik	trihakozik	nek	trihaklanak	trihakoznak	trihak	lik	trihaklik	2
trihaklik	trihakozik	tek	trihaklotok	trihakoztok	trihak	lik	trihaklik	2
trihaklik	trihakozik	ünk	trihaklunk	trihakozunk	trihak	lik	trihaklik	2
flibaklik	flibakozik	nek	flibaklanak	flibakoznak	flibak	lik	flibaklik	2
flibaklik	flibakozik	tek	flibaklotok	flibakoztok	flibak	lik	flibaklik	2
flibaklik	flibakozik	ünk	flibaklunk	flibakozunk	flibak	lik	flibaklik	2
tólorzik	tólorozik	nek	tólorzanak	tóloroznak	tólor	zik	tólorzik	2
tólorzik	tólorozik	tek	tólorzotok	tóloroztok	tólor	zik	tólorzik	2
tólorzik	tólorozik	ünk	tólorzunk	tólorozunk	tólor	zik	tólorzik	2
nyérekszik	nyérekedik	nek	nyérekszenek	nyérekednek	¥érek	ßik	¥érekßik	2
nyérekszik	nyérekedik	tek	nyérekszetek	nyérekedtek	¥érek	ßik	¥érekßik	2
nyérekszik	nyérekedik	ünk	nyérekszünk	nyérekedünk	¥érek	ßik	¥érekßik	2
nyilarzik	nyilarozik	nek	nyilarzanak	nyilaroznak	¥ilar	zik	¥ilarzik	2
nyilarzik	nyilarozik	tek	nyilarzotok	nyilaroztok	¥ilar	zik	¥ilarzik	2
nyilarzik	nyilarozik	ünk	nyilarzunk	nyilarozunk	¥ilar	zik	¥ilarzik	2
ivejlik	ivejezik	nek	ivejlenek	ivejeznek	ivej	lik	ivejlik	2
ivejlik	ivejezik	tek	ivejletek	ivejeztek	ivej	lik	ivejlik	2
ivejlik	ivejezik	ünk	ivejlünk	ivejezünk	ivej	lik	ivejlik	2
plibzik	plibozik	nek	plibzanak	pliboznak	plib	zik	plibzik	1
plibzik	plibozik	tek	plibzotok	pliboztok	plib	zik	plibzik	1
plibzik	plibozik	ünk	plibzunk	plibozunk	plib	zik	plibzik	1
gatáglik	gatágozik	nek	gatáglanak	gatágoznak	gatág	lik	gatáglik	2
gatáglik	gatágozik	tek	gatáglotok	gatágoztok	gatág	lik	gatáglik	2
gatáglik	gatágozik	ünk	gatáglunk	gatágozunk	gatág	lik	gatáglik	2
dréleglik	drélegezik	nek	dréleglenek	drélegeznek	dréleg	lik	dréleglik	2
dréleglik	drélegezik	tek	drélegletek	drélegeztek	dréleg	lik	dréleglik	2
dréleglik	drélegezik	ünk	dréleglünk	drélegezünk	dréleg	lik	dréleglik	2
trivárzik	trivározik	nek	trivárzanak	trivároznak	trivár	zik	trivárzik	2
trivárzik	trivározik	tek	trivárzotok	trivároztok	trivár	zik	trivárzik	2
trivárzik	trivározik	ünk	trivárzunk	trivározunk	trivár	zik	trivárzik	2
drélegszik	drélegedik	nek	drélegszenek	drélegednek	dréleg	ßik	drélegßik	2
drélegszik	drélegedik	tek	drélegszetek	drélegedtek	dréleg	ßik	drélegßik	2
drélegszik	drélegedik	ünk	drélegszünk	drélegedünk	dréleg	ßik	drélegßik	2
libakszik	libakodik	nek	libakszanak	libakodnak	libak	ßik	libakßik	2
libakszik	libakodik	tek	libakszotok	libakodtok	libak	ßik	libakßik	2
libakszik	libakodik	ünk	libakszunk	libakodunk	libak	ßik	libakßik	2
flöklik	flöközik	nek	flöklenek	flököznek	flök	lik	flöklik	1
flöklik	flöközik	tek	flöklötök	flököztök	flök	lik	flöklik	1
flöklik	flöközik	ünk	flöklünk	flöközünk	flök	lik	flöklik	1
nelégszik	nelégedik	nek	nelégszenek	nelégednek	nelég	ßik	nelégßik	2
nelégszik	nelégedik	tek	nelégszetek	nelégedtek	nelég	ßik	nelégßik	2
nelégszik	nelégedik	ünk	nelégszünk	nelégedünk	nelég	ßik	nelégßik	2
nirekszik	nirekedik	nek	nirekszenek	nirekednek	nirek	ßik	nirekßik	2
nirekszik	nirekedik	tek	nirekszetek	nirekedtek	nirek	ßik	nirekßik	2
nirekszik	nirekedik	ünk	nirekszünk	nirekedünk	nirek	ßik	nirekßik	2
dárakszik	dárakodik	nek	dárakszanak	dárakodnak	dárak	ßik	dárakßik	2
dárakszik	dárakodik	tek	dárakszotok	dárakodtok	dárak	ßik	dárakßik	2
dárakszik	dárakodik	ünk	dárakszunk	dárakodunk	dárak	ßik	dárakßik	2
bulszik	bulodik	nek	bulszanak	bulodnak	bul	ßik	bulßik	1
bulszik	bulodik	tek	bulszotok	bulodtok	bul	ßik	bulßik	1
bulszik	bulodik	ünk	bulszunk	bulodunk	bul	ßik	bulßik	1
hetékszik	hetékedik	nek	hetékszenek	hetékednek	heték	ßik	hetékßik	2
hetékszik	hetékedik	tek	hetékszetek	hetékedtek	heték	ßik	hetékßik	2
hetékszik	hetékedik	ünk	hetékszünk	hetékedünk	heték	ßik	hetékßik	2
püzlik	püzözik	nek	püzlenek	püzöznek	püz	lik	püzlik	1
püzlik	püzözik	tek	püzlötök	püzöztök	püz	lik	püzlik	1
püzlik	püzözik	ünk	püzlünk	püzözünk	püz	lik	püzlik	1
trihágzik	trihágozik	nek	trihágzanak	trihágoznak	trihág	zik	trihágzik	2
trihágzik	trihágozik	tek	trihágzotok	trihágoztok	trihág	zik	trihágzik	2
trihágzik	trihágozik	ünk	trihágzunk	trihágozunk	trihág	zik	trihágzik	2
spirlik	spirozik	nek	spirlanak	spiroznak	spir	lik	spirlik	1
spirlik	spirozik	tek	spirlotok	spiroztok	spir	lik	spirlik	1
spirlik	spirozik	ünk	spirlunk	spirozunk	spir	lik	spirlik	1
flemlik	flemezik	nek	flemlenek	flemeznek	flem	lik	flemlik	1
flemlik	flemezik	tek	flemletek	flemeztek	flem	lik	flemlik	1
flemlik	flemezik	ünk	flemlünk	flemezünk	flem	lik	flemlik	1
dreténylik	dretényezik	nek	dreténylenek	dretényeznek	dreté¥	lik	dreté¥lik	2
dreténylik	dretényezik	tek	dretényletek	dretényeztek	dreté¥	lik	dreté¥lik	2
dreténylik	dretényezik	ünk	dreténylünk	dretényezünk	dreté¥	lik	dreté¥lik	2
trülöklik	trülöközik	nek	trülöklenek	trülököznek	trülök	lik	trülöklik	2
trülöklik	trülöközik	tek	trülöklötök	trülököztök	trülök	lik	trülöklik	2
trülöklik	trülöközik	ünk	trülöklünk	trülöközünk	trülök	lik	trülöklik	2
ibénylik	ibényezik	nek	ibénylenek	ibényeznek	ibé¥	lik	ibé¥lik	2
ibénylik	ibényezik	tek	ibényletek	ibényeztek	ibé¥	lik	ibé¥lik	2
ibénylik	ibényezik	ünk	ibénylünk	ibényezünk	ibé¥	lik	ibé¥lik	2
brülöslik	brülösözik	nek	brülöslenek	brülösöznek	brülös	lik	brülöslik	2
brülöslik	brülösözik	tek	brülöslötök	brülösöztök	brülös	lik	brülöslik	2
brülöslik	brülösözik	ünk	brülöslünk	brülösözünk	brülös	lik	brülöslik	2
datánylik	datányozik	nek	datánylanak	datányoznak	datá¥	lik	datá¥lik	2
datánylik	datányozik	tek	datánylotok	datányoztok	datá¥	lik	datá¥lik	2
datánylik	datányozik	ünk	datánylunk	datányozunk	datá¥	lik	datá¥lik	2
ékszik	ékedik	nek	ékszenek	ékednek	ék	ßik	ékßik	1
ékszik	ékedik	tek	ékszetek	ékedtek	ék	ßik	ékßik	1
ékszik	ékedik	ünk	ékszünk	ékedünk	ék	ßik	ékßik	1
dribapszik	dribapodik	nek	dribapszanak	dribapodnak	dribap	ßik	dribapßik	2
dribapszik	dribapodik	tek	dribapszotok	dribapodtok	dribap	ßik	dribapßik	2
dribapszik	dribapodik	ünk	dribapszunk	dribapodunk	dribap	ßik	dribapßik	2
uklik	ukozik	nek	uklanak	ukoznak	uk	lik	uklik	1
uklik	ukozik	tek	uklotok	ukoztok	uk	lik	uklik	1
uklik	ukozik	ünk	uklunk	ukozunk	uk	lik	uklik	1
nyádlik	nyádozik	nek	nyádlanak	nyádoznak	¥ád	lik	¥ádlik	1
nyádlik	nyádozik	tek	nyádlotok	nyádoztok	¥ád	lik	¥ádlik	1
nyádlik	nyádozik	ünk	nyádlunk	nyádozunk	¥ád	lik	¥ádlik	1
brilajlik	brilajozik	nek	brilajlanak	brilajoznak	brilaj	lik	brilajlik	2
brilajlik	brilajozik	tek	brilajlotok	brilajoztok	brilaj	lik	brilajlik	2
brilajlik	brilajozik	ünk	brilajlunk	brilajozunk	brilaj	lik	brilajlik	2
térzik	térezik	nek	térzenek	téreznek	tér	zik	térzik	1
térzik	térezik	tek	térzetek	téreztek	tér	zik	térzik	1
térzik	térezik	ünk	térzünk	térezünk	tér	zik	térzik	1
baráglik	barágozik	nek	baráglanak	barágoznak	barág	lik	baráglik	2
baráglik	barágozik	tek	baráglotok	barágoztok	barág	lik	baráglik	2
baráglik	barágozik	ünk	baráglunk	barágozunk	barág	lik	baráglik	2
trugzik	trugozik	nek	trugzanak	trugoznak	trug	zik	trugzik	1
trugzik	trugozik	tek	trugzotok	trugoztok	trug	zik	trugzik	1
trugzik	trugozik	ünk	trugzunk	trugozunk	trug	zik	trugzik	1
kliregzik	kliregezik	nek	kliregzenek	kliregeznek	klireg	zik	kliregzik	2
kliregzik	kliregezik	tek	kliregzetek	kliregeztek	klireg	zik	kliregzik	2
kliregzik	kliregezik	ünk	kliregzünk	kliregezünk	klireg	zik	kliregzik	2
flátlik	flátozik	nek	flátlanak	flátoznak	flát	lik	flátlik	1
flátlik	flátozik	tek	flátlotok	flátoztok	flát	lik	flátlik	1
flátlik	flátozik	ünk	flátlunk	flátozunk	flát	lik	flátlik	1
flivegzik	flivegezik	nek	flivegzenek	flivegeznek	fliveg	zik	flivegzik	2
flivegzik	flivegezik	tek	flivegzetek	flivegeztek	fliveg	zik	flivegzik	2
flivegzik	flivegezik	ünk	flivegzünk	flivegezünk	fliveg	zik	flivegzik	2
klenylik	klenyezik	nek	klenylenek	klenyeznek	kle¥	lik	kle¥lik	1
klenylik	klenyezik	tek	klenyletek	klenyeztek	kle¥	lik	kle¥lik	1
klenylik	klenyezik	ünk	klenylünk	klenyezünk	kle¥	lik	kle¥lik	1
forzik	forozik	nek	forzanak	foroznak	for	zik	forzik	1
forzik	forozik	tek	forzotok	foroztok	for	zik	forzik	1
forzik	forozik	ünk	forzunk	forozunk	for	zik	forzik	1
nugoslik	nugosozik	nek	nugoslanak	nugosoznak	nugos	lik	nugoslik	2
nugoslik	nugosozik	tek	nugoslotok	nugosoztok	nugos	lik	nugoslik	2
nugoslik	nugosozik	ünk	nugoslunk	nugosozunk	nugos	lik	nugoslik	2
gibagszik	gibagodik	nek	gibagszanak	gibagodnak	gibag	ßik	gibagßik	2
gibagszik	gibagodik	tek	gibagszotok	gibagodtok	gibag	ßik	gibagßik	2
gibagszik	gibagodik	ünk	gibagszunk	gibagodunk	gibag	ßik	gibagßik	2
sztrorlik	sztrorozik	nek	sztrorlanak	sztroroznak	ßtror	lik	ßtrorlik	1
sztrorlik	sztrorozik	tek	sztrorlotok	sztroroztok	ßtror	lik	ßtrorlik	1
sztrorlik	sztrorozik	ünk	sztrorlunk	sztrorozunk	ßtror	lik	ßtrorlik	1
prihegszik	prihegedik	nek	prihegszenek	prihegednek	priheg	ßik	prihegßik	2
prihegszik	prihegedik	tek	prihegszetek	prihegedtek	priheg	ßik	prihegßik	2
prihegszik	prihegedik	ünk	prihegszünk	prihegedünk	priheg	ßik	prihegßik	2
rérlik	rérezik	nek	rérlenek	réreznek	rér	lik	rérlik	1
rérlik	rérezik	tek	rérletek	réreztek	rér	lik	rérlik	1
rérlik	rérezik	ünk	rérlünk	rérezünk	rér	lik	rérlik	1
klijzik	klijozik	nek	klijzanak	klijoznak	klij	zik	klijzik	1
klijzik	klijozik	tek	klijzotok	klijoztok	klij	zik	klijzik	1
klijzik	klijozik	ünk	klijzunk	klijozunk	klij	zik	klijzik	1
pragánylik	pragányozik	nek	pragánylanak	pragányoznak	pragá¥	lik	pragá¥lik	2
pragánylik	pragányozik	tek	pragánylotok	pragányoztok	pragá¥	lik	pragá¥lik	2
pragánylik	pragányozik	ünk	pragánylunk	pragányozunk	pragá¥	lik	pragá¥lik	2
vélemlik	vélemezik	nek	vélemlenek	vélemeznek	vélem	lik	vélemlik	2
vélemlik	vélemezik	tek	vélemletek	vélemeztek	vélem	lik	vélemlik	2
vélemlik	vélemezik	ünk	vélemlünk	vélemezünk	vélem	lik	vélemlik	2
prugorzik	prugorozik	nek	prugorzanak	prugoroznak	prugor	zik	prugorzik	2
prugorzik	prugorozik	tek	prugorzotok	prugoroztok	prugor	zik	prugorzik	2
prugorzik	prugorozik	ünk	prugorzunk	prugorozunk	prugor	zik	prugorzik	2
héreslik	héresezik	nek	héreslenek	héreseznek	héres	lik	héreslik	2
héreslik	héresezik	tek	héresletek	héreseztek	héres	lik	héreslik	2
héreslik	héresezik	ünk	héreslünk	héresezünk	héres	lik	héreslik	2
ogzik	ogozik	nek	ogzanak	ogoznak	og	zik	ogzik	1
ogzik	ogozik	tek	ogzotok	ogoztok	og	zik	ogzik	1
ogzik	ogozik	ünk	ogzunk	ogozunk	og	zik	ogzik	1
trürlik	trürözik	nek	trürlenek	trüröznek	trür	lik	trürlik	1
trürlik	trürözik	tek	trürlötök	trüröztök	trür	lik	trürlik	1
trürlik	trürözik	ünk	trürlünk	trürözünk	trür	lik	trürlik	1
ilszik	ilodik	nek	ilszanak	ilodnak	il	ßik	ilßik	1
ilszik	ilodik	tek	ilszotok	ilodtok	il	ßik	ilßik	1
ilszik	ilodik	ünk	ilszunk	ilodunk	il	ßik	ilßik	1
plűlszik	plűlödik	nek	plűlszenek	plűlödnek	plűl	ßik	plűlßik	1
plűlszik	plűlödik	tek	plűlszötök	plűlödtök	plűl	ßik	plűlßik	1
plűlszik	plűlödik	ünk	plűlszünk	plűlödünk	plűl	ßik	plűlßik	1
helénylik	helényezik	nek	helénylenek	helényeznek	helé¥	lik	helé¥lik	2
helénylik	helényezik	tek	helényletek	helényeztek	helé¥	lik	helé¥lik	2
helénylik	helényezik	ünk	helénylünk	helényezünk	helé¥	lik	helé¥lik	2
pluronylik	pluronyozik	nek	pluronylanak	pluronyoznak	pluro¥	lik	pluro¥lik	2
pluronylik	pluronyozik	tek	pluronylotok	pluronyoztok	pluro¥	lik	pluro¥lik	2
pluronylik	pluronyozik	ünk	pluronylunk	pluronyozunk	pluro¥	lik	pluro¥lik	2
frorlik	frorozik	nek	frorlanak	froroznak	fror	lik	frorlik	1
frorlik	frorozik	tek	frorlotok	froroztok	fror	lik	frorlik	1
frorlik	frorozik	ünk	frorlunk	frorozunk	fror	lik	frorlik	1
prélemlik	prélemezik	nek	prélemlenek	prélemeznek	prélem	lik	prélemlik	2
prélemlik	prélemezik	tek	prélemletek	prélemeztek	prélem	lik	prélemlik	2
prélemlik	prélemezik	ünk	prélemlünk	prélemezünk	prélem	lik	prélemlik	2
kibepszik	kibepedik	nek	kibepszenek	kibepednek	kibep	ßik	kibepßik	2
kibepszik	kibepedik	tek	kibepszetek	kibepedtek	kibep	ßik	kibepßik	2
kibepszik	kibepedik	ünk	kibepszünk	kibepedünk	kibep	ßik	kibepßik	2
kléremlik	kléremezik	nek	kléremlenek	kléremeznek	klérem	lik	kléremlik	2
kléremlik	kléremezik	tek	kléremletek	kléremeztek	klérem	lik	kléremlik	2
kléremlik	kléremezik	ünk	kléremlünk	kléremezünk	klérem	lik	kléremlik	2
klarágzik	klarágozik	nek	klarágzanak	klarágoznak	klarág	zik	klarágzik	2
klarágzik	klarágozik	tek	klarágzotok	klarágoztok	klarág	zik	klarágzik	2
klarágzik	klarágozik	ünk	klarágzunk	klarágozunk	klarág	zik	klarágzik	2
sztritlik	sztritozik	nek	sztritlanak	sztritoznak	ßtrit	lik	ßtritlik	1
sztritlik	sztritozik	tek	sztritlotok	sztritoztok	ßtrit	lik	ßtritlik	1
sztritlik	sztritozik	ünk	sztritlunk	sztritozunk	ßtrit	lik	ßtritlik	1
kihégszik	kihégedik	nek	kihégszenek	kihégednek	kihég	ßik	kihégßik	2
kihégszik	kihégedik	tek	kihégszetek	kihégedtek	kihég	ßik	kihégßik	2
kihégszik	kihégedik	ünk	kihégszünk	kihégedünk	kihég	ßik	kihégßik	2
virzik	virozik	nek	virzanak	viroznak	vir	zik	virzik	1
virzik	virozik	tek	virzotok	viroztok	vir	zik	virzik	1
virzik	virozik	ünk	virzunk	virozunk	vir	zik	virzik	1
driláglik	drilágozik	nek	driláglanak	drilágoznak	drilág	lik	driláglik	2
driláglik	drilágozik	tek	driláglotok	drilágoztok	drilág	lik	driláglik	2
driláglik	drilágozik	ünk	driláglunk	drilágozunk	drilág	lik	driláglik	2
klűmlik	klűmözik	nek	klűmlenek	klűmöznek	klűm	lik	klűmlik	1
klűmlik	klűmözik	tek	klűmlötök	klűmöztök	klűm	lik	klűmlik	1
klűmlik	klűmözik	ünk	klűmlünk	klűmözünk	klűm	lik	klűmlik	1
hubonylik	hubonyozik	nek	hubonylanak	hubonyoznak	hubo¥	lik	hubo¥lik	2
hubonylik	hubonyozik	tek	hubonylotok	hubonyoztok	hubo¥	lik	hubo¥lik	2
hubonylik	hubonyozik	ünk	hubonylunk	hubonyozunk	hubo¥	lik	hubo¥lik	2
flivapszik	flivapodik	nek	flivapszanak	flivapodnak	flivap	ßik	flivapßik	2
flivapszik	flivapodik	tek	flivapszotok	flivapodtok	flivap	ßik	flivapßik	2
flivapszik	flivapodik	ünk	flivapszunk	flivapodunk	flivap	ßik	flivapßik	2
bribékszik	bribékedik	nek	bribékszenek	bribékednek	bribék	ßik	bribékßik	2
bribékszik	bribékedik	tek	bribékszetek	bribékedtek	bribék	ßik	bribékßik	2
bribékszik	bribékedik	ünk	bribékszünk	bribékedünk	bribék	ßik	bribékßik	2
galárzik	galározik	nek	galárzanak	galároznak	galár	zik	galárzik	2
galárzik	galározik	tek	galárzotok	galároztok	galár	zik	galárzik	2
galárzik	galározik	ünk	galárzunk	galározunk	galár	zik	galárzik	2
plöslik	plösözik	nek	plöslenek	plösöznek	plös	lik	plöslik	1
plöslik	plösözik	tek	plöslötök	plösöztök	plös	lik	plöslik	1
plöslik	plösözik	ünk	plöslünk	plösözünk	plös	lik	plöslik	1
pliheslik	plihesezik	nek	pliheslenek	pliheseznek	plihes	lik	pliheslik	2
pliheslik	plihesezik	tek	plihesletek	pliheseztek	plihes	lik	pliheslik	2
pliheslik	plihesezik	ünk	pliheslünk	plihesezünk	plihes	lik	pliheslik	2
fliványlik	fliványozik	nek	fliványlanak	fliványoznak	flivá¥	lik	flivá¥lik	2
fliványlik	fliványozik	tek	fliványlotok	fliványoztok	flivá¥	lik	flivá¥lik	2
fliványlik	fliványozik	ünk	fliványlunk	fliványozunk	flivá¥	lik	flivá¥lik	2
málarzik	málarozik	nek	málarzanak	málaroznak	málar	zik	málarzik	2
málarzik	málarozik	tek	málarzotok	málaroztok	málar	zik	málarzik	2
málarzik	málarozik	ünk	málarzunk	málarozunk	málar	zik	málarzik	2
drédlik	drédezik	nek	drédlenek	drédeznek	dréd	lik	drédlik	1
drédlik	drédezik	tek	drédletek	drédeztek	dréd	lik	drédlik	1
drédlik	drédezik	ünk	drédlünk	drédezünk	dréd	lik	drédlik	1
patágzik	patágozik	nek	patágzanak	patágoznak	patág	zik	patágzik	2
patágzik	patágozik	tek	patágzotok	patágoztok	patág	zik	patágzik	2
patágzik	patágozik	ünk	patágzunk	patágozunk	patág	zik	patágzik	2
álajlik	álajozik	nek	álajlanak	álajoznak	álaj	lik	álajlik	2
álajlik	álajozik	tek	álajlotok	álajoztok	álaj	lik	álajlik	2
álajlik	álajozik	ünk	álajlunk	álajozunk	álaj	lik	álajlik	2
nyülöklik	nyülöközik	nek	nyülöklenek	nyülököznek	¥ülök	lik	¥ülöklik	2
nyülöklik	nyülöközik	tek	nyülöklötök	nyülököztök	¥ülök	lik	¥ülöklik	2
nyülöklik	nyülöközik	ünk	nyülöklünk	nyülöközünk	¥ülök	lik	¥ülöklik	2
csujlik	csujozik	nek	csujlanak	csujoznak	çuj	lik	çujlik	1
csujlik	csujozik	tek	csujlotok	csujoztok	çuj	lik	çujlik	1
csujlik	csujozik	ünk	csujlunk	csujozunk	çuj	lik	çujlik	1
prilamlik	prilamozik	nek	prilamlanak	prilamoznak	prilam	lik	prilamlik	2
prilamlik	prilamozik	tek	prilamlotok	prilamoztok	prilam	lik	prilamlik	2
prilamlik	prilamozik	ünk	prilamlunk	prilamozunk	prilam	lik	prilamlik	2
nyivágzik	nyivágozik	nek	nyivágzanak	nyivágoznak	¥ivág	zik	¥ivágzik	2
nyivágzik	nyivágozik	tek	nyivágzotok	nyivágoztok	¥ivág	zik	¥ivágzik	2
nyivágzik	nyivágozik	ünk	nyivágzunk	nyivágozunk	¥ivág	zik	¥ivágzik	2
jajzik	jajozik	nek	jajzanak	jajoznak	jaj	zik	jajzik	1
jajzik	jajozik	tek	jajzotok	jajoztok	jaj	zik	jajzik	1
jajzik	jajozik	ünk	jajzunk	jajozunk	jaj	zik	jajzik	1
fihajlik	fihajozik	nek	fihajlanak	fihajoznak	fihaj	lik	fihajlik	2
fihajlik	fihajozik	tek	fihajlotok	fihajoztok	fihaj	lik	fihajlik	2
fihajlik	fihajozik	ünk	fihajlunk	fihajozunk	fihaj	lik	fihajlik	2
poslik	posozik	nek	poslanak	posoznak	pos	lik	poslik	1
poslik	posozik	tek	poslotok	posoztok	pos	lik	poslik	1
poslik	posozik	ünk	poslunk	posozunk	pos	lik	poslik	1
trírzik	trírozik	nek	trírzanak	tríroznak	trír	zik	trírzik	1
trírzik	trírozik	tek	trírzotok	tríroztok	trír	zik	trírzik	1
trírzik	trírozik	ünk	trírzunk	trírozunk	trír	zik	trírzik	1
breslik	bresezik	nek	breslenek	breseznek	bres	lik	breslik	1
breslik	bresezik	tek	bresletek	breseztek	bres	lik	breslik	1
breslik	bresezik	ünk	breslünk	bresezünk	bres	lik	breslik	1
spuronylik	spuronyozik	nek	spuronylanak	spuronyoznak	spuro¥	lik	spuro¥lik	2
spuronylik	spuronyozik	tek	spuronylotok	spuronyoztok	spuro¥	lik	spuro¥lik	2
spuronylik	spuronyozik	ünk	spuronylunk	spuronyozunk	spuro¥	lik	spuro¥lik	2
livénylik	livényezik	nek	livénylenek	livényeznek	livé¥	lik	livé¥lik	2
livénylik	livényezik	tek	livényletek	livényeztek	livé¥	lik	livé¥lik	2
livénylik	livényezik	ünk	livénylünk	livényezünk	livé¥	lik	livé¥lik	2
vólonylik	vólonyozik	nek	vólonylanak	vólonyoznak	vólo¥	lik	vólo¥lik	2
vólonylik	vólonyozik	tek	vólonylotok	vólonyoztok	vólo¥	lik	vólo¥lik	2
vólonylik	vólonyozik	ünk	vólonylunk	vólonyozunk	vólo¥	lik	vólo¥lik	2
néleslik	nélesezik	nek	néleslenek	néleseznek	néles	lik	néleslik	2
néleslik	nélesezik	tek	nélesletek	néleseztek	néles	lik	néleslik	2
néleslik	nélesezik	ünk	néleslünk	nélesezünk	néles	lik	néleslik	2
bregzik	bregezik	nek	bregzenek	bregeznek	breg	zik	bregzik	1
bregzik	bregezik	tek	bregzetek	bregeztek	breg	zik	bregzik	1
bregzik	bregezik	ünk	bregzünk	bregezünk	breg	zik	bregzik	1
mübzik	mübözik	nek	mübzenek	müböznek	müb	zik	mübzik	1
mübzik	mübözik	tek	mübzötök	müböztök	müb	zik	mübzik	1
mübzik	mübözik	ünk	mübzünk	mübözünk	müb	zik	mübzik	1
szinylik	szinyozik	nek	szinylanak	szinyoznak	ßi¥	lik	ßi¥lik	1
szinylik	szinyozik	tek	szinylotok	szinyoztok	ßi¥	lik	ßi¥lik	1
szinylik	szinyozik	ünk	szinylunk	szinyozunk	ßi¥	lik	ßi¥lik	1
frálapszik	frálapodik	nek	frálapszanak	frálapodnak	frálap	ßik	frálapßik	2
frálapszik	frálapodik	tek	frálapszotok	frálapodtok	frálap	ßik	frálapßik	2
frálapszik	frálapodik	ünk	frálapszunk	frálapodunk	frálap	ßik	frálapßik	2
mivakszik	mivakodik	nek	mivakszanak	mivakodnak	mivak	ßik	mivakßik	2
mivakszik	mivakodik	tek	mivakszotok	mivakodtok	mivak	ßik	mivakßik	2
mivakszik	mivakodik	ünk	mivakszunk	mivakodunk	mivak	ßik	mivakßik	2
briváglik	brivágozik	nek	briváglanak	brivágoznak	brivág	lik	briváglik	2
briváglik	brivágozik	tek	briváglotok	brivágoztok	brivág	lik	briváglik	2
briváglik	brivágozik	ünk	briváglunk	brivágozunk	brivág	lik	briváglik	2
frízlik	frízozik	nek	frízlanak	frízoznak	fríz	lik	frízlik	1
frízlik	frízozik	tek	frízlotok	frízoztok	fríz	lik	frízlik	1
frízlik	frízozik	ünk	frízlunk	frízozunk	fríz	lik	frízlik	1
báramlik	báramozik	nek	báramlanak	báramoznak	báram	lik	báramlik	2
báramlik	báramozik	tek	báramlotok	báramoztok	báram	lik	báramlik	2
báramlik	báramozik	ünk	báramlunk	báramozunk	báram	lik	báramlik	2
vüszlik	vüszözik	nek	vüszlenek	vüszöznek	vüß	lik	vüßlik	1
vüszlik	vüszözik	tek	vüszlötök	vüszöztök	vüß	lik	vüßlik	1
vüszlik	vüszözik	ünk	vüszlünk	vüszözünk	vüß	lik	vüßlik	1
tribejlik	tribejezik	nek	tribejlenek	tribejeznek	tribej	lik	tribejlik	2
tribejlik	tribejezik	tek	tribejletek	tribejeztek	tribej	lik	tribejlik	2
tribejlik	tribejezik	ünk	tribejlünk	tribejezünk	tribej	lik	tribejlik	2
klarzik	klarozik	nek	klarzanak	klaroznak	klar	zik	klarzik	1
klarzik	klarozik	tek	klarzotok	klaroztok	klar	zik	klarzik	1
klarzik	klarozik	ünk	klarzunk	klarozunk	klar	zik	klarzik	1
nyáraglik	nyáragozik	nek	nyáraglanak	nyáragoznak	¥árag	lik	¥áraglik	2
nyáraglik	nyáragozik	tek	nyáraglotok	nyáragoztok	¥árag	lik	¥áraglik	2
nyáraglik	nyáragozik	ünk	nyáraglunk	nyáragozunk	¥árag	lik	¥áraglik	2
pliraslik	plirasozik	nek	pliraslanak	plirasoznak	pliras	lik	pliraslik	2
pliraslik	plirasozik	tek	pliraslotok	plirasoztok	pliras	lik	pliraslik	2
pliraslik	plirasozik	ünk	pliraslunk	plirasozunk	pliras	lik	pliraslik	2
bratáglik	bratágozik	nek	bratáglanak	bratágoznak	bratág	lik	bratáglik	2
bratáglik	bratágozik	tek	bratáglotok	bratágoztok	bratág	lik	bratáglik	2
bratáglik	bratágozik	ünk	bratáglunk	bratágozunk	bratág	lik	bratáglik	2
klihaslik	klihasozik	nek	klihaslanak	klihasoznak	klihas	lik	klihaslik	2
klihaslik	klihasozik	tek	klihaslotok	klihasoztok	klihas	lik	klihaslik	2
