tr	prompt	vowel_e	suffix_back	suffix_front	target_front	target_back
kazelt	kazelt	TRUE	ban	ben	kazeltben	kazeltban
kazelt	kazelt	TRUE	nak	nek	kazeltnek	kazeltnak
kazelt	kazelt	TRUE	nál	nél	kazeltnél	kazeltnál
sojlév	sojlév	FALSE	ban	ben	sojlévben	sojlévban
sojlév	sojlév	FALSE	nak	nek	sojlévnek	sojlévnak
sojlév	sojlév	FALSE	nál	nél	sojlévnél	sojlévnál
sindéj	sindéj	FALSE	ban	ben	sindéjben	sindéjban
sindéj	sindéj	FALSE	nak	nek	sindéjnek	sindéjnak
sindéj	sindéj	FALSE	nál	nél	sindéjnél	sindéjnál
zintér	zintér	FALSE	ban	ben	zintérben	zintérban
zintér	zintér	FALSE	nak	nek	zintérnek	zintérnak
zintér	zintér	FALSE	nál	nél	zintérnél	zintérnál
hadeß	hadesz	TRUE	ban	ben	hadeszben	hadeszban
hadeß	hadesz	TRUE	nak	nek	hadesznek	hadesznak
hadeß	hadesz	TRUE	nál	nél	hadesznél	hadesznál
klotén	klotén	FALSE	ban	ben	kloténben	kloténban
klotén	klotén	FALSE	nak	nek	kloténnek	kloténnak
klotén	klotén	FALSE	nál	nél	kloténnél	kloténnál
jarenc	jarenc	TRUE	ban	ben	jarencben	jarencban
jarenc	jarenc	TRUE	nak	nek	jarencnek	jarencnak
jarenc	jarenc	TRUE	nál	nél	jarencnél	jarencnál
tupék	tupék	FALSE	ban	ben	tupékben	tupékban
tupék	tupék	FALSE	nak	nek	tupéknek	tupéknak
tupék	tupék	FALSE	nál	nél	tupéknél	tupéknál
kliçéz	klicséz	FALSE	ban	ben	klicsézben	klicsézban
kliçéz	klicséz	FALSE	nak	nek	klicséznek	klicséznak
kliçéz	klicséz	FALSE	nál	nél	klicséznél	klicséznál
baßtem	basztem	TRUE	ban	ben	basztemben	basztemban
baßtem	basztem	TRUE	nak	nek	basztemnek	basztemnak
baßtem	basztem	TRUE	nál	nél	basztemnél	basztemnál
vißkét	viszkét	FALSE	ban	ben	viszkétben	viszkétban
vißkét	viszkét	FALSE	nak	nek	viszkétnek	viszkétnak
vißkét	viszkét	FALSE	nál	nél	viszkétnél	viszkétnál
spindéz	spindéz	FALSE	ban	ben	spindézben	spindézban
spindéz	spindéz	FALSE	nak	nek	spindéznek	spindéznak
spindéz	spindéz	FALSE	nál	nél	spindéznél	spindéznál
¥apßég	nyapszég	FALSE	ban	ben	nyapszégben	nyapszégban
¥apßég	nyapszég	FALSE	nak	nek	nyapszégnek	nyapszégnak
¥apßég	nyapszég	FALSE	nál	nél	nyapszégnél	nyapszégnál
kliped	kliped	TRUE	ban	ben	klipedben	klipedban
kliped	kliped	TRUE	nak	nek	klipednek	klipednak
kliped	kliped	TRUE	nál	nél	klipednél	klipednál
láje©	lájegy	TRUE	ban	ben	lájegyben	lájegyban
láje©	lájegy	TRUE	nak	nek	lájegynek	lájegynak
láje©	lájegy	TRUE	nál	nél	lájegynél	lájegynál
póhent	póhent	TRUE	ban	ben	póhentben	póhentban
póhent	póhent	TRUE	nak	nek	póhentnek	póhentnak
póhent	póhent	TRUE	nál	nél	póhentnél	póhentnál
jótenc	jótenc	TRUE	ban	ben	jótencben	jótencban
jótenc	jótenc	TRUE	nak	nek	jótencnek	jótencnak
jótenc	jótenc	TRUE	nál	nél	jótencnél	jótencnál
haze¬	hazely	TRUE	ban	ben	hazelyben	hazelyban
haze¬	hazely	TRUE	nak	nek	hazelynek	hazelynak
haze¬	hazely	TRUE	nál	nél	hazelynél	hazelynál
brájens	brájens	TRUE	ban	ben	brájensben	brájensban
brájens	brájens	TRUE	nak	nek	brájensnek	brájensnak
brájens	brájens	TRUE	nál	nél	brájensnél	brájensnál
fajre©	fajregy	TRUE	ban	ben	fajregyben	fajregyban
fajre©	fajregy	TRUE	nak	nek	fajregynek	fajregynak
fajre©	fajregy	TRUE	nál	nél	fajregynél	fajregynál
spótec	spótec	TRUE	ban	ben	spótecben	spótecban
spótec	spótec	TRUE	nak	nek	spótecnek	spótecnak
spótec	spótec	TRUE	nál	nél	spótecnél	spótecnál
¥ítem	nyítem	TRUE	ban	ben	nyítemben	nyítemban
¥ítem	nyítem	TRUE	nak	nek	nyítemnek	nyítemnak
¥ítem	nyítem	TRUE	nál	nél	nyítemnél	nyítemnál
klipenc	klipenc	TRUE	ban	ben	klipencben	klipencban
klipenc	klipenc	TRUE	nak	nek	klipencnek	klipencnak
klipenc	klipenc	TRUE	nál	nél	klipencnél	klipencnál
¥ábét	nyábét	FALSE	ban	ben	nyábétben	nyábétban
¥ábét	nyábét	FALSE	nak	nek	nyábétnek	nyábétnak
¥ábét	nyábét	FALSE	nál	nél	nyábétnél	nyábétnál
píßlec	píszlec	TRUE	ban	ben	píszlecben	píszlecban
píßlec	píszlec	TRUE	nak	nek	píszlecnek	píszlecnak
píßlec	píszlec	TRUE	nál	nél	píszlecnél	píszlecnál
jorzég	jorzég	FALSE	ban	ben	jorzégben	jorzégban
jorzég	jorzég	FALSE	nak	nek	jorzégnek	jorzégnak
jorzég	jorzég	FALSE	nál	nél	jorzégnél	jorzégnál
dajreg	dajreg	TRUE	ban	ben	dajregben	dajregban
dajreg	dajreg	TRUE	nak	nek	dajregnek	dajregnak
dajreg	dajreg	TRUE	nál	nél	dajregnél	dajregnál
rágéj	rágéj	FALSE	ban	ben	rágéjben	rágéjban
rágéj	rágéj	FALSE	nak	nek	rágéjnek	rágéjnak
rágéj	rágéj	FALSE	nál	nél	rágéjnél	rágéjnál
bikßél	bikszél	FALSE	ban	ben	bikszélben	bikszélban
bikßél	bikszél	FALSE	nak	nek	bikszélnek	bikszélnak
bikßél	bikszél	FALSE	nál	nél	bikszélnél	bikszélnál
çáték	csáték	FALSE	ban	ben	csátékben	csátékban
çáték	csáték	FALSE	nak	nek	csátéknek	csátéknak
çáték	csáték	FALSE	nál	nél	csátéknél	csátéknál
jurdent	jurdent	TRUE	ban	ben	jurdentben	jurdentban
jurdent	jurdent	TRUE	nak	nek	jurdentnek	jurdentnak
jurdent	jurdent	TRUE	nál	nél	jurdentnél	jurdentnál
biceß	bicesz	TRUE	ban	ben	biceszben	biceszban
biceß	bicesz	TRUE	nak	nek	bicesznek	bicesznak
biceß	bicesz	TRUE	nál	nél	bicesznél	bicesznál
bupe¬	bupely	TRUE	ban	ben	bupelyben	bupelyban
bupe¬	bupely	TRUE	nak	nek	bupelynek	bupelynak
bupe¬	bupely	TRUE	nál	nél	bupelynél	bupelynál
sár¥ét	sárnyét	FALSE	ban	ben	sárnyétben	sárnyétban
sár¥ét	sárnyét	FALSE	nak	nek	sárnyétnek	sárnyétnak
sár¥ét	sárnyét	FALSE	nál	nél	sárnyétnél	sárnyétnál
ginçéz	gincséz	FALSE	ban	ben	gincsézben	gincsézban
ginçéz	gincséz	FALSE	nak	nek	gincséznek	gincséznak
ginçéz	gincséz	FALSE	nál	nél	gincséznél	gincséznál
klamper	klamper	TRUE	ban	ben	klamperben	klamperban
klamper	klamper	TRUE	nak	nek	klampernek	klampernak
klamper	klamper	TRUE	nál	nél	klampernél	klampernál
karteg	karteg	TRUE	ban	ben	kartegben	kartegban
karteg	karteg	TRUE	nak	nek	kartegnek	kartegnak
karteg	karteg	TRUE	nál	nél	kartegnél	kartegnál
vaßé¬	vaszély	FALSE	ban	ben	vaszélyben	vaszélyban
vaßé¬	vaszély	FALSE	nak	nek	vaszélynek	vaszélynak
vaßé¬	vaszély	FALSE	nál	nél	vaszélynél	vaszélynál
zaper	zaper	TRUE	ban	ben	zaperben	zaperban
zaper	zaper	TRUE	nak	nek	zapernek	zapernak
zaper	zaper	TRUE	nál	nél	zapernél	zapernál
vikßec	vikszec	TRUE	ban	ben	vikszecben	vikszecban
vikßec	vikszec	TRUE	nak	nek	vikszecnek	vikszecnak
vikßec	vikszec	TRUE	nál	nél	vikszecnél	vikszecnál
rúdelt	rúdelt	TRUE	ban	ben	rúdeltben	rúdeltban
rúdelt	rúdelt	TRUE	nak	nek	rúdeltnek	rúdeltnak
rúdelt	rúdelt	TRUE	nál	nél	rúdeltnél	rúdeltnál
hiden	hiden	TRUE	ban	ben	hidenben	hidenban
hiden	hiden	TRUE	nak	nek	hidennek	hidennak
hiden	hiden	TRUE	nál	nél	hidennél	hidennál
zatéj	zatéj	FALSE	ban	ben	zatéjben	zatéjban
zatéj	zatéj	FALSE	nak	nek	zatéjnek	zatéjnak
zatéj	zatéj	FALSE	nál	nél	zatéjnél	zatéjnál
nájet	nájet	TRUE	ban	ben	nájetben	nájetban
nájet	nájet	TRUE	nak	nek	nájetnek	nájetnak
nájet	nájet	TRUE	nál	nél	nájetnél	nájetnál
mazek	mazek	TRUE	ban	ben	mazekben	mazekban
mazek	mazek	TRUE	nak	nek	mazeknek	mazeknak
mazek	mazek	TRUE	nál	nél	mazeknél	mazeknál
tumé¬	tumély	FALSE	ban	ben	tumélyben	tumélyban
tumé¬	tumély	FALSE	nak	nek	tumélynek	tumélynak
tumé¬	tumély	FALSE	nál	nél	tumélynél	tumélynál
tincéß	tincész	FALSE	ban	ben	tincészben	tincészban
tincéß	tincész	FALSE	nak	nek	tincésznek	tincésznak
tincéß	tincész	FALSE	nál	nél	tincésznél	tincésznál
sinkép	sinkép	FALSE	ban	ben	sinképben	sinképban
sinkép	sinkép	FALSE	nak	nek	sinképnek	sinképnak
sinkép	sinkép	FALSE	nál	nél	sinképnél	sinképnál
fojle©	fojlegy	TRUE	ban	ben	fojlegyben	fojlegyban
fojle©	fojlegy	TRUE	nak	nek	fojlegynek	fojlegynak
fojle©	fojlegy	TRUE	nál	nél	fojlegynél	fojlegynál
kódens	kódens	TRUE	ban	ben	kódensben	kódensban
kódens	kódens	TRUE	nak	nek	kódensnek	kódensnak
kódens	kódens	TRUE	nál	nél	kódensnél	kódensnál
furnép	furnép	FALSE	ban	ben	furnépben	furnépban
furnép	furnép	FALSE	nak	nek	furnépnek	furnépnak
furnép	furnép	FALSE	nál	nél	furnépnél	furnépnál
riveßt	riveszt	TRUE	ban	ben	rivesztben	rivesztban
riveßt	riveszt	TRUE	nak	nek	rivesztnek	rivesztnak
riveßt	riveszt	TRUE	nál	nél	rivesztnél	rivesztnál
priség	priség	FALSE	ban	ben	priségben	priségban
priség	priség	FALSE	nak	nek	priségnek	priségnak
priség	priség	FALSE	nál	nél	priségnél	priségnál
kinder	kinder	TRUE	ban	ben	kinderben	kinderban
kinder	kinder	TRUE	nak	nek	kindernek	kindernak
kinder	kinder	TRUE	nál	nél	kindernél	kindernál
rojlend	rojlend	TRUE	ban	ben	rojlendben	rojlendban
rojlend	rojlend	TRUE	nak	nek	rojlendnek	rojlendnak
rojlend	rojlend	TRUE	nál	nél	rojlendnél	rojlendnál
trigenc	trigenc	TRUE	ban	ben	trigencben	trigencban
trigenc	trigenc	TRUE	nak	nek	trigencnek	trigencnak
trigenc	trigenc	TRUE	nál	nél	trigencnél	trigencnál
klágeß	klágesz	TRUE	ban	ben	klágeszben	klágeszban
klágeß	klágesz	TRUE	nak	nek	klágesznek	klágesznak
klágeß	klágesz	TRUE	nál	nél	klágesznél	klágesznál
sarték	sarték	FALSE	ban	ben	sartékben	sartékban
sarték	sarték	FALSE	nak	nek	sartéknek	sartéknak
sarték	sarték	FALSE	nál	nél	sartéknél	sartéknál
klorzév	klorzév	FALSE	ban	ben	klorzévben	klorzévban
klorzév	klorzév	FALSE	nak	nek	klorzévnek	klorzévnak
klorzév	klorzév	FALSE	nál	nél	klorzévnél	klorzévnál
braßenc	braszenc	TRUE	ban	ben	braszencben	braszencban
braßenc	braszenc	TRUE	nak	nek	braszencnek	braszencnak
braßenc	braszenc	TRUE	nál	nél	braszencnél	braszencnál
gacéß	gacész	FALSE	ban	ben	gacészben	gacészban
gacéß	gacész	FALSE	nak	nek	gacésznek	gacésznak
gacéß	gacész	FALSE	nál	nél	gacésznél	gacésznál
tapßék	tapszék	FALSE	ban	ben	tapszékben	tapszékban
tapßék	tapszék	FALSE	nak	nek	tapszéknek	tapszéknak
tapßék	tapszék	FALSE	nál	nél	tapszéknél	tapszéknál
tivenc	tivenc	TRUE	ban	ben	tivencben	tivencban
tivenc	tivenc	TRUE	nak	nek	tivencnek	tivencnak
tivenc	tivenc	TRUE	nál	nél	tivencnél	tivencnál
çigem	csigem	TRUE	ban	ben	csigemben	csigemban
çigem	csigem	TRUE	nak	nek	csigemnek	csigemnak
çigem	csigem	TRUE	nál	nél	csigemnél	csigemnál
pralted	pralted	TRUE	ban	ben	praltedben	praltedban
pralted	pralted	TRUE	nak	nek	praltednek	praltednak
pralted	pralted	TRUE	nál	nél	praltednél	praltednál
Ωopeg	zsopeg	TRUE	ban	ben	zsopegben	zsopegban
Ωopeg	zsopeg	TRUE	nak	nek	zsopegnek	zsopegnak
Ωopeg	zsopeg	TRUE	nál	nél	zsopegnél	zsopegnál
hívenc	hívenc	TRUE	ban	ben	hívencben	hívencban
hívenc	hívenc	TRUE	nak	nek	hívencnek	hívencnak
hívenc	hívenc	TRUE	nál	nél	hívencnél	hívencnál
sarhéj	sarhéj	FALSE	ban	ben	sarhéjben	sarhéjban
sarhéj	sarhéj	FALSE	nak	nek	sarhéjnek	sarhéjnak
sarhéj	sarhéj	FALSE	nál	nél	sarhéjnél	sarhéjnál
pravens	pravens	TRUE	ban	ben	pravensben	pravensban
pravens	pravens	TRUE	nak	nek	pravensnek	pravensnak
pravens	pravens	TRUE	nál	nél	pravensnél	pravensnál
dinçét	dincsét	FALSE	ban	ben	dincsétben	dincsétban
dinçét	dincsét	FALSE	nak	nek	dincsétnek	dincsétnak
dinçét	dincsét	FALSE	nál	nél	dincsétnél	dincsétnál
koset	koset	TRUE	ban	ben	kosetben	kosetban
koset	koset	TRUE	nak	nek	kosetnek	kosetnak
koset	koset	TRUE	nál	nél	kosetnél	kosetnál
mukéj	mukéj	FALSE	ban	ben	mukéjben	mukéjban
mukéj	mukéj	FALSE	nak	nek	mukéjnek	mukéjnak
mukéj	mukéj	FALSE	nál	nél	mukéjnél	mukéjnál
harte©	hartegy	TRUE	ban	ben	hartegyben	hartegyban
harte©	hartegy	TRUE	nak	nek	hartegynek	hartegynak
harte©	hartegy	TRUE	nál	nél	hartegynél	hartegynál
íkeg	íkeg	TRUE	ban	ben	íkegben	íkegban
íkeg	íkeg	TRUE	nak	nek	íkegnek	íkegnak
íkeg	íkeg	TRUE	nál	nél	íkegnél	íkegnál
jíme¬	jímely	TRUE	ban	ben	jímelyben	jímelyban
jíme¬	jímely	TRUE	nak	nek	jímelynek	jímelynak
jíme¬	jímely	TRUE	nál	nél	jímelynél	jímelynál
dojlent	dojlent	TRUE	ban	ben	dojlentben	dojlentban
dojlent	dojlent	TRUE	nak	nek	dojlentnek	dojlentnak
dojlent	dojlent	TRUE	nál	nél	dojlentnél	dojlentnál
vodec	vodec	TRUE	ban	ben	vodecben	vodecban
vodec	vodec	TRUE	nak	nek	vodecnek	vodecnak
vodec	vodec	TRUE	nál	nél	vodecnél	vodecnál
dorßé¥	dorszény	FALSE	ban	ben	dorszényben	dorszényban
dorßé¥	dorszény	FALSE	nak	nek	dorszénynek	dorszénynak
dorßé¥	dorszény	FALSE	nál	nél	dorszénynél	dorszénynál
¥upér	nyupér	FALSE	ban	ben	nyupérben	nyupérban
¥upér	nyupér	FALSE	nak	nek	nyupérnek	nyupérnak
¥upér	nyupér	FALSE	nál	nél	nyupérnél	nyupérnál
kapé¥	kapény	FALSE	ban	ben	kapényben	kapényban
kapé¥	kapény	FALSE	nak	nek	kapénynek	kapénynak
kapé¥	kapény	FALSE	nál	nél	kapénynél	kapénynál
¥ágép	nyágép	FALSE	ban	ben	nyágépben	nyágépban
¥ágép	nyágép	FALSE	nak	nek	nyágépnek	nyágépnak
¥ágép	nyágép	FALSE	nál	nél	nyágépnél	nyágépnál
vublet	vublet	TRUE	ban	ben	vubletben	vubletban
vublet	vublet	TRUE	nak	nek	vubletnek	vubletnak
vublet	vublet	TRUE	nál	nél	vubletnél	vubletnál
spumé¥	spumény	FALSE	ban	ben	spuményben	spuményban
spumé¥	spumény	FALSE	nak	nek	spuménynek	spuménynak
spumé¥	spumény	FALSE	nál	nél	spuménynél	spuménynál
¥aléz	nyaléz	FALSE	ban	ben	nyalézben	nyalézban
¥aléz	nyaléz	FALSE	nak	nek	nyaléznek	nyaléznak
¥aléz	nyaléz	FALSE	nál	nél	nyaléznél	nyaléznál
vóles	vóles	TRUE	ban	ben	vólesben	vólesban
vóles	vóles	TRUE	nak	nek	vólesnek	vólesnak
vóles	vóles	TRUE	nál	nél	vólesnél	vólesnál
briskéd	briskéd	FALSE	ban	ben	briskédben	briskédban
briskéd	briskéd	FALSE	nak	nek	briskédnek	briskédnak
briskéd	briskéd	FALSE	nál	nél	briskédnél	briskédnál
mánél	mánél	FALSE	ban	ben	mánélben	mánélban
mánél	mánél	FALSE	nak	nek	mánélnek	mánélnak
mánél	mánél	FALSE	nál	nél	mánélnél	mánélnál
bintes	bintes	TRUE	ban	ben	bintesben	bintesban
bintes	bintes	TRUE	nak	nek	bintesnek	bintesnak
bintes	bintes	TRUE	nál	nél	bintesnél	bintesnál
çá©ér	cságyér	FALSE	ban	ben	cságyérben	cságyérban
çá©ér	cságyér	FALSE	nak	nek	cságyérnek	cságyérnak
çá©ér	cságyér	FALSE	nál	nél	cságyérnél	cságyérnál
¥azec	nyazec	TRUE	ban	ben	nyazecben	nyazecban
¥azec	nyazec	TRUE	nak	nek	nyazecnek	nyazecnak
¥azec	nyazec	TRUE	nál	nél	nyazecnél	nyazecnál
rapßek	rapszek	TRUE	ban	ben	rapszekben	rapszekban
rapßek	rapszek	TRUE	nak	nek	rapszeknek	rapszeknak
rapßek	rapszek	TRUE	nál	nél	rapszeknél	rapszeknál
¥alhév	nyalhév	FALSE	ban	ben	nyalhévben	nyalhévban
¥alhév	nyalhév	FALSE	nak	nek	nyalhévnek	nyalhévnak
¥alhév	nyalhév	FALSE	nál	nél	nyalhévnél	nyalhévnál
kábél	kábél	FALSE	ban	ben	kábélben	kábélban
kábél	kábél	FALSE	nak	nek	kábélnek	kábélnak
kábél	kábél	FALSE	nál	nél	kábélnél	kábélnál
dorzéj	dorzéj	FALSE	ban	ben	dorzéjben	dorzéjban
dorzéj	dorzéj	FALSE	nak	nek	dorzéjnek	dorzéjnak
dorzéj	dorzéj	FALSE	nál	nél	dorzéjnél	dorzéjnál
incéj	incéj	FALSE	ban	ben	incéjben	incéjban
incéj	incéj	FALSE	nak	nek	incéjnek	incéjnak
incéj	incéj	FALSE	nál	nél	incéjnél	incéjnál
kábeß	kábesz	TRUE	ban	ben	kábeszben	kábeszban
kábeß	kábesz	TRUE	nak	nek	kábesznek	kábesznak
kábeß	kábesz	TRUE	nál	nél	kábesznél	kábesznál
dihe¬	dihely	TRUE	ban	ben	dihelyben	dihelyban
dihe¬	dihely	TRUE	nak	nek	dihelynek	dihelynak
dihe¬	dihely	TRUE	nál	nél	dihelynél	dihelynál
ki¬ép	kilyép	FALSE	ban	ben	kilyépben	kilyépban
ki¬ép	kilyép	FALSE	nak	nek	kilyépnek	kilyépnak
ki¬ép	kilyép	FALSE	nál	nél	kilyépnél	kilyépnál
páber	páber	TRUE	ban	ben	páberben	páberban
páber	páber	TRUE	nak	nek	pábernek	pábernak
páber	páber	TRUE	nál	nél	pábernél	pábernál
çimél	csimél	FALSE	ban	ben	csimélben	csimélban
çimél	csimél	FALSE	nak	nek	csimélnek	csimélnak
çimél	csimél	FALSE	nál	nél	csimélnél	csimélnál
morzél	morzél	FALSE	ban	ben	morzélben	morzélban
morzél	morzél	FALSE	nak	nek	morzélnek	morzélnak
morzél	morzél	FALSE	nál	nél	morzélnél	morzélnál
ißé¬	iszély	FALSE	ban	ben	iszélyben	iszélyban
ißé¬	iszély	FALSE	nak	nek	iszélynek	iszélynak
ißé¬	iszély	FALSE	nál	nél	iszélynél	iszélynál
sporzem	sporzem	TRUE	ban	ben	sporzemben	sporzemban
sporzem	sporzem	TRUE	nak	nek	sporzemnek	sporzemnak
sporzem	sporzem	TRUE	nál	nél	sporzemnél	sporzemnál
bralkép	bralkép	FALSE	ban	ben	bralképben	bralképban
bralkép	bralkép	FALSE	nak	nek	bralképnek	bralképnak
bralkép	bralkép	FALSE	nál	nél	bralképnél	bralképnál
fájéz	fájéz	FALSE	ban	ben	fájézben	fájézban
fájéz	fájéz	FALSE	nak	nek	fájéznek	fájéznak
fájéz	fájéz	FALSE	nál	nél	fájéznél	fájéznál
kluhéj	kluhéj	FALSE	ban	ben	kluhéjben	kluhéjban
kluhéj	kluhéj	FALSE	nak	nek	kluhéjnek	kluhéjnak
kluhéj	kluhéj	FALSE	nál	nél	kluhéjnél	kluhéjnál
bár¥eß	bárnyesz	TRUE	ban	ben	bárnyeszben	bárnyeszban
bár¥eß	bárnyesz	TRUE	nak	nek	bárnyesznek	bárnyesznak
bár¥eß	bárnyesz	TRUE	nál	nél	bárnyesznél	bárnyesznál
klicéd	klicéd	FALSE	ban	ben	klicédben	klicédban
klicéd	klicéd	FALSE	nak	nek	klicédnek	klicédnak
klicéd	klicéd	FALSE	nál	nél	klicédnél	klicédnál
nikert	nikert	TRUE	ban	ben	nikertben	nikertban
nikert	nikert	TRUE	nak	nek	nikertnek	nikertnak
nikert	nikert	TRUE	nál	nél	nikertnél	nikertnál
ßater	szater	TRUE	ban	ben	szaterben	szaterban
ßater	szater	TRUE	nak	nek	szaternek	szaternak
ßater	szater	TRUE	nál	nél	szaternél	szaternál
tordel	tordel	TRUE	ban	ben	tordelben	tordelban
tordel	tordel	TRUE	nak	nek	tordelnek	tordelnak
tordel	tordel	TRUE	nál	nél	tordelnél	tordelnál
finég	finég	FALSE	ban	ben	finégben	finégban
finég	finég	FALSE	nak	nek	finégnek	finégnak
finég	finég	FALSE	nál	nél	finégnél	finégnál
dóbem	dóbem	TRUE	ban	ben	dóbemben	dóbemban
dóbem	dóbem	TRUE	nak	nek	dóbemnek	dóbemnak
dóbem	dóbem	TRUE	nál	nél	dóbemnél	dóbemnál
zókelt	zókelt	TRUE	ban	ben	zókeltben	zókeltban
zókelt	zókelt	TRUE	nak	nek	zókeltnek	zókeltnak
zókelt	zókelt	TRUE	nál	nél	zókeltnél	zókeltnál
bátem	bátem	TRUE	ban	ben	bátemben	bátemban
bátem	bátem	TRUE	nak	nek	bátemnek	bátemnak
bátem	bátem	TRUE	nál	nél	bátemnél	bátemnál
sarcél	sarcél	FALSE	ban	ben	sarcélben	sarcélban
sarcél	sarcél	FALSE	nak	nek	sarcélnek	sarcélnak
sarcél	sarcél	FALSE	nál	nél	sarcélnél	sarcélnál
fißte¬	fisztely	TRUE	ban	ben	fisztelyben	fisztelyban
fißte¬	fisztely	TRUE	nak	nek	fisztelynek	fisztelynak
fißte¬	fisztely	TRUE	nál	nél	fisztelynél	fisztelynál
hóbens	hóbens	TRUE	ban	ben	hóbensben	hóbensban
hóbens	hóbens	TRUE	nak	nek	hóbensnek	hóbensnak
hóbens	hóbens	TRUE	nál	nél	hóbensnél	hóbensnál
pralféj	pralféj	FALSE	ban	ben	pralféjben	pralféjban
pralféj	pralféj	FALSE	nak	nek	pralféjnek	pralféjnak
pralféj	pralféj	FALSE	nál	nél	pralféjnél	pralféjnál
pródeßt	pródeszt	TRUE	ban	ben	pródesztben	pródesztban
pródeßt	pródeszt	TRUE	nak	nek	pródesztnek	pródesztnak
pródeßt	pródeszt	TRUE	nál	nél	pródesztnél	pródesztnál
bralkenc	bralkenc	TRUE	ban	ben	bralkencben	bralkencban
bralkenc	bralkenc	TRUE	nak	nek	bralkencnek	bralkencnak
bralkenc	bralkenc	TRUE	nál	nél	bralkencnél	bralkencnál
tramég	tramég	FALSE	ban	ben	tramégben	tramégban
tramég	tramég	FALSE	nak	nek	tramégnek	tramégnak
tramég	tramég	FALSE	nál	nél	tramégnél	tramégnál
Ωádév	zsádév	FALSE	ban	ben	zsádévben	zsádévban
Ωádév	zsádév	FALSE	nak	nek	zsádévnek	zsádévnak
Ωádév	zsádév	FALSE	nál	nél	zsádévnél	zsádévnál
hosét	hosét	FALSE	ban	ben	hosétben	hosétban
hosét	hosét	FALSE	nak	nek	hosétnek	hosétnak
hosét	hosét	FALSE	nál	nél	hosétnél	hosétnál
galfec	galfec	TRUE	ban	ben	galfecben	galfecban
galfec	galfec	TRUE	nak	nek	galfecnek	galfecnak
galfec	galfec	TRUE	nál	nél	galfecnél	galfecnál
brotes	brotes	TRUE	ban	ben	brotesben	brotesban
brotes	brotes	TRUE	nak	nek	brotesnek	brotesnak
brotes	brotes	TRUE	nál	nél	brotesnél	brotesnál
rólet	rólet	TRUE	ban	ben	róletben	róletban
rólet	rólet	TRUE	nak	nek	róletnek	róletnak
rólet	rólet	TRUE	nál	nél	róletnél	róletnál
muhép	muhép	FALSE	ban	ben	muhépben	muhépban
muhép	muhép	FALSE	nak	nek	muhépnek	muhépnak
muhép	muhép	FALSE	nál	nél	muhépnél	muhépnál
hoteß	hotesz	TRUE	ban	ben	hoteszben	hoteszban
hoteß	hotesz	TRUE	nak	nek	hotesznek	hotesznak
hoteß	hotesz	TRUE	nál	nél	hotesznél	hotesznál
klimér	klimér	FALSE	ban	ben	klimérben	klimérban
klimér	klimér	FALSE	nak	nek	klimérnek	klimérnak
klimér	klimér	FALSE	nál	nél	klimérnél	klimérnál
pibén	pibén	FALSE	ban	ben	pibénben	pibénban
pibén	pibén	FALSE	nak	nek	pibénnek	pibénnak
pibén	pibén	FALSE	nál	nél	pibénnél	pibénnál
midér	midér	FALSE	ban	ben	midérben	midérban
midér	midér	FALSE	nak	nek	midérnek	midérnak
midér	midér	FALSE	nál	nél	midérnél	midérnál
Ωánert	zsánert	TRUE	ban	ben	zsánertben	zsánertban
Ωánert	zsánert	TRUE	nak	nek	zsánertnek	zsánertnak
Ωánert	zsánert	TRUE	nál	nél	zsánertnél	zsánertnál
ßapév	szapév	FALSE	ban	ben	szapévben	szapévban
ßapév	szapév	FALSE	nak	nek	szapévnek	szapévnak
ßapév	szapév	FALSE	nál	nél	szapévnél	szapévnál
hipék	hipék	FALSE	ban	ben	hipékben	hipékban
hipék	hipék	FALSE	nak	nek	hipéknek	hipéknak
hipék	hipék	FALSE	nál	nél	hipéknél	hipéknál
ronvet	ronvet	TRUE	ban	ben	ronvetben	ronvetban
ronvet	ronvet	TRUE	nak	nek	ronvetnek	ronvetnak
ronvet	ronvet	TRUE	nál	nél	ronvetnél	ronvetnál
zunkél	zunkél	FALSE	ban	ben	zunkélben	zunkélban
zunkél	zunkél	FALSE	nak	nek	zunkélnek	zunkélnak
zunkél	zunkél	FALSE	nál	nél	zunkélnél	zunkélnál
klordé¥	klordény	FALSE	ban	ben	klordényben	klordényban
klordé¥	klordény	FALSE	nak	nek	klordénynek	klordénynak
klordé¥	klordény	FALSE	nál	nél	klordénynél	klordénynál
Ωimé¬	zsimély	FALSE	ban	ben	zsimélyben	zsimélyban
Ωimé¬	zsimély	FALSE	nak	nek	zsimélynek	zsimélynak
Ωimé¬	zsimély	FALSE	nál	nél	zsimélynél	zsimélynál
fistenc	fistenc	TRUE	ban	ben	fistencben	fistencban
fistenc	fistenc	TRUE	nak	nek	fistencnek	fistencnak
fistenc	fistenc	TRUE	nál	nél	fistencnél	fistencnál
filén	filén	FALSE	ban	ben	filénben	filénban
filén	filén	FALSE	nak	nek	filénnek	filénnak
filén	filén	FALSE	nál	nél	filénnél	filénnál
tágév	tágév	FALSE	ban	ben	tágévben	tágévban
tágév	tágév	FALSE	nak	nek	tágévnek	tágévnak
tágév	tágév	FALSE	nál	nél	tágévnél	tágévnál
jalré¥	jalrény	FALSE	ban	ben	jalrényben	jalrényban
jalré¥	jalrény	FALSE	nak	nek	jalrénynek	jalrénynak
