word	category	variation	szo
dámázik	cvcik	cselekszenek/cselekednek	dámázik
kúrázik	cvcik	cselekszenek/cselekednek	kúrázik
ßülemlik	ccik	cselekszenek/cselekednek	szülemlik
öklelőzik	cvcik	cselekszenek/cselekednek	öklelőzik
bukdosik	cvcik	cselekszenek/cselekednek	bukdosik
epéskedik	cvcik	cselekszenek/cselekednek	epéskedik
lóbálózik	cvcik	cselekszenek/cselekednek	lóbálózik
¥uláßik	cvcik	cselekszenek/cselekednek	nyulászik
nőßik	cvcik	cselekszenek/cselekednek	nőszik
snóblizik	cvcik	cselekszenek/cselekednek	snóblizik
sokadozik	cvcik	cselekszenek/cselekednek	sokadozik
tintázik	cvcik	cselekszenek/cselekednek	tintázik
toro¥lik	ccik	cselekszenek/cselekednek	toronylik
vénhedik	cvcik	cselekszenek/cselekednek	vénhedik
feslődik	cvcik	cselekszenek/cselekednek	feslődik
fölösödik	cvcik	cselekszenek/cselekednek	fölösödik
lasßózik	cvcik	cselekszenek/cselekednek	lasszózik
ple†ózik	cvcik	cselekszenek/cselekednek	pletyózik
telçizik	cvcik	cselekszenek/cselekednek	telcsizik
ölődik	cvcik	cselekszenek/cselekednek	ölődik
çikózik	cvcik	cselekszenek/cselekednek	csikózik
çőrözik	cvcik	cselekszenek/cselekednek	csőrözik
darázik	cvcik	cselekszenek/cselekednek	darázik
ebédezik	cvcik	cselekszenek/cselekednek	ebédezik
e©kézik	cvcik	cselekszenek/cselekednek	egykézik
jachtozik	cvcik	cselekszenek/cselekednek	jachtozik
lírázik	cvcik	cselekszenek/cselekednek	lírázik
murizik	cvcik	cselekszenek/cselekednek	murizik
valutázik	cvcik	cselekszenek/cselekednek	valutázik
vasutazik	cvcik	cselekszenek/cselekednek	vasutazik
ba†uzik	cvcik	cselekszenek/cselekednek	batyuzik
çurizik	cvcik	cselekszenek/cselekednek	csurizik
çökik	cvcik	cselekszenek/cselekednek	csökik
gombozik	cvcik	cselekszenek/cselekednek	gombozik
paklizik	cvcik	cselekszenek/cselekednek	paklizik
papizik	cvcik	cselekszenek/cselekednek	papizik
polkázik	cvcik	cselekszenek/cselekednek	polkázik
skubizik	cvcik	cselekszenek/cselekednek	skubizik
ágasodik	cvcik	cselekszenek/cselekednek	ágasodik
agaráßik	cvcik	cselekszenek/cselekednek	agarászik
bigézik	cvcik	cselekszenek/cselekednek	bigézik
fűtőzik	cvcik	cselekszenek/cselekednek	fűtőzik
germózik	cvcik	cselekszenek/cselekednek	germózik
híresedik	cvcik	cselekszenek/cselekednek	híresedik
likőrözik	cvcik	cselekszenek/cselekednek	likőrözik
tojózik	cvcik	cselekszenek/cselekednek	tojózik
biflázik	cvcik	cselekszenek/cselekednek	biflázik
©üremlik	ccik	cselekszenek/cselekednek	gyüremlik
hepajozik	cvcik	cselekszenek/cselekednek	hepajozik
igázik	cvcik	cselekszenek/cselekednek	igázik
kirugódik	cvcik	cselekszenek/cselekednek	kirugódik
kuksizik	cvcik	cselekszenek/cselekednek	kuksizik
¥űvődik	cvcik	cselekszenek/cselekednek	nyűvődik
revesedik	cvcik	cselekszenek/cselekednek	revesedik
rákáßik	cvcik	cselekszenek/cselekednek	rákászik
ródlizik	cvcik	cselekszenek/cselekednek	ródlizik
tokásodik	cvcik	cselekszenek/cselekednek	tokásodik
utálkodik	cvcik	cselekszenek/cselekednek	utálkodik
börzézik	cvcik	cselekszenek/cselekednek	börzézik
epréßik	cvcik	cselekszenek/cselekednek	eprészik
hajçizik	cvcik	cselekszenek/cselekednek	hajcsizik
korábbik	ccik	cselekszenek/cselekednek	korábbik
laßtizik	cvcik	cselekszenek/cselekednek	lasztizik
nénózik	cvcik	cselekszenek/cselekednek	nénózik
pe†hüdik	cvcik	cselekszenek/cselekednek	petyhüdik
rühelődik	cvcik	cselekszenek/cselekednek	rühelődik
rühesedik	cvcik	cselekszenek/cselekednek	rühesedik
silózik	cvcik	cselekszenek/cselekednek	silózik
tonik	cvcik	cselekszenek/cselekednek	tonik
aduzik	cvcik	cselekszenek/cselekednek	aduzik
çuklózik	cvcik	cselekszenek/cselekednek	csuklózik
çíkáßik	cvcik	cselekszenek/cselekednek	csíkászik
hatodik	cvcik	cselekszenek/cselekednek	hatodik
indigózik	cvcik	cselekszenek/cselekednek	indigózik
kallózik	cvcik	cselekszenek/cselekednek	kallózik
kövérßik	ccik	cselekszenek/cselekednek	kövérszik
lepkéßik	cvcik	cselekszenek/cselekednek	lepkészik
makizik	cvcik	cselekszenek/cselekednek	makizik
mindenik	cvcik	cselekszenek/cselekednek	mindenik
második	cvcik	cselekszenek/cselekednek	második
métázik	cvcik	cselekszenek/cselekednek	métázik
ne©edik	cvcik	cselekszenek/cselekednek	negyedik
nekik	cvcik	cselekszenek/cselekednek	nekik
palizik	cvcik	cselekszenek/cselekednek	palizik
pincézik	cvcik	cselekszenek/cselekednek	pincézik
pőçik	cvcik	cselekszenek/cselekednek	pőcsik
ri¥ázik	cvcik	cselekszenek/cselekednek	rinyázik
subázik	cvcik	cselekszenek/cselekednek	subázik
trémázik	cvcik	cselekszenek/cselekednek	trémázik
†úkáßik	cvcik	cselekszenek/cselekednek	tyúkászik
tóßtozik	cvcik	cselekszenek/cselekednek	tósztozik
valakik	cvcik	cselekszenek/cselekednek	valakik
vonalazik	cvcik	cselekszenek/cselekednek	vonalazik
