"word";"lemma";"freq";"lemmafreq";"syllable_count";"analysis";"pos";"cv_skeleton"
"táncestre";"táncest";"6";"283";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"tápszerbe";"tápszer";"6";"2193";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"Towerbe";"Tower";"6";"293";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"Towerba";"Tower";"6";"293";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"Turnernek";"Turner";"6";"282";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"vakbélben";"vakbél";"6";"599";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"vasércben";"vasérc";"6";"456";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvcccvc"
"Wawelben";"Wawel";"6";"81";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"zártkertbe";"zártkert";"6";"916";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcccvcccv"
"Zsanettnak";"Zsanett";"6";"808";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvcvcccvc"
"kondérnak";"kondér";"5";"590";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Korvettnek";"korvett";"5";"87";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"Kvartettban";"kvartett";"5";"827";"3";"NOUN<CAS<INE>>";"NOUN";"ccvccvcccvc"
"Tanszékbe";"tanszék";"5";"42194";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"tanszékben";"tanszék";"5";"42194";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"babérnak";"babér";"5";"1739";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"bukfencre";"bukfenc";"5";"986";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"bunkernak";"bunker";"5";"898";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"hadtestre";"hadtest";"5";"1814";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"Honvédnél";"honvéd";"5";"7957";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"kacérnak";"kacér";"5";"847";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"kondérnál";"kondér";"5";"590";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"konvexnek";"konvex";"5";"757";"3";"ADJ<CAS<DAT>>";"ADJ";"cvccvccvc"
"Kukkernek";"kukker";"5";"108";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"lágyékba";"lágyék";"5";"303";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"pasztellben";"pasztell";"5";"872";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvcccvc"
"pótlékba";"pótlék";"5";"16182";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"púdernek";"púder";"5";"611";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"tárgyévnek";"tárgyév";"5";"8466";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"totemre";"totem";"5";"380";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"zsanérra";"zsanér";"5";"235";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"Bázelba";"Bázel";"5";"313";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"bojlerbe";"bojler";"5";"506";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"bokszmeccsbe";"bokszmeccs";"5";"121";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcccvcccv"
"Bubernek";"Buber";"5";"164";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"burleszkre";"burleszk";"5";"323";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"csapszéknek";"csapszék";"5";"213";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"csapszegre";"csapszeg";"5";"208";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"flaszternak";"flaszter";"5";"292";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvccvc"
"fogbélbe";"fogbél";"5";"48";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"Gallenbe";"Gallen";"5";"62";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"ganéjban";"ganéj";"5";"121";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"gúnynévre";"gúnynév";"5";"344";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Gundelban";"Gundel";"5";"472";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"gyógyszerbe";"gyógyszer";"5";"46108";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"hangrésre";"hangrés";"5";"70";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcccvccv"
"hangrendben";"hangrend";"5";"55";"3";"NOUN<CAS<INE>>";"NOUN";"cvcccvcccvc"
"hangnemnél";"hangnem";"5";"5591";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcccvccvc"
"hangképnek";"hangkép";"5";"294";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvccvc"
"Harlembe";"Harlem";"5";"149";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"harcrendnek";"harcrend";"5";"229";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvcccvc"
"házrészbe";"házrész";"5";"594";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"holdfénynek";"holdfény";"5";"1150";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvccvc"
"Holmesra";"Holmes";"5";"510";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"jassznyelvben";"jassznyelv";"5";"25";"3";"NOUN<CAS<INE>>";"NOUN";"cvcccvcccvc"
"jobblétnek";"jobblét";"5";"238";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvccvc"
"kábelra";"kábel";"5";"10094";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"karcerbe";"karcer";"5";"41";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"karcerban";"karcer";"5";"41";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"Kázmérra";"Kázmér";"5";"1238";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"kondérra";"kondér";"5";"590";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"krapeknak";"krapek";"5";"251";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvcvccvc"
"látképbe";"látkép";"5";"856";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"mágnesnél";"mágnes";"5";"2419";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"maszekba";"maszek";"5";"694";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"modernnél";"modern";"5";"68239";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvcccvc"
"mundérnak";"mundér";"5";"391";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"muternak";"muter";"5";"57";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Nagyrétbe";"Nagyrét";"5";"264";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"Norbertnél";"Norbert";"5";"2671";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvcccvc"
"norvégnak";"norvég";"5";"5331";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"paréjnak";"paréj";"5";"78";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"pasztellre";"pasztell";"5";"872";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"pocsékra";"pocsék";"5";"1749";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"pórnépre";"pórnép";"5";"188";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Rahnernek";"Rahner";"5";"205";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"raktérre";"raktér";"5";"818";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"raktérnek";"raktér";"5";"818";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Róbertbe";"Róbert";"5";"13131";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvcccv"
"rossebbe";"rosseb";"5";"187";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"rubelnek";"rubel";"5";"757";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Sárrétnek";"Sárrét";"5";"364";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Schuleknek";"Schulek";"5";"518";"3";"NOUN<CAS<DAT>>";"NOUN";"cccvcvccvc"
"Schubertre";"Schubert";"5";"988";"3";"NOUN<CAS<SBL>>";"NOUN";"cccvcvcccv"
"Schubertnál";"Schubert";"5";"988";"3";"NOUN<CAS<ADE>>";"NOUN";"cccvcvcccvc"
"sóderre";"sóder";"5";"532";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"snapszerre";"snapszer";"5";"28";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvccvccv"
"sportszerre";"sportszer";"5";"657";"3";"NOUN<CAS<SBL>>";"NOUN";"ccvcccvccv"
"szlovénnek";"szlovén";"5";"6219";"3";"ADJ<CAS<DAT>>";"ADJ";"ccvcvccvc"
"szolfézsre";"szolfézs";"5";"563";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"szószékben";"szószék";"5";"2392";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"Tajpejbe";"Tajpej";"5";"91";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"tallérnak";"tallér";"5";"677";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"tallérban";"tallér";"5";"677";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"tandemre";"tandem";"5";"509";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"táncrendnek";"táncrend";"5";"242";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvcccvc"
"táncrendbe";"táncrend";"5";"242";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcccvcccv"
"tápszernél";"tápszer";"5";"2193";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"Tószegre";"Tószeg";"5";"287";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"Valérnak";"Valér";"5";"406";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Várhelynek";"Várhely";"5";"455";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"vasércnek";"vasérc";"5";"456";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvcccvc"
"Wagnerben";"Wagner";"5";"2160";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"zártkertre";"zártkert";"5";"916";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcccvcccv"
"bojlernek";"bojler";"4";"506";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"bukfencnél";"bukfenc";"4";"986";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvcccvc"
"gúnynévnek";"gúnynév";"4";"344";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"hosztesznek";"hosztesz";"4";"91";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Lángnyelvnek";"lángnyelv";"4";"531";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvcccvc"
"mopedre";"moped";"4";"184";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"slágerbe";"sláger";"4";"5629";"3";"NOUN<CAS<ILL>>";"NOUN";"ccvcvccv"
"sumerban";"sumer";"4";"345";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"szubrettnek";"szubrett";"4";"69";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"balettba";"balett";"4";"3098";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvcccv"
"bankjegynél";"bankjegy";"4";"3282";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcccvccvc"
"barterban";"barter";"4";"239";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"bárszékbe";"bárszék";"4";"166";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"Bázelre";"Bázel";"4";"313";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"Brudernek";"Bruder";"4";"37";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvcvccvc"
"bunkerre";"bunker";"4";"898";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"burleszknek";"burleszk";"4";"323";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"Dovernél";"Dover";"4";"146";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"facérnak";"facér";"4";"386";"3";"ADJ<CAS<DAT>>";"ADJ";"cvcvccvc"
"Fabernek";"Faber";"4";"132";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"fráternak";"fráter";"4";"1380";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvcvccvc"
"Fráterben";"fráter";"4";"1380";"3";"NOUN<CAS<INE>>";"NOUN";"ccvcvccvc"
"gácsérnak";"gácsér";"4";"143";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Gomelben";"Gomel";"4";"19";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"Hadészba";"Hadész";"4";"27";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"hajszesznek";"hajszesz";"4";"69";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Haleszban";"Halesz";"4";"20";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"Hamletnél";"Hamlet";"4";"2066";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"Hamletban";"Hamlet";"4";"2066";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"hátvédre";"hátvéd";"4";"568";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Hátszegre";"Hátszeg";"4";"49";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"házhelynek";"házhely";"4";"487";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"hóhérnál";"hóhér";"4";"2330";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"holttestnél";"holttest";"4";"6351";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcccvcccvc"
"hússzékbe";"hússzék";"4";"40";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"jampecnek";"jampec";"4";"108";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"jóllétnek";"jóllét";"4";"362";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"jórészre";"jórész";"4";"670";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"kacérnak";"kacér";"4";"847";"3";"ADJ<CAS<DAT>>";"ADJ";"cvcvccvc"
"karéjra";"karéj";"4";"703";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"kartellre";"kartell";"4";"491";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"Kasselbe";"Kassel";"4";"93";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"klozettnál";"klozett";"4";"42";"3";"NOUN<CAS<ADE>>";"NOUN";"ccvcvcccvc"
"konkrétban";"konkrét";"4";"79690";"3";"ADJ<CAS<INE>>";"ADJ";"cvcccvccvc"
"konszernben";"konszern";"4";"1326";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvcccvc"
"konzervnél";"konzerv";"4";"2265";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvcccvc"
"Koperbe";"Koper";"4";"95";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"korképben";"korkép";"4";"189";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"kórképbe";"kórkép";"4";"2075";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"kvártélyban";"kvártély";"4";"171";"3";"NOUN<CAS<INE>>";"NOUN";"ccvccvccvc"
"lágerre";"láger";"4";"2278";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"lágernak";"láger";"4";"2278";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"lakbérnél";"lakbér";"4";"2911";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"látképnek";"látkép";"4";"856";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Lórévre";"Lórév";"4";"148";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"Lupényban";"Lupény";"4";"17";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"lumenben";"lumen";"4";"474";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"Mahlernek";"Mahler";"4";"379";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"májkrémbe";"májkrém";"4";"205";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcccvccv"
"mákszemnél";"mákszem";"4";"140";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"marékba";"marék";"4";"1464";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"mateknak";"matek";"4";"2209";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Monetnek";"Monet";"4";"167";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Mózesban";"Mózes";"4";"10385";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"Nagykendnél";"Nagykend";"4";"9";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvcccvc"
"napszélbe";"napszél";"4";"365";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"Norbertre";"Norbert";"4";"2671";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"nyakéknek";"nyakék";"4";"295";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"nyugszékben";"nyugszék";"4";"23";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"panelnál";"panel";"4";"6563";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"pluszpénznek";"pluszpénz";"4";"415";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvcccvc"
"pollennek";"pollen";"4";"1535";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"pótlékre";"pótlék";"4";"16182";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"poszterben";"poszter";"4";"2117";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"pufferre";"puffer";"4";"505";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"puffernek";"puffer";"4";"505";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Rajecre";"Rajec";"4";"8";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"raszternek";"raszter";"4";"1042";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"raszterban";"raszter";"4";"1042";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"sóderba";"sóder";"4";"532";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"starthelynél";"starthely";"4";"750";"3";"NOUN<CAS<ADE>>";"NOUN";"ccvcccvccvc"
"szárrésznél";"szárrész";"4";"287";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"szaténre";"szatén";"4";"295";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"szóképre";"szókép";"4";"559";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"szonettbe";"szonett";"4";"1316";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvcccv"
"szovjetre";"szovjet";"4";"27614";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"tájnyelvben";"tájnyelv";"4";"395";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvcccvc"
"tajtékba";"tajték";"4";"374";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"tánchelyre";"tánchely";"4";"24";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcccvccv"
"tandemnek";"tandem";"4";"509";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"tandemban";"tandem";"4";"509";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"taréjnál";"taréj";"4";"227";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"tárhelynél";"tárhely";"4";"7602";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"Tószegnél";"Tószeg";"4";"287";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvccvc"
"totemnek";"totem";"4";"380";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"Towerban";"Tower";"4";"293";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"traverzben";"traverz";"4";"80";"3";"NOUN<CAS<INE>>";"NOUN";"ccvcvcccvc"
"trapézban";"trapéz";"4";"1039";"3";"NOUN<CAS<INE>>";"NOUN";"ccvcvccvc"
"Tuzsérra";"Tuzsér";"4";"166";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"Vadkertre";"Vadkert";"4";"199";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"Várhegynél";"Várhegy";"4";"1568";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"Wawelbe";"Wawel";"4";"81";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"Walternek";"Walter";"4";"1695";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Balettbe";"balett";"3";"3098";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvcccv"
"bárszéknek";"bárszék";"3";"166";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"holttérnek";"holttér";"3";"244";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvccvc"
"Húsvétre";"húsvét";"3";"9116";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Kacérra";"kacér";"3";"847";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcvccv"
"komplexnél";"komplex";"3";"30424";"3";"ADJ<CAS<ADE>>";"ADJ";"cvcccvccvc"
"kóterben";"kóter";"3";"45";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"kóterbe";"kóter";"3";"45";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"láncszemben";"láncszem";"3";"2553";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"Lófejnek";"lófej";"3";"260";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"lumpennek";"lumpen";"3";"237";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"mutternek";"mutter";"3";"109";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"notesznek";"notesz";"3";"929";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"pancsernek";"pancser";"3";"259";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"parkettban";"parkett";"3";"620";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvcccvc"
"plakettben";"plakett";"3";"922";"3";"NOUN<CAS<INE>>";"NOUN";"ccvcvcccvc"
"Rulettnek";"rulett";"3";"438";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvcccvc"
"Soltésznak";"soltész";"3";"15";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"várhegybe";"várhegy";"3";"1919";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"várkertre";"várkert";"3";"386";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"várkertnek";"várkert";"3";"386";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"zsanérnak";"zsanér";"3";"235";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcvccvc"
"babszemben";"babszem";"3";"401";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"Badenba";"Baden";"3";"165";"3";"NOUN<CAS<ILL>>";"NOUN";"cvcvccv"
"barternek";"barter";"3";"239";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Bayernak";"Bayer";"3";"1616";"3";"NOUN<CAS<DAT>>";"NOUN";"ccvccvc"
"bokszmeccsre";"bokszmeccs";"3";"121";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcccvcccv"
"bukfencben";"bukfenc";"3";"986";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvcccvc"
"bukfencbe";"bukfenc";"3";"986";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvcccv"
"Carmenra";"Carmen";"3";"1095";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Carmennak";"Carmen";"3";"1095";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"dodzsemben";"dodzsem";"3";"60";"3";"NOUN<CAS<INE>>";"NOUN";"cvccvccvc"
"docensnél";"docens";"3";"5537";"3";"NOUN<CAS<ADE>>";"NOUN";"cvcvcccvc"
"Dopplernek";"doppler";"3";"201";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvccvc"
"Doverban";"Dover";"3";"146";"3";"NOUN<CAS<INE>>";"NOUN";"cvcvccvc"
"Drammenben";"Drammen";"3";"5";"3";"NOUN<CAS<INE>>";"NOUN";"ccvccvccvc"
"furnérnak";"furnér";"3";"308";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"gospelnek";"gospel";"3";"198";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"Gundelnél";"Gundel";"3";"472";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"Gundelnál";"Gundel";"3";"472";"3";"NOUN<CAS<ADE>>";"NOUN";"cvccvccvc"
"Gundelba";"Gundel";"3";"472";"3";"NOUN<CAS<ILL>>";"NOUN";"cvccvccv"
"hadrendre";"hadrend";"3";"836";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"hadrendnek";"hadrend";"3";"836";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvcccvc"
"Hallernek";"Haller";"3";"902";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"halszemnek";"halszem";"3";"47";"3";"NOUN<CAS<DAT>>";"NOUN";"cvccvccvc"
"hámsejtre";"hámsejt";"3";"439";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvcccv"
"Hamletra";"Hamlet";"3";"2066";"3";"NOUN<CAS<SBL>>";"NOUN";"cvccvccv"
"Handlernek";"Handler";"3";"87";"3";"NOUN<CAS<DAT>>";"NOUN";"cvcccvccvc"
"hangjegyre";"hangjegy";"3";"457";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcccvccv"
"harcrendre";"harcrend";"3";"229";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcccvcccv"
"hársmézre";"hársméz";"3";"42";"3";"NOUN<CAS<SBL>>";"NOUN";"cvcccvccv"
