base	baseline_log_odds	dat_id	record_date	part_id	part_gender	part_yob	part_edu	list_number	trial_kind	trial_index	stimulus	choice1	choice2	response	response_string	esp_response	esp_match	rt	time_elapsed	file_name	variation	column	log_odds	variant1	variant2	nsyl	suffix	sample_number	word_rank	top_20	bottom_20	reg_rate	reg_dist	picked_left	picked_v1	esp_v1	picked_majority	i
brivegzik	-0.8938178760220964	hungarian-esp_esp_participant_SESSION_2023-06-19_17h24.08.75.csv	2023-06-19T17:24:00Z	605896a739d40fa144496f26	férfi	1999	16	4	posttest trial	149	Te bizony sokat brivegzel. Én is sokat...	brivegzek	brivegzem	1	brivegzem	NA	NA	271	753129	lakok_2_high_reversed	lakok/lakom	29	-0.8938178760220964	brivegzek	brivegzem	2	NA	2	52	FALSE	TRUE	low	reversed	FALSE	FALSE	NA	NA	84
brivegzik	-0.8938178760220964	hungarian-esp_esp_participant_SESSION_2023-06-19_17h25.58.14.csv	2023-06-19T17:25:00Z	610032aa2ae56976d71d296d	nő	2001	16	4	posttest trial	149	Te bizony sokat brivegzel. Én is sokat...	brivegzem	brivegzek	0	brivegzem	NA	NA	1908	728422	lakok_2_high_reversed	lakok/lakom	29	-0.8938178760220964	brivegzek	brivegzem	2	NA	2	52	FALSE	TRUE	low	reversed	TRUE	FALSE	NA	NA	81
csubzik / csubozik	0.7419373447293773	hungarian-esp_esp_participant_SESSION_2023-06-20_21h18.29.864.csv	2023-06-20T21:18:00Z	6153f8761fb770e105403eaa	férfi	1994	18	4	posttest trial	149	János imád csubozni, ezért sokat csubzik. Mi ritkán...	csubozunk	csubzunk	1	csubzunk	NA	NA	3921	1189917	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.7419373447293773	csubzunk	csubozunk	1	ünk	2	4	TRUE	FALSE	low	reversed	FALSE	TRUE	NA	NA	78
dilaklik / dilakozik	-0.4595323293784402	hungarian-esp_esp_participant_SESSION_2023-06-20_19h53.44.72.csv	2023-06-20T19:53:00Z	5f338ba6ea047119dbd6e49e	Férfi	1995	16	4	posttest trial	149	János imád dilakozni, ezért sokat dilaklik. Ti ritkán...	dilaklotok	dilakoztok	1	dilakoztok	NA	NA	4387	796758	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.4595323293784402	dilaklotok	dilakoztok	2	tek	2	47	FALSE	TRUE	low	reversed	FALSE	FALSE	NA	NA	83
dilaklik / dilakozik	-0.4595323293784402	hungarian-esp_esp_participant_SESSION_2023-06-20_19h54.21.103.csv	2023-06-20T19:54:00Z	5e8a66381afb2c714058b57b	férfi	1997	11	4	posttest trial	149	János imád dilakozni, ezért sokat dilaklik. Ti ritkán...	dilaklotok	dilakoztok	1	dilakoztok	NA	NA	8464	1112147	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.4595323293784402	dilaklotok	dilakoztok	2	tek	2	47	FALSE	TRUE	low	reversed	FALSE	FALSE	NA	NA	77
dirlik / dirozik	0	hungarian-esp_esp_participant_SESSION_2023-06-20_19h45.34.709.csv	2023-06-20T19:45:00Z	6102d6a4846fa9b51f427c47	nő	1997	16	4	posttest trial	149	János imád dirozni, ezért sokat dirlik. Ti ritkán...	dirlotok	diroztok	0	dirlotok	NA	NA	4933	1033270	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0	dirlotok	diroztok	1	tek	2	30	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	83
düjzik	0	hungarian-esp_esp_participant_SESSION_2023-06-19_17h24.12.147.csv	2023-06-19T17:24:00Z	5e1dff99f0b71e166a571d7f	nő	1996	17	4	posttest trial	149	Te bizony sokat düjzöl. Én is sokat...	düjzök	düjzöm	1	düjzöm	NA	NA	1321	874688	lakok_2_high_reversed	lakok/lakom	29	0	düjzök	düjzöm	1	NA	2	32	FALSE	FALSE	low	reversed	FALSE	FALSE	NA	NA	79
flemlik / flemezik	-0.5978370007556204	hungarian-esp_esp_participant_SESSION_2023-06-20_18h56.11.750.csv	2023-06-20T18:56:00Z	60da38f17aa096bb17c836e5	férfi	2003	14	4	posttest trial	149	János imád flemezni, ezért sokat flemlik. Mi ritkán...	flemlünk	flemezünk	0	flemlünk	NA	NA	2959	868518	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.5978370007556204	flemlünk	flemezünk	1	ünk	2	49	FALSE	TRUE	low	reversed	TRUE	TRUE	NA	NA	82
flűmlik	1.4271163556401458	hungarian-esp_esp_participant_SESSION_2023-06-19_17h23.34.697.csv	2023-06-19T17:23:00Z	60bf79a315a10bd3d21b3a96	nő	1998	17	4	posttest trial	149	Te bizony sokat flűmlesz. Én is sokat...	flűmlök	flűmlöm	1	flűmlöm	NA	NA	882	903613	lakok_2_high_reversed	lakok/lakom	29	1.4271163556401458	flűmlök	flűmlöm	1	NA	2	5	TRUE	FALSE	low	reversed	FALSE	FALSE	NA	NA	80
fökszik / föködik	0.6418538861723947	hungarian-esp_esp_participant_SESSION_2023-06-20_19h57.35.629.csv	2023-06-20T19:57:00Z	6151b07ac0d164fdd7e53100	férfi	2000	16	4	posttest trial	149	János imád föködni, ezért sokat fökszik. Ők ritkán...	föködnek	fökszenek	1	fökszenek	NA	NA	1547	754369	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.6418538861723947	fökszenek	föködnek	1	nek	2	6	TRUE	FALSE	low	reversed	FALSE	TRUE	NA	NA	83
frodlik	0.7419373447293773	hungarian-esp_esp_participant_SESSION_2023-06-19_16h50.46.22.csv	2023-06-19T16:50:00Z	6107aa76ee9845023fb0cb80	nő	1999	17	4	posttest trial	149	Te bizony sokat frodlasz. Én is sokat...	frodlom	frodlok	1	frodlok	NA	NA	5839	1013378	lakok_2_high_reversed	lakok/lakom	29	0.7419373447293773	frodlok	frodlom	1	NA	2	17	FALSE	FALSE	low	reversed	FALSE	TRUE	NA	NA	80
fröjzik / fröjözik	-0.8938178760220964	hungarian-esp_esp_participant_SESSION_2023-06-20_18h50.39.987.csv	2023-06-20T18:50:00Z	5f452661c5a1b50a817ab094	férfi	1999	12	4	posttest trial	149	János imád fröjözni, ezért sokat fröjzik. Ti ritkán...	fröjzötök	fröjöztök	1	fröjöztök	NA	NA	2171	768832	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.8938178760220964	fröjzötök	fröjöztök	1	tek	2	53	FALSE	TRUE	low	reversed	FALSE	FALSE	NA	NA	84
jonylik	0.8938178760220965	hungarian-esp_esp_participant_SESSION_2023-06-19_17h27.46.511.csv	2023-06-19T17:27:00Z	5df97fcd11d8796fd29e85e3	Férfi	1998	14	4	posttest trial	149	Te bizony sokat jonylasz. Én is sokat...	jonylom	jonylok	1	jonylok	NA	NA	759	872635	lakok_2_high_reversed	lakok/lakom	29	0.8938178760220965	jonylok	jonylom	1	NA	2	12	TRUE	FALSE	low	reversed	FALSE	TRUE	NA	NA	83
klétszik	-0.2876820724517809	hungarian-esp_esp_participant_SESSION_2023-06-19_17h22.40.51.csv	2023-06-19T17:22:00Z	5f632ea32e85353d93872c67	Férfi	1999	13	4	posttest trial	149	Te bizony sokat klétszel. Én is sokat...	klétszem	klétszek	0	klétszem	NA	NA	3380	1033649	lakok_2_high_reversed	lakok/lakom	29	-0.2876820724517809	klétszek	klétszem	1	NA	2	40	FALSE	TRUE	low	reversed	TRUE	FALSE	NA	NA	76
kűdlik / kűdözik	0.7985076962177716	hungarian-esp_esp_participant_SESSION_2023-06-20_21h15.51.957.csv	2023-06-20T21:15:00Z	61080f315a313dab03ea1cde	Férfi	1997	12	4	posttest trial	149	János imád kűdözni, ezért sokat kűdlik. Ők ritkán...	kűdlenek	kűdöznek	0	kűdlenek	NA	NA	329	895673	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.7985076962177716	kűdlenek	kűdöznek	1	nek	2	3	TRUE	FALSE	low	reversed	TRUE	TRUE	NA	NA	83
mülőrzik / mülőrözik	0.28768207245178085	hungarian-esp_esp_participant_SESSION_2023-06-20_19h12.45.613.csv	2023-06-20T19:12:00Z	60fddc9ee6bb457b10b9a7ae	nő	2003	14	4	posttest trial	149	János imád mülőrözni, ezért sokat mülőrzik. Mi ritkán...	mülőrözünk	mülőrzünk	0	mülőrözünk	NA	NA	6241	821695	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.28768207245178085	mülőrzünk	mülőrözünk	2	ünk	2	20	FALSE	FALSE	low	reversed	TRUE	FALSE	NA	NA	81
nűröklik	-0.1941560144409575	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.25.415.csv	2023-06-19T17:21:00Z	5f325435f0fc671a7434cabe	férfi	1995	12	4	posttest trial	149	Te bizony sokat nűröklesz. Én is sokat...	nűröklöm	nűröklök	0	nűröklöm	NA	NA	1050	905504	lakok_2_high_reversed	lakok/lakom	29	-0.1941560144409575	nűröklök	nűröklöm	2	NA	2	37	FALSE	FALSE	low	reversed	TRUE	FALSE	NA	NA	83
nyivágzik / nyivágozik	0.965080896043587	hungarian-esp_esp_participant_SESSION_2023-06-20_20h55.58.469.csv	2023-06-20T20:55:00Z	60fd5bfe72f9b6d7779b4691	nő	2000.12.21	13	4	posttest trial	149	János imád nyivágozni, ezért sokat nyivágzik. Mi ritkán...	nyivágzunk	nyivágozunk	1	nyivágozunk	NA	NA	4020	803602	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.965080896043587	nyivágzunk	nyivágozunk	2	ünk	2	1	TRUE	FALSE	low	reversed	FALSE	FALSE	NA	NA	82
nyürzik / nyürözik	-0.06453852113757118	hungarian-esp_esp_participant_SESSION_2023-06-20_19h36.31.354.csv	2023-06-20T19:36:00Z	5c7cf1adc8c9920015d0bc60	férfi	1995	21	4	posttest trial	149	János imád nyürözni, ezért sokat nyürzik. Ők ritkán...	nyürzenek	nyüröznek	1	nyüröznek	NA	NA	2224	972589	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.06453852113757118	nyürzenek	nyüröznek	1	nek	2	34	FALSE	FALSE	low	reversed	FALSE	FALSE	NA	NA	84
píjlik	0.6418538861723947	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.19.780.csv	2023-06-19T17:21:00Z	607cabdfb9addc46d23a0f19	férfi	1997	16	4	posttest trial	149	Te bizony sokat píjlasz. Én is sokat...	píjlom	píjlok	1	píjlok	NA	NA	2444	976222	lakok_2_high_reversed	lakok/lakom	29	0.6418538861723947	píjlok	píjlom	1	NA	2	19	FALSE	FALSE	low	reversed	FALSE	TRUE	NA	NA	82
poslik / posozik	0.7419373447293773	hungarian-esp_esp_participant_SESSION_2023-06-20_18h54.16.43.csv	2023-06-20T18:54:00Z	5d3c6e745602310001bca8aa	nő	1996	18	4	posttest trial	149	János imád posozni, ezért sokat poslik. Ti ritkán...	posoztok	poslotok	0	posoztok	NA	NA	3266	932154	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.7419373447293773	poslotok	posoztok	1	tek	2	5	TRUE	FALSE	low	reversed	TRUE	FALSE	NA	NA	84
pragánylik / pragányozik	0	hungarian-esp_esp_participant_SESSION_2023-06-20_18h46.41.723.csv	2023-06-20T18:46:00Z	5e8aefb03d71b0799a8d0f48	Férfi	1995	19	4	posttest trial	149	János imád pragányozni, ezért sokat pragánylik. Ti ritkán...	pragánylotok	pragányoztok	0	pragánylotok	NA	NA	3850	987443	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0	pragánylotok	pragányoztok	2	tek	2	31	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	84
pragánylik / pragányozik	0	hungarian-esp_esp_participant_SESSION_2023-06-20_18h55.38.575.csv	2023-06-20T18:55:00Z	607b14f74a8418d7b787ce33	férfi	2001	14	4	posttest trial	149	János imád pragányozni, ezért sokat pragánylik. Ti ritkán...	pragányoztok	pragánylotok	1	pragánylotok	NA	NA	1911	984623	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0	pragánylotok	pragányoztok	2	tek	2	31	FALSE	FALSE	low	reversed	FALSE	TRUE	NA	NA	82
pribemlik	1.9095425048844383	hungarian-esp_esp_participant_SESSION_2023-06-19_17h17.57.112.csv	2023-06-19T17:17:00Z	5fd7cd077541e708f2a10aed	nő	1994	17	4	posttest trial	149	Te bizony sokat pribemlesz. Én is sokat...	pribemlek	pribemlem	1	pribemlem	NA	NA	1557	767348	lakok_2_high_reversed	lakok/lakom	29	1.9095425048844383	pribemlek	pribemlem	2	NA	2	2	TRUE	FALSE	low	reversed	FALSE	FALSE	NA	NA	84
prögzik / prögözik	-0.6418538861723948	hungarian-esp_esp_participant_SESSION_2023-06-20_21h42.09.839.csv	2023-06-20T21:42:00Z	606b510f116c085254237946	Férfi	2002	14	4	posttest trial	149	János imád prögözni, ezért sokat prögzik. Ti ritkán...	prögöztök	prögzötök	1	prögzötök	NA	NA	1858	954579	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.6418538861723948	prögzötök	prögöztök	1	tek	2	51	FALSE	TRUE	low	reversed	FALSE	TRUE	NA	NA	80
püzlik / püzözik	-0.06899287148695143	hungarian-esp_esp_participant_SESSION_2023-06-20_21h25.10.912.csv	2023-06-20T21:25:00Z	60ef5b1cf52939a80af77543	Férfi	2003	13	4	posttest trial	149	János imád püzözni, ezért sokat püzlik. Ti ritkán...	püzöztök	püzlötök	1	püzlötök	NA	NA	5206	1002873	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.06899287148695143	püzlötök	püzöztök	1	tek	2	36	FALSE	FALSE	low	reversed	FALSE	TRUE	NA	NA	84
spáraklik	0.4595323293784402	hungarian-esp_esp_participant_SESSION_2023-06-19_17h16.40.212.csv	2023-06-19T17:16:00Z	60d3acd071e98de7a42743ac	nő	2003	14	4	posttest trial	149	Te bizony sokat spáraklasz. Én is sokat...	spáraklok	spáraklom	0	spáraklok	NA	NA	2913	702748	lakok_2_high_reversed	lakok/lakom	29	0.4595323293784402	spáraklok	spáraklom	2	NA	2	22	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	84
spibeglik / spibegezik	0.5978370007556204	hungarian-esp_esp_participant_SESSION_2023-06-20_19h37.21.139.csv	2023-06-20T19:37:00Z	5f99dc8aa866bf0bf2d60f46	férfi	2001	15	4	posttest trial	149	János imád spibegezni, ezért sokat spibeglik. Mi ritkán...	spibeglünk	spibegezünk	0	spibeglünk	NA	NA	4625	1281878	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.5978370007556204	spibeglünk	spibegezünk	2	ünk	2	8	TRUE	FALSE	low	reversed	TRUE	TRUE	NA	NA	80
spiharzik / spiharozik	-0.5978370007556204	hungarian-esp_esp_participant_SESSION_2023-06-20_20h21.16.104.csv	2023-06-20T20:21:00Z	6044cde18ec25456d2bd9d99	férfi	2002	14	4	posttest trial	149	János imád spiharozni, ezért sokat spiharzik. Ti ritkán...	spiharzotok	spiharoztok	1	spiharoztok	NA	NA	7132	1128771	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.5978370007556204	spiharzotok	spiharoztok	2	tek	2	50	FALSE	TRUE	low	reversed	FALSE	FALSE	NA	NA	79
spihegzik	-0.06453852113757118	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.38.129.csv	2023-06-19T17:21:00Z	6140ff9c5750f0081ca8d71f	férfi	2001	15	4	posttest trial	149	Te bizony sokat spihegzel. Én is sokat...	spihegzem	spihegzek	0	spihegzem	NA	NA	3433	932587	lakok_2_high_reversed	lakok/lakom	29	-0.06453852113757118	spihegzek	spihegzem	2	NA	2	35	FALSE	FALSE	low	reversed	TRUE	FALSE	NA	NA	80
spiráglik / spirágozik	-0.2876820724517809	hungarian-esp_esp_participant_SESSION_2023-06-20_21h04.43.810.csv	2023-06-20T21:04:00Z	61717173748006894b2b54ff	Férfi	2003	12	4	posttest trial	149	János imád spirágozni, ezért sokat spiráglik. Ti ritkán...	spiráglotok	spirágoztok	0	spiráglotok	NA	NA	4535	849743	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.2876820724517809	spiráglotok	spirágoztok	2	tek	2	42	FALSE	TRUE	low	reversed	TRUE	TRUE	NA	NA	84
spröbzik	0.28768207245178085	hungarian-esp_esp_participant_SESSION_2023-06-19_18h35.41.386.csv	2023-06-19T18:35:00Z	60febbf6684ed23d1eec2db6	nő	1998	17	4	posttest trial	149	Te bizony sokat spröbzöl. Én is sokat...	spröbzöm	spröbzök	0	spröbzöm	NA	NA	1251	734654	lakok_2_high_reversed	lakok/lakom	29	0.28768207245178085	spröbzök	spröbzöm	1	NA	2	26	FALSE	FALSE	low	reversed	TRUE	FALSE	NA	NA	84
sprűrlik / sprűrözik	0.1941560144409574	hungarian-esp_esp_participant_SESSION_2023-06-20_18h47.41.894.csv	2023-06-20T18:47:00Z	6139181353b6c04cb2d95d8d	férfi	2003	14	4	posttest trial	149	János imád sprűrözni, ezért sokat sprűrlik. Ők ritkán...	sprűrlenek	sprűröznek	1	sprűröznek	NA	NA	6048	771789	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.1941560144409574	sprűrlenek	sprűröznek	1	nek	2	24	FALSE	FALSE	low	reversed	FALSE	FALSE	NA	NA	82
szibánylik	0.7985076962177716	hungarian-esp_esp_participant_SESSION_2023-06-19_17h25.05.820.csv	2023-06-19T17:25:00Z	608adf0cc8637f7f395352b1	férfi	2000	145	4	posttest trial	149	Te bizony sokat szibánylasz. Én is sokat...	szibánylom	szibánylok	0	szibánylom	NA	NA	4873	758073	lakok_2_high_reversed	lakok/lakom	29	0.7985076962177716	szibánylok	szibánylom	2	NA	2	14	TRUE	FALSE	low	reversed	TRUE	FALSE	NA	NA	84
trádlik	0.4353180712578455	hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	4	posttest trial	149	Te bizony sokat trádlasz. Én is sokat...	trádlok	trádlom	0	trádlok	NA	NA	515	869126	lakok_2_high_reversed	lakok/lakom	29	0.4353180712578455	trádlok	trádlom	1	NA	2	24	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	84
tragzik	-0.06899287148695143	hungarian-esp_esp_participant_SESSION_2023-06-19_16h52.02.524.csv	2023-06-19T16:52:00Z	5ef5f78600093427dfd5e120	nő	1995	16	4	posttest trial	149	Te bizony sokat tragzol. Én is sokat...	tragzom	tragzok	1	tragzok	NA	NA	4565	1221263	lakok_2_high_reversed	lakok/lakom	29	-0.06899287148695143	tragzok	tragzom	1	NA	2	36	FALSE	FALSE	low	reversed	FALSE	TRUE	NA	NA	68
tragzik	-0.06899287148695143	hungarian-esp_esp_participant_SESSION_2023-06-19_17h19.19.189.csv	2023-06-19T17:19:00Z	5df2235d5a34251266ea645e	férfi	1997	16	4	posttest trial	149	Te bizony sokat tragzol. Én is sokat...	tragzom	tragzok	0	tragzom	NA	NA	587	649587	lakok_2_high_reversed	lakok/lakom	29	-0.06899287148695143	tragzok	tragzom	1	NA	2	36	FALSE	FALSE	low	reversed	TRUE	FALSE	NA	NA	84
tragzik	-0.06899287148695143	hungarian-esp_esp_participant_SESSION_2023-06-19_17h24.45.272.csv	2023-06-19T17:24:00Z	612058b64e8bd208d39fbe68	Nő	2000	16	4	posttest trial	149	Te bizony sokat tragzol. Én is sokat...	tragzom	tragzok	0	tragzom	NA	NA	2629	921311	lakok_2_high_reversed	lakok/lakom	29	-0.06899287148695143	tragzok	tragzom	1	NA	2	36	FALSE	FALSE	low	reversed	TRUE	FALSE	NA	NA	83
vanylik	1.1451323043030026	hungarian-esp_esp_participant_SESSION_2023-06-19_17h31.36.602.csv	2023-06-19T17:31:00Z	605bb95e25fb0eb3edfe7c73	férfi	1999	15	4	posttest trial	149	Te bizony sokat vanylasz. Én is sokat...	vanylok	vanylom	0	vanylok	NA	NA	2632	1125865	lakok_2_high_reversed	lakok/lakom	29	1.1451323043030026	vanylok	vanylom	1	NA	2	8	TRUE	FALSE	low	reversed	TRUE	TRUE	NA	NA	78
brivaklik / brivakozik	-0.2076393647782445	hungarian-esp_esp_participant_SESSION_2023-06-20_21h15.51.957.csv	2023-06-20T21:15:00Z	61080f315a313dab03ea1cde	Férfi	1997	12	4	posttest trial	150	János imád brivakozni, ezért sokat brivaklik. Ti ritkán...	brivaklotok	brivakoztok	0	brivaklotok	NA	NA	225	896416	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.2076393647782445	brivaklotok	brivakoztok	2	tek	2	39	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	84
brobódzik	-0.6418538861723948	hungarian-esp_esp_participant_SESSION_2023-06-19_17h31.36.602.csv	2023-06-19T17:31:00Z	605bb95e25fb0eb3edfe7c73	férfi	1999	15	4	posttest trial	150	Te bizony sokat brobódzol. Én is sokat...	brobódzok	brobódzom	0	brobódzok	NA	NA	2793	1129173	lakok_2_high_reversed	lakok/lakom	29	-0.6418538861723948	brobódzok	brobódzom	2	NA	2	49	FALSE	TRUE	low	reversed	TRUE	TRUE	NA	NA	79
brözlik / brözözik	0.06899287148695142	hungarian-esp_esp_participant_SESSION_2023-06-20_18h46.41.723.csv	2023-06-20T18:46:00Z	5e8aefb03d71b0799a8d0f48	Férfi	1995	19	4	posttest trial	150	János imád brözözni, ezért sokat brözlik. Ti ritkán...	brözöztök	brözlötök	1	brözlötök	NA	NA	2733	990679	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.06899287148695142	brözlötök	brözöztök	1	tek	2	27	FALSE	FALSE	low	reversed	FALSE	TRUE	NA	NA	85
brözlik / brözözik	0.06899287148695142	hungarian-esp_esp_participant_SESSION_2023-06-20_21h18.29.864.csv	2023-06-20T21:18:00Z	6153f8761fb770e105403eaa	férfi	1994	18	4	posttest trial	150	János imád brözözni, ezért sokat brözlik. Ti ritkán...	brözlötök	brözöztök	0	brözlötök	NA	NA	8376	1198796	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.06899287148695142	brözlötök	brözöztök	1	tek	2	27	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	79
bűtszik	0.14310084364067324	hungarian-esp_esp_participant_SESSION_2023-06-19_17h21.59.990.csv	2023-06-19T17:21:00Z	5eeb31f414742d21c8dc5cd2	nő	2001	15	4	posttest trial	150	Te bizony sokat bűtszöl. Én is sokat...	bűtszöm	bűtszök	0	bűtszöm	NA	NA	1584	760577	lakok_2_high_reversed	lakok/lakom	29	0.14310084364067324	bűtszök	bűtszöm	1	NA	2	28	FALSE	FALSE	low	reversed	TRUE	FALSE	NA	NA	84
bűtszik	0.14310084364067324	hungarian-esp_esp_participant_SESSION_2023-06-19_17h25.58.14.csv	2023-06-19T17:25:00Z	610032aa2ae56976d71d296d	nő	2001	16	4	posttest trial	150	Te bizony sokat bűtszöl. Én is sokat...	bűtszöm	bűtszök	1	bűtszök	NA	NA	2452	731386	lakok_2_high_reversed	lakok/lakom	29	0.14310084364067324	bűtszök	bűtszöm	1	NA	2	28	FALSE	FALSE	low	reversed	FALSE	TRUE	NA	NA	82
dabzik / dabozik	-0.1941560144409575	hungarian-esp_esp_participant_SESSION_2023-06-20_19h12.45.613.csv	2023-06-20T19:12:00Z	60fddc9ee6bb457b10b9a7ae	nő	2003	14	4	posttest trial	150	János imád dabozni, ezért sokat dabzik. Ti ritkán...	dabzotok	daboztok	1	daboztok	NA	NA	4628	826827	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.1941560144409575	dabzotok	daboztok	1	tek	2	38	FALSE	FALSE	low	reversed	FALSE	FALSE	NA	NA	82
dárakszik / dárakodik	0.06453852113757116	hungarian-esp_esp_participant_SESSION_2023-06-20_18h55.38.575.csv	2023-06-20T18:55:00Z	607b14f74a8418d7b787ce33	férfi	2001	14	4	posttest trial	150	János imád dárakodni, ezért sokat dárakszik. Mi ritkán...	dárakszunk	dárakodunk	1	dárakodunk	NA	NA	2276	987403	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.06453852113757116	dárakszunk	dárakodunk	2	ünk	2	29	FALSE	FALSE	low	reversed	FALSE	FALSE	NA	NA	83
dárakszik / dárakodik	0.06453852113757116	hungarian-esp_esp_participant_SESSION_2023-06-20_19h45.34.709.csv	2023-06-20T19:45:00Z	6102d6a4846fa9b51f427c47	nő	1997	16	4	posttest trial	150	János imád dárakodni, ezért sokat dárakszik. Mi ritkán...	dárakszunk	dárakodunk	0	dárakszunk	NA	NA	4796	1038567	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0.06453852113757116	dárakszunk	dárakodunk	2	ünk	2	29	FALSE	FALSE	low	reversed	TRUE	TRUE	NA	NA	84
dirlik / dirozik	0	hungarian-esp_esp_participant_SESSION_2023-06-20_19h53.44.72.csv	2023-06-20T19:53:00Z	5f338ba6ea047119dbd6e49e	Férfi	1995	16	4	posttest trial	150	János imád dirozni, ezért sokat dirlik. Ti ritkán...	dirlotok	diroztok	1	diroztok	NA	NA	1504	798772	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0	dirlotok	diroztok	1	tek	2	30	FALSE	FALSE	low	reversed	FALSE	FALSE	NA	NA	84
dirlik / dirozik	0	hungarian-esp_esp_participant_SESSION_2023-06-20_21h25.10.912.csv	2023-06-20T21:25:00Z	60ef5b1cf52939a80af77543	Férfi	2003	13	4	posttest trial	150	János imád dirozni, ezért sokat dirlik. Ti ritkán...	diroztok	dirlotok	0	diroztok	NA	NA	3329	1006707	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	0	dirlotok	diroztok	1	tek	2	30	FALSE	FALSE	low	reversed	TRUE	FALSE	NA	NA	85
düjzik	0	hungarian-esp_esp_participant_SESSION_2023-06-19_16h50.46.22.csv	2023-06-19T16:50:00Z	6107aa76ee9845023fb0cb80	nő	1999	17	4	posttest trial	150	Te bizony sokat düjzöl. Én is sokat...	düjzöm	düjzök	1	düjzök	NA	NA	3597	1017478	lakok_2_high_reversed	lakok/lakom	29	0	düjzök	düjzöm	1	NA	2	32	FALSE	FALSE	low	reversed	FALSE	TRUE	NA	NA	81
düjzik	0	hungarian-esp_esp_participant_SESSION_2023-06-19_17h19.19.189.csv	2023-06-19T17:19:00Z	5df2235d5a34251266ea645e	férfi	1997	16	4	posttest trial	150	Te bizony sokat düjzöl. Én is sokat...	düjzöm	düjzök	1	düjzök	NA	NA	628	650717	lakok_2_high_reversed	lakok/lakom	29	0	düjzök	düjzöm	1	NA	2	32	FALSE	FALSE	low	reversed	FALSE	TRUE	NA	NA	85
flemlik / flemezik	-0.5978370007556204	hungarian-esp_esp_participant_SESSION_2023-06-20_21h42.09.839.csv	2023-06-20T21:42:00Z	606b510f116c085254237946	Férfi	2002	14	4	posttest trial	150	János imád flemezni, ezért sokat flemlik. Mi ritkán...	flemlünk	flemezünk	0	flemlünk	NA	NA	4875	959955	cselekszenek_2_high_reversed	cselekszenek/cselekednek	5	-0.5978370007556204	flemlünk	flemezünk	1	ünk	2	49	FALSE	TRUE	low	reversed	TRUE	TRUE	NA	NA	81
flitlik	1.6486586255873816	hungarian-esp_esp_participant_SESSION_2023-06-19_16h41.14.732.csv	2023-06-19T16:41:00Z	600e8770316e2671811f49ac	Férfi	1997	17	4	posttest trial	150	Te bizony sokat flitlasz. Én is sokat...	flitlok	flitlom	0	flitlok	NA	NA	397	870028	lakok_2_high_reversed	lakok/lakom	29	1.6486586255873816	flitlok	flitlom	1	NA	2	3	TRUE	FALSE	low	reversed	TRUE	TRUE	NA	NA	85
