lemma	xpostag	corpus_size	lemma_freq	v1	v2	vh
féle	[/N][Nom]	8570080167	296591	é	e	front
győzés	[/N][Nom]	8570080167	147	ő	é	front
gálic	[/N][Nom]	8570080167	77	á	i	mixed
holyva	[/N][Nom]	8570080167	225	o	a	back
kattint	[/N][Nom]	8570080167	1082020	a	i	mixed
melosz	[/N][Nom]	8570080167	64	e	o	mixed
nincsen	[/N][Nom]	8570080167	1131	i	e	front
pacás	[/N][Nom]	8570080167	200	a	á	back
porlás	[/N][Nom]	8570080167	119	o	á	back
rappi	[/N][Nom]	8570080167	63	a	i	mixed
épül	[/N][Nom]	8570080167	925838	é	ü	front
csörög	[/N][Nom]	8570080167	30465	ö	ö	front
folytvas	[/N][Nom]	8570080167	73	o	a	back
halljak	[/N][Nom]	8570080167	44	a	a	back
kutasz	[/N][Nom]	8570080167	85	u	a	back
metresz	[/N][Nom]	8570080167	99	e	e	front
mindegy	[/N][Nom]	8570080167	630003	i	e	front
szarus	[/N][Nom]	8570080167	132	a	u	back
szürkés	[/N][Nom]	8570080167	15936	ü	é	front
tarol	[/N][Nom]	8570080167	31506	a	o	back
táró	[/N][Nom]	8570080167	3674	á	ó	back
távol	[/N][Nom]	8570080167	658672	á	o	back
büdös	[/N][Nom]	8570080167	85578	ü	ö	front
faggyús	[/N][Nom]	8570080167	687	a	ú	back
idősb	[/N][Nom]	8570080167	2162	i	ő	front
tellesz	[/N][Nom]	8570080167	46	e	e	front
tetsző	[/N][Nom]	8570080167	75753	e	ő	front
viszont	[/N][Nom]	8570080167	4899211	i	o	mixed
őrölt	[/N][Nom]	8570080167	74784	ő	ö	front
bongás	[/N][Nom]	8570080167	143	o	á	back
csihi	[/N][Nom]	8570080167	118	i	i	front
hithű	[/N][Nom]	8570080167	8487	i	ű	front
kockáz	[/N][Nom]	8570080167	7239	o	á	back
ofszájd	[/N][Nom]	8570080167	74	o	á	back
széklift	[/N][Nom]	8570080167	67	é	i	front
vesző	[/N][Nom]	8570080167	7826	e	ő	front
zárkő	[/N][Nom]	8570080167	237	á	ő	mixed
angol	[/N][Nom]	8570080167	1697076	a	o	back
ferde	[/N][Nom]	8570080167	62502	e	e	front
folyik	[/N][Nom]	8570080167	743029	o	i	mixed
habár	[/N][Nom]	8570080167	224258	a	á	back
kenter	[/N][Nom]	8570080167	4524	e	e	front
makranc	[/N][Nom]	8570080167	92	a	a	back
nyálkás	[/N][Nom]	8570080167	11107	á	á	back
ranett	[/N][Nom]	8570080167	46	a	e	mixed
turci	[/N][Nom]	8570080167	79	u	i	mixed
addig	[/N][Nom]	8570080167	1241042	a	i	mixed
belég	[/N][Nom]	8570080167	101	e	é	front
britség	[/N][Nom]	8570080167	95	i	é	front
említ	[/N][Nom]	8570080167	782191	e	í	front
ette	[/N][Nom]	8570080167	111	e	e	front
folytat	[/N][Nom]	8570080167	1669986	o	a	back
hűdés	[/N][Nom]	8570080167	94	ű	é	front
mintha	[/N][Nom]	8570080167	1795861	i	a	mixed
máris	[/N][Nom]	8570080167	449014	á	i	mixed
pányvás	[/N][Nom]	8570080167	66	á	á	back
torlás	[/N][Nom]	8570080167	101	o	á	back
tárgykép	[/N][Nom]	8570080167	164	á	é	mixed
vonul	[/N][Nom]	8570080167	331272	o	u	back
écesz	[/N][Nom]	8570080167	136	é	e	front
fekbér	[/N][Nom]	8570080167	133	e	é	front
groszi	[/N][Nom]	8570080167	53	o	i	mixed
gyötrő	[/N][Nom]	8570080167	10860	ö	ő	front
géci	[/N][Nom]	8570080167	88	é	i	front
hozzá	[/N][Nom]	8570080167	1901557	o	á	back
közel	[/N][Nom]	8570080167	3570498	ö	e	front
légi	[/N][Nom]	8570080167	162305	é	i	front
légűr	[/N][Nom]	8570080167	77	é	ű	front
nyúzat	[/N][Nom]	8570080167	152	ú	a	back
próbál	[/N][Nom]	8570080167	2432831	ó	á	back
ragad	[/N][Nom]	8570080167	333129	a	a	back
réja	[/N][Nom]	8570080167	66	é	a	mixed
sérül	[/N][Nom]	8570080167	200277	é	ü	front
tova	[/N][Nom]	8570080167	37564	o	a	back
verspár	[/N][Nom]	8570080167	114	e	á	mixed
ancúg	[/N][Nom]	8570080167	104	a	ú	back
jöttment	[/N][Nom]	8570080167	4014	ö	e	front
kajol	[/N][Nom]	8570080167	402	a	o	back
kilenc	[/N][Nom]	8570080167	476496	i	e	front
művelt	[/N][Nom]	8570080167	79991	ű	e	front
pletykás	[/N][Nom]	8570080167	2750	e	á	mixed
semaz	[/N][Nom]	8570080167	107	e	a	mixed
szemvíz	[/N][Nom]	8570080167	109	e	í	front
torló	[/N][Nom]	8570080167	481	o	ó	back
tárás	[/N][Nom]	8570080167	1264	á	á	back
ciklopsz	[/N][Nom]	8570080167	80	i	o	mixed
luhi	[/N][Nom]	8570080167	48	u	i	mixed
nőni	[/N][Nom]	8570080167	65	ő	i	front
pici	[/N][Nom]	8570080167	572743	i	i	front
ruzsi	[/N][Nom]	8570080167	52	u	i	mixed
régen	[/N][Nom]	8570080167	573385	é	e	front
strigó	[/N][Nom]	8570080167	92	i	ó	mixed
támfa	[/N][Nom]	8570080167	109	á	a	back
vakár	[/N][Nom]	8570080167	49	a	á	back
vette	[/N][Nom]	8570080167	619	e	e	front
vétés	[/N][Nom]	8570080167	100	é	é	front
zabnyák	[/N][Nom]	8570080167	61	a	á	back
útsáv	[/N][Nom]	8570080167	127	ú	á	back
borzeb	[/N][Nom]	8570080167	92	o	e	mixed
flepnis	[/N][Nom]	8570080167	129	e	i	front
forog	[/N][Nom]	8570080167	294185	o	o	back
mócsi	[/N][Nom]	8570080167	93	ó	i	mixed
noha	[/N][Nom]	8570080167	326691	o	a	back
puffos	[/N][Nom]	8570080167	947	u	o	back
ronda	[/N][Nom]	8570080167	56525	o	a	back
strammság	[/N][Nom]	8570080167	85	a	á	back
sváda	[/N][Nom]	8570080167	140	á	a	back
szokott	[/N][Nom]	8570080167	87213	o	o	back
szupé	[/N][Nom]	8570080167	73	u	é	mixed
akár	[/N][Nom]	8570080167	5288050	a	á	back
alfél	[/N][Nom]	8570080167	1612	a	é	mixed
azzal	[/N][Nom]	8570080167	105	a	a	back
bizony	[/N][Nom]	8570080167	822718	i	o	mixed
fizet	[/N][Nom]	8570080167	1760611	i	e	front
hitte	[/N][Nom]	8570080167	87	i	e	front
kelő	[/N][Nom]	8570080167	15774	e	ő	front
kisüst	[/N][Nom]	8570080167	223	i	ü	front
krampács	[/N][Nom]	8570080167	45	a	á	back
puklis	[/N][Nom]	8570080167	239	u	i	mixed
reped	[/N][Nom]	8570080167	21968	e	e	front
szopik	[/N][Nom]	8570080167	56825	o	i	mixed
tessék	[/N][Nom]	8570080167	82895	e	é	front
tárgyalt	[/N][Nom]	8570080167	46483	á	a	back
tévő	[/N][Nom]	8570080167	23285	é	ő	front
vájó	[/N][Nom]	8570080167	429	á	ó	back
bármily	[/N][Nom]	8570080167	20789	á	i	mixed
felfed	[/N][Nom]	8570080167	51836	e	e	front
hogyha	[/N][Nom]	8570080167	259321	o	a	back
hábé	[/N][Nom]	8570080167	86	á	é	mixed
hölgymál	[/N][Nom]	8570080167	189	ö	á	mixed
jogi	[/N][Nom]	8570080167	1653313	o	i	mixed
matring	[/N][Nom]	8570080167	58	a	i	mixed
máshol	[/N][Nom]	8570080167	276207	á	o	back
picsi	[/N][Nom]	8570080167	119	i	i	front
régről	[/N][Nom]	8570080167	14372	é	ő	front
stigmás	[/N][Nom]	8570080167	60	i	á	mixed
szegyhús	[/N][Nom]	8570080167	51	e	ú	mixed
szolgál	[/N][Nom]	8570080167	1769877	o	á	back
szoros	[/N][Nom]	8570080167	733240	o	o	back
teli	[/N][Nom]	8570080167	431128	e	i	front
ternó	[/N][Nom]	8570080167	79	e	ó	mixed
turfa	[/N][Nom]	8570080167	172	u	a	back
bagzás	[/N][Nom]	8570080167	86	a	á	back
gerjed	[/N][Nom]	8570080167	13775	e	e	front
képez	[/N][Nom]	8570080167	762570	é	e	front
másik	[/N][Nom]	8570080167	4859453	á	i	mixed
nyugszol	[/N][Nom]	8570080167	33	u	o	back
prespán	[/N][Nom]	8570080167	49	e	á	mixed
reszkír	[/N][Nom]	8570080167	44	e	í	front
tétlen	[/N][Nom]	8570080167	30642	é	e	front
csüggés	[/N][Nom]	8570080167	67	ü	é	front
drága	[/N][Nom]	8570080167	979730	á	a	back
elér	[/N][Nom]	8570080167	1658979	e	é	front
gümős	[/N][Nom]	8570080167	211	ü	ő	front
helyett	[/N][Nom]	8570080167	2027788	e	e	front
levert	[/N][Nom]	8570080167	14755	e	e	front
nyelvsíp	[/N][Nom]	8570080167	212	e	í	front
rakett	[/N][Nom]	8570080167	71	a	e	mixed
remél	[/N][Nom]	8570080167	1169763	e	é	front
slafrok	[/N][Nom]	8570080167	190	a	o	back
svábtök	[/N][Nom]	8570080167	33	á	ö	mixed
sürget	[/N][Nom]	8570080167	66928	ü	e	front
tágság	[/N][Nom]	8570080167	87	á	á	back
táplál	[/N][Nom]	8570080167	150811	á	á	back
többi	[/N][Nom]	8570080167	2529112	ö	i	front
árstop	[/N][Nom]	8570080167	53	á	o	back
centis	[/N][Nom]	8570080167	56175	e	i	front
elvi	[/N][Nom]	8570080167	110614	e	i	front
evő	[/N][Nom]	8570080167	9521	e	ő	front
fejlés	[/N][Nom]	8570080167	115	e	é	front
gógyis	[/N][Nom]	8570080167	107	ó	i	mixed
hollét	[/N][Nom]	8570080167	10945	o	é	mixed
lichthóf	[/N][Nom]	8570080167	100	i	ó	mixed
megöl	[/N][Nom]	8570080167	235342	e	ö	front
melyik	[/N][Nom]	8570080167	1176930	e	i	front
mindez	[/N][Nom]	8570080167	2026549	i	e	front
művaj	[/N][Nom]	8570080167	74	ű	a	mixed
slejfni	[/N][Nom]	8570080167	101	e	i	front
sztringet	[/N][Nom]	8570080167	31	i	e	front
szörös	[/N][Nom]	8570080167	977	ö	ö	front
tréma	[/N][Nom]	8570080167	84	é	a	mixed
visel	[/N][Nom]	8570080167	848951	i	e	front
alél	[/N][Nom]	8570080167	1312	a	é	mixed
balság	[/N][Nom]	8570080167	45	a	á	back
bélyi	[/N][Nom]	8570080167	192	é	i	front
csáté	[/N][Nom]	8570080167	37	á	é	mixed
címkéz	[/N][Nom]	8570080167	11055	í	é	front
fricsi	[/N][Nom]	8570080167	497	i	i	front
macás	[/N][Nom]	8570080167	53	a	á	back
nemcsak	[/N][Nom]	8570080167	1882767	e	a	mixed
nyílik	[/N][Nom]	8570080167	769981	í	i	front
pakfon	[/N][Nom]	8570080167	41	a	o	back
plümó	[/N][Nom]	8570080167	50	ü	ó	mixed
rosszpénz	[/N][Nom]	8570080167	74	o	é	mixed
tudta	[/N][Nom]	8570080167	102323	u	a	back
tűzköd	[/N][Nom]	8570080167	230	ű	ö	front
zsérci	[/N][Nom]	8570080167	74	é	i	front
ültet	[/N][Nom]	8570080167	255172	ü	e	front
aljas	[/N][Nom]	8570080167	57631	a	a	back
alá	[/N][Nom]	8570080167	1868675	a	á	back
aszik	[/N][Nom]	8570080167	5633	a	i	mixed
balos	[/N][Nom]	8570080167	29916	a	o	back
bezzeg	[/N][Nom]	8570080167	61299	e	e	front
buzgás	[/N][Nom]	8570080167	91	u	á	back
bővül	[/N][Nom]	8570080167	337143	ő	ü	front
csupán	[/N][Nom]	8570080167	1757706	u	á	back
eddig	[/N][Nom]	8570080167	2546840	e	i	front
fajzás	[/N][Nom]	8570080167	368	a	á	back
fektet	[/N][Nom]	8570080167	267456	e	e	front
fémfüst	[/N][Nom]	8570080167	48	é	ü	front
hajol	[/N][Nom]	8570080167	72506	a	o	back
hegyrajz	[/N][Nom]	8570080167	60	e	a	mixed
honi	[/N][Nom]	8570080167	38914	o	i	mixed
humán	[/N][Nom]	8570080167	191365	u	á	back
kerít	[/N][Nom]	8570080167	79230	e	í	front
kántál	[/N][Nom]	8570080167	5762	á	á	back
lófog	[/N][Nom]	8570080167	215	ó	o	back
mettől	[/N][Nom]	8570080167	4102	e	ő	front
nevel	[/N][Nom]	8570080167	344097	e	e	front
normál	[/N][Nom]	8570080167	434493	o	á	back
pamat	[/N][Nom]	8570080167	85	a	a	back
retteg	[/N][Nom]	8570080167	102126	e	e	front
riad	[/N][Nom]	8570080167	42275	i	a	mixed
rosszság	[/N][Nom]	8570080167	69	o	á	back
rőti	[/N][Nom]	8570080167	42	ő	i	front
sarzsi	[/N][Nom]	8570080167	615	a	i	mixed
szalad	[/N][Nom]	8570080167	136755	a	a	back
sörét	[/N][Nom]	8570080167	1593	ö	é	front
villan	[/N][Nom]	8570080167	42940	i	a	mixed
álhaj	[/N][Nom]	8570080167	64	á	a	back
áraz	[/N][Nom]	8570080167	14513	á	a	back
alant	[/N][Nom]	8570080167	17109	a	a	back
barhent	[/N][Nom]	8570080167	46	a	e	mixed
basztard	[/N][Nom]	8570080167	82	a	a	back
carte	[/N][Nom]	8570080167	17110	a	e	mixed
csögi	[/N][Nom]	8570080167	29	ö	i	front
csökken	[/N][Nom]	8570080167	1246910	ö	e	front
dzsogging	[/N][Nom]	8570080167	97	o	i	mixed
flokon	[/N][Nom]	8570080167	47	o	o	back
házi	[/N][Nom]	8570080167	478518	á	i	mixed
izmos	[/N][Nom]	8570080167	53184	i	o	mixed
karol	[/N][Nom]	8570080167	22593	a	o	back
köpcös	[/N][Nom]	8570080167	5041	ö	ö	front
különb	[/N][Nom]	8570080167	32025	ü	ö	front
mentes	[/N][Nom]	8570080167	315645	e	e	front
nővén	[/N][Nom]	8570080167	34	ő	é	front
rótta	[/N][Nom]	8570080167	94	ó	a	back
szekáns	[/N][Nom]	8570080167	31	e	á	mixed
tübbing	[/N][Nom]	8570080167	96	ü	i	front
uzdi	[/N][Nom]	8570080167	114	u	i	mixed
végez	[/N][Nom]	8570080167	3074085	é	e	front
zámi	[/N][Nom]	8570080167	103	á	i	mixed
érte	[/N][Nom]	8570080167	5622	é	e	front
alvad	[/N][Nom]	8570080167	1690	a	a	back
amint	[/N][Nom]	8570080167	775533	a	i	mixed
avat	[/N][Nom]	8570080167	152021	a	a	back
csányi	[/N][Nom]	8570080167	66559	á	i	mixed
csüngő	[/N][Nom]	8570080167	6944	ü	ő	front
elvan	[/N][Nom]	8570080167	51714	e	a	mixed
esik	[/N][Nom]	8570080167	1885634	e	i	front
felzet	[/N][Nom]	8570080167	139	e	e	front
frisshús	[/N][Nom]	8570080167	78	i	ú	mixed
fura	[/N][Nom]	8570080167	201508	u	a	back
illik	[/N][Nom]	8570080167	433674	i	i	front
masli	[/N][Nom]	8570080167	151	a	i	mixed
medok	[/N][Nom]	8570080167	32	e	o	mixed
natív	[/N][Nom]	8570080167	28292	a	í	mixed
nemi	[/N][Nom]	8570080167	260987	e	i	front
porló	[/N][Nom]	8570080167	1078	o	ó	back
puji	[/N][Nom]	8570080167	45	u	i	mixed
sásrét	[/N][Nom]	8570080167	167	á	é	mixed
tűzet	[/N][Nom]	8570080167	47	ű	e	front
vadrozs	[/N][Nom]	8570080167	39	a	o	back
vakol	[/N][Nom]	8570080167	5817	a	o	back
vigvam	[/N][Nom]	8570080167	112	i	a	mixed
zörgő	[/N][Nom]	8570080167	4117	ö	ő	front
éppen	[/N][Nom]	8570080167	2841000	é	e	front
őrlet	[/N][Nom]	8570080167	269	ő	e	front
birsfa	[/N][Nom]	8570080167	76	i	a	mixed
cafra	[/N][Nom]	8570080167	40	a	a	back
csöbi	[/N][Nom]	8570080167	32	ö	i	front
dublőz	[/N][Nom]	8570080167	93	u	ő	mixed
egyéb	[/N][Nom]	8570080167	3909899	e	é	front
fuvat	[/N][Nom]	8570080167	165	u	a	back
görgés	[/N][Nom]	8570080167	78	ö	é	front
hítta	[/N][Nom]	8570080167	48	í	a	mixed
jelent	[/N][Nom]	8570080167	6046405	e	e	front
jobbik	[/N][Nom]	8570080167	11382	o	i	mixed
magrügy	[/N][Nom]	8570080167	66	a	ü	mixed
profosz	[/N][Nom]	8570080167	39	o	o	back
pótszög	[/N][Nom]	8570080167	117	ó	ö	mixed
redős	[/N][Nom]	8570080167	1408	e	ő	front
sajnos	[/N][Nom]	8570080167	2205530	a	o	back
snicli	[/N][Nom]	8570080167	52	i	i	front
svédség	[/N][Nom]	8570080167	68	é	é	front
szorul	[/N][Nom]	8570080167	300521	o	u	back
szánás	[/N][Nom]	8570080167	127	á	á	back
sárló	[/N][Nom]	8570080167	356	á	ó	back
sétál	[/N][Nom]	8570080167	318982	é	á	mixed
terjeszt	[/N][Nom]	8570080167	270068	e	e	front
téved	[/N][Nom]	8570080167	243797	é	e	front
tűfok	[/N][Nom]	8570080167	179	ű	o	mixed
vadonc	[/N][Nom]	8570080167	59	a	o	back
vegyi	[/N][Nom]	8570080167	112693	e	i	front
üldöz	[/N][Nom]	8570080167	82320	ü	ö	front
dózni	[/N][Nom]	8570080167	95	ó	i	mixed
faksznis	[/N][Nom]	8570080167	104	a	i	mixed
harcol	[/N][Nom]	8570080167	311822	a	o	back
heven	[/N][Nom]	8570080167	43	e	e	front
játszik	[/N][Nom]	8570080167	2672605	á	i	mixed
megvan	[/N][Nom]	8570080167	1061010	e	a	mixed
nevet	[/N][Nom]	8570080167	314185	e	e	front
sajnál	[/N][Nom]	8570080167	357615	a	á	back
sprődség	[/N][Nom]	8570080167	73	ő	é	front
suviksz	[/N][Nom]	8570080167	41	u	i	mixed
vigad	[/N][Nom]	8570080167	6314	i	a	mixed
zabás	[/N][Nom]	8570080167	82	a	á	back
álérv	[/N][Nom]	8570080167	129	á	é	mixed
aktív	[/N][Nom]	8570080167	1241267	a	í	mixed
bibés	[/N][Nom]	8570080167	57	i	é	front
bujtvány	[/N][Nom]	8570080167	60	u	á	back
béri	[/N][Nom]	8570080167	4748	é	i	front
ergo	[/N][Nom]	8570080167	52590	e	o	mixed
fotőj	[/N][Nom]	8570080167	171	o	ő	mixed
gyakran	[/N][Nom]	8570080167	1759674	a	a	back
hodi	[/N][Nom]	8570080167	171	o	i	mixed
hulli	[/N][Nom]	8570080167	93	u	i	mixed
hátrébb	[/N][Nom]	8570080167	31950	á	é	mixed
kamgarn	[/N][Nom]	8570080167	33	a	a	back
kerci	[/N][Nom]	8570080167	196	e	i	front
kéklő	[/N][Nom]	8570080167	4514	é	ő	front
liheg	[/N][Nom]	8570080167	25557	i	e	front
megbíz	[/N][Nom]	8570080167	117029	e	í	front
mongol	[/N][Nom]	8570080167	39363	o	o	back
nősült	[/N][Nom]	8570080167	291	ő	ü	front
perfekt	[/N][Nom]	8570080167	13704	e	e	front
párló	[/N][Nom]	8570080167	125	á	ó	back
széles	[/N][Nom]	8570080167	1371906	é	e	front
tetszvén	[/N][Nom]	8570080167	24	e	é	front
apad	[/N][Nom]	8570080167	21269	a	a	back
búvás	[/N][Nom]	8570080167	36	ú	á	back
globol	[/N][Nom]	8570080167	28	o	o	back
gúnykép	[/N][Nom]	8570080167	145	ú	é	mixed
hehe	[/N][Nom]	8570080167	17481	e	e	front
hibrid	[/N][Nom]	8570080167	149292	i	i	front
klasszság	[/N][Nom]	8570080167	40	a	á	back
konok	[/N][Nom]	8570080167	19676	o	o	back
korholt	[/N][Nom]	8570080167	132	o	o	back
likacs	[/N][Nom]	8570080167	310	i	a	mixed
mégis	[/N][Nom]	8570080167	2748927	é	i	front
neci	[/N][Nom]	8570080167	45	e	i	front
nedves	[/N][Nom]	8570080167	227493	e	e	front
olyan	[/N][Nom]	8570080167	16358120	o	a	back
pakol	[/N][Nom]	8570080167	138415	a	o	back
segít	[/N][Nom]	8570080167	4682124	e	í	front
serbli	[/N][Nom]	8570080167	120	e	i	front
szerte	[/N][Nom]	8570080167	134462	e	e	front
túli	[/N][Nom]	8570080167	236827	ú	i	mixed
álbölcs	[/N][Nom]	8570080167	75	á	ö	mixed
álltat	[/N][Nom]	8570080167	1625	á	a	back
örök	[/N][Nom]	8570080167	578271	ö	ö	front
bámul	[/N][Nom]	8570080167	131539	á	u	back
csúzos	[/N][Nom]	8570080167	293	ú	o	back
fustély	[/N][Nom]	8570080167	111	u	é	mixed
fútta	[/N][Nom]	8570080167	81	ú	a	back
gyűrűz	[/N][Nom]	8570080167	9566	ű	ű	front
görvély	[/N][Nom]	8570080167	31	ö	é	front
gúnyos	[/N][Nom]	8570080167	31344	ú	o	back
idén	[/N][Nom]	8570080167	2277496	i	é	front
konfekt	[/N][Nom]	8570080167	43	o	e	mixed
közé	[/N][Nom]	8570080167	1466664	ö	é	front
mulat	[/N][Nom]	8570080167	43281	u	a	back
mérgez	[/N][Nom]	8570080167	27036	é	e	front
negyven	[/N][Nom]	8570080167	215960	e	e	front
sportos	[/N][Nom]	8570080167	131526	o	o	back
szavaz	[/N][Nom]	8570080167	493710	a	a	back
szekánt	[/N][Nom]	8570080167	71	e	á	mixed
szűnő	[/N][Nom]	8570080167	5787	ű	ő	front
terhel	[/N][Nom]	8570080167	414255	e	e	front
tudhat	[/N][Nom]	8570080167	192	u	a	back
tüntet	[/N][Nom]	8570080167	335348	ü	e	front
tűnhet	[/N][Nom]	8570080167	231	ű	e	front
vélés	[/N][Nom]	8570080167	42	é	é	front
ömöl	[/N][Nom]	8570080167	162	ö	ö	front
amily	[/N][Nom]	8570080167	7263	a	i	mixed
amíg	[/N][Nom]	8570080167	1593916	a	í	mixed
amúgy	[/N][Nom]	8570080167	914960	a	ú	back
aszás	[/N][Nom]	8570080167	35	a	á	back
bősi	[/N][Nom]	8570080167	2684	ő	i	front
dimbes	[/N][Nom]	8570080167	382	i	e	front
diviz	[/N][Nom]	8570080167	37	i	i	front
felül	[/N][Nom]	8570080167	695561	e	ü	front
hajtat	[/N][Nom]	8570080167	3946	a	a	back
jelez	[/N][Nom]	8570080167	1474107	e	e	front
kézíj	[/N][Nom]	8570080167	81	é	í	front
lila	[/N][Nom]	8570080167	145215	i	a	mixed
lóbál	[/N][Nom]	8570080167	7692	ó	á	back
mikor	[/N][Nom]	8570080167	2786281	i	o	mixed
művi	[/N][Nom]	8570080167	17353	ű	i	front
netán	[/N][Nom]	8570080167	164423	e	á	mixed
nyolcvan	[/N][Nom]	8570080167	65853	o	a	back
nőnél	[/N][Nom]	8570080167	88	ő	é	front
pempős	[/N][Nom]	8570080167	109	e	ő	front
pörgő	[/N][Nom]	8570080167	11923	ö	ő	front
riog	[/N][Nom]	8570080167	93	i	o	mixed
tárul	[/N][Nom]	8570080167	81379	á	u	back
ajzás	[/N][Nom]	8570080167	32	a	á	back
beér	[/N][Nom]	8570080167	111575	e	é	front
bármi	[/N][Nom]	8570080167	827617	á	i	mixed
bővít	[/N][Nom]	8570080167	279145	ő	í	front
dörmög	[/N][Nom]	8570080167	6847	ö	ö	front
ellik	[/N][Nom]	8570080167	172853	e	i	front
fölött	[/N][Nom]	8570080167	499833	ö	ö	front
gyerki	[/N][Nom]	8570080167	61	e	i	front
győzött	[/N][Nom]	8570080167	172	ő	ö	front
kobrás	[/N][Nom]	8570080167	38	o	á	back
kreton	[/N][Nom]	8570080167	47	e	o	mixed
lampasz	[/N][Nom]	8570080167	44	a	a	back
leír	[/N][Nom]	8570080167	538640	e	í	front
nullfok	[/N][Nom]	8570080167	112	u	o	back
orzás	[/N][Nom]	8570080167	47	o	á	back
pedzés	[/N][Nom]	8570080167	37	e	é	front
pihen	[/N][Nom]	8570080167	378745	i	e	front
púzás	[/N][Nom]	8570080167	40	ú	á	back
repül	[/N][Nom]	8570080167	256901	e	ü	front
rohi	[/N][Nom]	8570080167	49	o	i	mixed
sujtár	[/N][Nom]	8570080167	22	u	á	back
szarvalt	[/N][Nom]	8570080167	104	a	a	back
szögecs	[/N][Nom]	8570080167	123	ö	e	front
taszter	[/N][Nom]	8570080167	62	a	e	mixed
temet	[/N][Nom]	8570080167	111322	e	e	front
tikkaszt	[/N][Nom]	8570080167	196	i	a	mixed
turhás	[/N][Nom]	8570080167	58	u	á	back
tűrő	[/N][Nom]	8570080167	23313	ű	ő	front
őröl	[/N][Nom]	8570080167	42637	ő	ö	front
bírál	[/N][Nom]	8570080167	145846	í	á	mixed
dáli	[/N][Nom]	8570080167	65	á	i	mixed
dánság	[/N][Nom]	8570080167	29	á	á	back
dúltság	[/N][Nom]	8570080167	55	ú	á	back
ellent	[/N][Nom]	8570080167	40660	e	e	front
ereszt	[/N][Nom]	8570080167	89383	e	e	front
fertőz	[/N][Nom]	8570080167	51974	e	ő	front
frigid	[/N][Nom]	8570080167	2285	i	i	front
félség	[/N][Nom]	8570080167	31	é	é	front
kői	[/N][Nom]	8570080167	667	ő	i	front
megnőtt	[/N][Nom]	8570080167	472	e	ő	front
nagybot	[/N][Nom]	8570080167	32	a	o	back
nemci	[/N][Nom]	8570080167	38	e	i	front
növő	[/N][Nom]	8570080167	23574	ö	ő	front
pállás	[/N][Nom]	8570080167	32	á	á	back
raplis	[/N][Nom]	8570080167	155	a	i	mixed
rohan	[/N][Nom]	8570080167	190269	o	a	back
saját	[/N][Nom]	8570080167	6403207	a	á	back
sehol	[/N][Nom]	8570080167	299161	e	o	mixed
spachtli	[/N][Nom]	8570080167	47	a	i	mixed
szelel	[/N][Nom]	8570080167	1741	e	e	front
szervi	[/N][Nom]	8570080167	34704	e	i	front
szikkaszt	[/N][Nom]	8570080167	1403	i	a	mixed
számláz	[/N][Nom]	8570080167	28527	á	á	back
terjed	[/N][Nom]	8570080167	532381	e	e	front
tükröz	[/N][Nom]	8570080167	314133	ü	ö	front
unszol	[/N][Nom]	8570080167	3453	u	o	back
vajon	[/N][Nom]	8570080167	1036614	a	o	back
vesztő	[/N][Nom]	8570080167	7484	e	ő	front
árul	[/N][Nom]	8570080167	339829	á	u	back
becéz	[/N][Nom]	8570080167	19269	e	é	front
beszél	[/N][Nom]	8570080167	3852454	e	é	front
centes	[/N][Nom]	8570080167	3574	e	e	front
csehség	[/N][Nom]	8570080167	37	e	é	front
ejtő	[/N][Nom]	8570080167	29474	e	ő	front
falánk	[/N][Nom]	8570080167	6684	a	á	back
házalt	[/N][Nom]	8570080167	151	á	a	back
kedvel	[/N][Nom]	8570080167	328178	e	e	front
káros	[/N][Nom]	8570080167	453339	á	o	back
lucskos	[/N][Nom]	8570080167	5736	u	o	back
merről	[/N][Nom]	8570080167	215	e	ő	front
nehogy	[/N][Nom]	8570080167	313278	e	o	mixed
nyelves	[/N][Nom]	8570080167	2349	e	e	front
ontás	[/N][Nom]	8570080167	687	o	á	back
riszál	[/N][Nom]	8570080167	2852	i	á	mixed
rossa	[/N][Nom]	8570080167	53	o	a	back
rémlés	[/N][Nom]	8570080167	21	é	é	front
szurkol	[/N][Nom]	8570080167	86493	u	o	back
szusszan	[/N][Nom]	8570080167	7016	u	a	back
talpalt	[/N][Nom]	8570080167	89	a	a	back
tényleg	[/N][Nom]	8570080167	1740506	é	e	front
vérbő	[/N][Nom]	8570080167	5013	é	ő	front
élénk	[/N][Nom]	8570080167	198914	é	é	front
őrjöng	[/N][Nom]	8570080167	12121	ő	ö	front
akut	[/N][Nom]	8570080167	79807	a	u	back
balga	[/N][Nom]	8570080167	14647	a	a	back
ennyi	[/N][Nom]	8570080167	1208762	e	i	front
girbe	[/N][Nom]	8570080167	28	i	e	front
gyorsfény	[/N][Nom]	8570080167	43	o	é	mixed
hutti	[/N][Nom]	8570080167	22	u	i	mixed
jötte	[/N][Nom]	8570080167	8560	ö	e	front
kerget	[/N][Nom]	8570080167	72977	e	e	front
komoly	[/N][Nom]	8570080167	2549781	o	o	back
kólyi	[/N][Nom]	8570080167	32	ó	i	mixed
könnyár	[/N][Nom]	8570080167	62	ö	á	mixed
miránk	[/N][Nom]	8570080167	21	i	á	mixed
nyitja	[/N][Nom]	8570080167	3886	i	a	mixed
növel	[/N][Nom]	8570080167	914079	ö	e	front
rendül	[/N][Nom]	8570080167	4986	e	ü	front
