form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	base	derivational	nsyl	base_tr
kétszínűsködök	4	kétszínűsködö	[/V][Prs.NDef.1Sg]	lakom/lakok	49	8570080167	kétszínűsködöm	1	2.5	0.9162907318741552	kétszínűsködik	NA	4	kétßínűsködik
kettőzök	6	kettőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	1835	8570080167	kettőzöm	1	3.5	1.252762968495368	kettőzik	zik	2	kettőzik
kezdődök	170	kezdődö	[/V][Prs.NDef.1Sg]	lakom/lakok	1316010	8570080167	kezdődöm	33	5.029411764705882	1.6153030318864985	kezdődik	NA	2	kezdődik
kezeskedek	40	kezeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	3469	8570080167	kezeskedem	330	0.12386706948640484	-2.088546308672755	kezeskedik	NA	3	kezeskedik
kézilabdázok	97	kézilabdázo	[/V][Prs.NDef.1Sg]	lakom/lakok	8370	8570080167	kézilabdázom	79	1.225	0.2029408439966904	kézilabdázik	zik	4	kézilabdázik
kézimunkázok	45	kézimunkázo	[/V][Prs.NDef.1Sg]	lakom/lakok	2207	8570080167	kézimunkázom	29	1.5333333333333334	0.42744401482693967	kézimunkázik	zik	4	kézimunkázik
kiáltozok	45	kiáltozo	[/V][Prs.NDef.1Sg]	lakom/lakok	13243	8570080167	kiáltozom	105	0.4339622641509434	-0.8347976976229721	kiáltozik	zik	3	kiáltozik
kiéleződök	1	kiéleződö	[/V][Prs.NDef.1Sg]	lakom/lakok	6075	8570080167	kiéleződöm	2	0.6666666666666666	-0.4054651081081645	kiéleződik	NA	4	kiéleződik
kínlódok	1203	kínlódo	[/V][Prs.NDef.1Sg]	lakom/lakok	23589	8570080167	kínlódom	514	2.337864077669903	0.8492377252050303	kínlódik	NA	2	kínlódik
kisebbedek	3	kisebbede	[/V][Prs.NDef.1Sg]	lakom/lakok	1371	8570080167	kisebbedem	1	2	0.6931471805599453	kisebbedik	NA	3	kisebbedik
kitárulkozok	9	kitárulkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	4038	8570080167	kitárulkozom	113	0.08771929824561403	-2.4336133554004498	kitárulkozik	zik	4	kitárulkozik
kíváncsiskodok	69	kíváncsiskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4599	8570080167	kíváncsiskodom	143	0.4861111111111111	-0.7213180575266417	kíváncsiskodik	NA	4	kívánçiskodik
kívánkozok	86	kívánkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	19880	8570080167	kívánkozom	379	0.22894736842105265	-1.474263134065848	kívánkozik	zik	3	kívánkozik
kocsikázok	86	kocsikázo	[/V][Prs.NDef.1Sg]	lakom/lakok	5753	8570080167	kocsikázom	18	4.578947368421052	1.5214691394881432	kocsikázik	zik	3	koçikázik
költekezek	41	költekeze	[/V][Prs.NDef.1Sg]	lakom/lakok	6117	8570080167	költekezem	27	1.5	0.4054651081081644	költekezik	zik	3	költekezik
költözek	6	költöze	[/V][Prs.NDef.1Sg]	lakom/lakok	393996	8570080167	költözem	2	2.3333333333333335	0.8472978603872037	költözik	zik	2	költözik
költözködök	41	költözködö	[/V][Prs.NDef.1Sg]	lakom/lakok	3358	8570080167	költözködöm	73	0.5675675675675675	-0.5663954749208014	költözködik	NA	3	költözködik
költözök	1141	költözö	[/V][Prs.NDef.1Sg]	lakom/lakok	393996	8570080167	költözöm	3316	0.344287006331022	-1.066279648731097	költözik	zik	2	költözik
komédiázok	13	komédiázo	[/V][Prs.NDef.1Sg]	lakom/lakok	1738	8570080167	komédiázom	7	1.75	0.5596157879354227	komédiázik	zik	4	komédiázik
komolyodok	6	komolyodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3885	8570080167	komolyodom	17	0.3888888888888889	-0.9444616088408514	komolyodik	NA	3	komo¬odik
komolytalankodok	20	komolytalankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	492	8570080167	komolytalankodom	4	4.2	1.4350845252893227	komolytalankodik	NA	5	komo¬talankodik
komorodok	5	komorodo	[/V][Prs.NDef.1Sg]	lakom/lakok	605	8570080167	komorodom	4	1.2	0.1823215567939546	komorodik	NA	3	komorodik
könnyezek	474	könnyeze	[/V][Prs.NDef.1Sg]	lakom/lakok	19660	8570080167	könnyezem	66	7.08955223880597	1.958622184643675	könnyezik	zik	2	kön¥ezik
konszolidálódok	2	konszolidálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	3601	8570080167	konszolidálódom	2	1	0	konszolidálódik	NA	5	konßolidálódik
kontárkodok	45	kontárkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1129	8570080167	kontárkodom	92	0.4946236559139785	-0.703958096664161	kontárkodik	NA	3	kontárkodik
kopaszodok	42	kopaszodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3051	8570080167	kopaszodom	168	0.25443786982248523	-1.3686985992295109	kopaszodik	NA	3	kopaßodik
korcsolyázok	65	korcsolyázo	[/V][Prs.NDef.1Sg]	lakom/lakok	13624	8570080167	korcsolyázom	260	0.25287356321839083	-1.374865665296268	korcsolyázik	zik	3	korço¬ázik
korlátozódok	9	korlátozódo	[/V][Prs.NDef.1Sg]	lakom/lakok	62047	8570080167	korlátozódom	33	0.29411764705882354	-1.2237754316221157	korlátozódik	NA	4	korlátozódik
korosodok	7	korosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1301	8570080167	korosodom	77	0.10256410256410256	-2.277267285009756	korosodik	NA	3	korosodik
korteskedek	13	korteskede	[/V][Prs.NDef.1Sg]	lakom/lakok	844	8570080167	korteskedem	6	2	0.6931471805599453	korteskedik	NA	3	korteskedik
körülményeskedek	12	körülményeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	254	8570080167	körülményeskedem	1	6.5	1.8718021769015911	körülményeskedik	NA	5	körülmé¥eskedik
korzózok	12	korzózo	[/V][Prs.NDef.1Sg]	lakom/lakok	2269	8570080167	korzózom	8	1.4444444444444444	0.36772478012531734	korzózik	zik	2	korzózik
kosarazok	110	kosarazo	[/V][Prs.NDef.1Sg]	lakom/lakok	7721	8570080167	kosarazom	83	1.3214285714285714	0.2787134024690205	kosarazik	zik	3	kosarazik
kosárlabdázok	54	kosárlabdázo	[/V][Prs.NDef.1Sg]	lakom/lakok	5674	8570080167	kosárlabdázom	58	0.9322033898305084	-0.07020425867324857	kosárlabdázik	zik	4	kosárlabdázik
kotnyeleskedek	20	kotnyeleskede	[/V][Prs.NDef.1Sg]	lakom/lakok	479	8570080167	kotnyeleskedem	5	3.5	1.252762968495368	kotnyeleskedik	NA	4	kot¥eleskedik
kötődök	506	kötődö	[/V][Prs.NDef.1Sg]	lakom/lakok	196712	8570080167	kötődöm	3339	0.15179640718562873	-1.885215082379563	kötődik	NA	2	kötődik
kotorászok	250	kotorászo	[/V][Prs.NDef.1Sg]	lakom/lakok	7658	8570080167	kotorászom	90	2.758241758241758	1.0145934326149335	kotorászik	szik	3	kotoráßik
kötözködök	236	kötözködö	[/V][Prs.NDef.1Sg]	lakom/lakok	6981	8570080167	kötözködöm	354	0.6676056338028169	-0.4040576483402846	kötözködik	NA	3	kötözködik
kotródok	14	kotródo	[/V][Prs.NDef.1Sg]	lakom/lakok	1221	8570080167	kotródom	7	1.875	0.6286086594223741	kotródik	NA	2	kotródik
követelőzök	33	követelőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	4650	8570080167	követelőzöm	4	6.8	1.916922612182061	követelőzik	zik	4	követelőzik
következek	193	következe	[/V][Prs.NDef.1Sg]	lakom/lakok	1151088	8570080167	következem	625	0.30990415335463256	-1.1714922120367706	következik	zik	3	következik
közeledek	1658	közelede	[/V][Prs.NDef.1Sg]	lakom/lakok	245136	8570080167	közeledem	663	2.4984939759036147	0.9156881407140108	közeledik	NA	3	közeledik
közlekedek	1741	közlekede	[/V][Prs.NDef.1Sg]	lakom/lakok	287338	8570080167	közlekedem	1564	1.1130990415335462	0.10714805443819442	közlekedik	NA	3	közlekedik
közösködök	9	közösködö	[/V][Prs.NDef.1Sg]	lakom/lakok	2915	8570080167	közösködöm	63	0.15625	-1.8562979903656265	közösködik	NA	3	közösködik
kufárkodok	3	kufárkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	698	8570080167	kufárkodom	3	1	0	kufárkodik	NA	3	kufárkodik
kukacoskodok	63	kukacoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1681	8570080167	kukacoskodom	71	0.8888888888888888	-0.11778303565638353	kukacoskodik	NA	4	kukacoskodik
kuktáskodok	1	kuktáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	445	8570080167	kuktáskodom	7	0.25	-1.3862943611198906	kuktáskodik	NA	3	kuktáskodik
különcködök	14	különcködö	[/V][Prs.NDef.1Sg]	lakom/lakok	660	8570080167	különcködöm	19	0.75	-0.2876820724517809	különcködik	NA	3	különcködik
kunyizok	18	kunyizo	[/V][Prs.NDef.1Sg]	lakom/lakok	393	8570080167	kunyizom	1	9.5	2.2512917986064953	kunyizik	zik	2	ku¥izik
kupálódok	7	kupálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	393	8570080167	kupálódom	2	2.6666666666666665	0.9808292530117262	kupálódik	NA	3	kupálódik
kuporodok	38	kuporodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3941	8570080167	kuporodom	38	1	0	kuporodik	NA	3	kuporodik
küszködök	2497	küszködö	[/V][Prs.NDef.1Sg]	lakom/lakok	65981	8570080167	küszködöm	1652	1.5111917725347852	0.4128985928644987	küszködik	NA	2	küßködik
kutakodok	516	kutakodo	[/V][Prs.NDef.1Sg]	lakom/lakok	25692	8570080167	kutakodom	384	1.3428571428571427	0.2947995402206448	kutakodik	NA	3	kutakodik
kutyázok	52	kutyázo	[/V][Prs.NDef.1Sg]	lakom/lakok	1659	8570080167	kutyázom	170	0.30994152046783624	-1.171371642950538	kutyázik	zik	2	ku†ázik
lábadozok	134	lábadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	7640	8570080167	lábadozom	209	0.6428571428571429	-0.4418327522790392	lábadozik	zik	3	lábadozik
lábatlankodok	27	lábatlankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1479	8570080167	lábatlankodom	26	1.037037037037037	0.03636764417087479	lábatlankodik	NA	4	lábatlankodik
lakok	5680	lako	[/V][Prs.NDef.1Sg]	lakom/lakok	612717	8570080167	lakom	44987	0.12627811860940696	-2.0692685139667852	lakik	NA	1	lakik
lakozok	11	lakozo	[/V][Prs.NDef.1Sg]	lakom/lakok	39428	8570080167	lakozom	382	0.03133159268929503	-3.4631283393926457	lakozik	zik	2	lakozik
látszok	195	látszo	[/V][Prs.NDef.1Sg]	lakom/lakok	1217735	8570080167	látszom	1964	0.09974554707379137	-2.3051328650728444	látszik	szik	1	látßik
lázadozok	37	lázadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	5616	8570080167	lázadozom	97	0.3877551020408163	-0.9473813189441862	lázadozik	zik	3	lázadozik
lázasodok	18	lázasodo	[/V][Prs.NDef.1Sg]	lakom/lakok	964	8570080167	lázasodom	20	0.9047619047619048	-0.10008345855698252	lázasodik	NA	3	lázasodik
legénykedek	6	legénykede	[/V][Prs.NDef.1Sg]	lakom/lakok	363	8570080167	legénykedem	5	1.1666666666666667	0.15415067982725836	legénykedik	NA	3	legé¥kedik
legyeskedek	20	legyeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	1730	8570080167	legyeskedem	5	3.5	1.252762968495368	legyeskedik	NA	3	le©eskedik
leledzek	88	leledze	[/V][Prs.NDef.1Sg]	lakom/lakok	8370	8570080167	leledzem	87	1.0113636363636365	0.01129955525393346	leledzik	zik	2	leledzik
lélegezek	3	lélegeze	[/V][Prs.NDef.1Sg]	lakom/lakok	903	8570080167	lélegezem	3	1	0	lélegezik	zik	3	lélegezik
lélegzek	483	lélegze	[/V][Prs.NDef.1Sg]	lakom/lakok	82329	8570080167	lélegzem	266	1.8127340823970035	0.5948362483163822	lélegzik	zik	2	lélegzik
lelkendezek	98	lelkendeze	[/V][Prs.NDef.1Sg]	lakom/lakok	9487	8570080167	lelkendezem	14	6.6	1.8870696490323795	lelkendezik	zik	3	lelkendezik
lelkesedek	306	lelkesede	[/V][Prs.NDef.1Sg]	lakom/lakok	33550	8570080167	lelkesedem	566	0.5414462081128748	-0.6135115561405549	lelkesedik	NA	3	lelkesedik
lelombozódok	13	lelombozódo	[/V][Prs.NDef.1Sg]	lakom/lakok	646	8570080167	lelombozódom	26	0.5185185185185185	-0.6567795363890705	lelombozódik	NA	4	lelombozódik
lepleződök	1	lepleződö	[/V][Prs.NDef.1Sg]	lakom/lakok	2867	8570080167	lepleződöm	4	0.4	-0.916290731874155	lepleződik	NA	3	lepleződik
lepődök	2674	lepődö	[/V][Prs.NDef.1Sg]	lakom/lakok	86473	8570080167	lepődöm	2068	1.292895118414693	0.2568839815845639	lepődik	NA	2	lepődik
leselkedek	44	leselkede	[/V][Prs.NDef.1Sg]	lakom/lakok	19027	8570080167	leselkedem	35	1.25	0.22314355131420976	leselkedik	NA	3	leselkedik
leskelődök	79	leskelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	5010	8570080167	leskelődöm	82	0.963855421686747	-0.03681397312271631	leskelődik	NA	3	leskelődik
létezek	598	léteze	[/V][Prs.NDef.1Sg]	lakom/lakok	1297361	8570080167	létezem	5410	0.11070042506006283	-2.200927599527286	létezik	zik	2	létezik
levegőzök	31	levegőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	5361	8570080167	levegőzöm	15	2	0.6931471805599453	levegőzik	zik	3	levegőzik
lökdösődök	8	lökdösődö	[/V][Prs.NDef.1Sg]	lakom/lakok	3007	8570080167	lökdösődöm	4	1.8	0.5877866649021191	lökdösődik	NA	3	lökdösődik
lottózok	70	lottózo	[/V][Prs.NDef.1Sg]	lakom/lakok	2828	8570080167	lottózom	234	0.3021276595744681	-1.1969056371028437	lottózik	zik	2	lottózik
lovacskázok	2	lovacskázo	[/V][Prs.NDef.1Sg]	lakom/lakok	264	8570080167	lovacskázom	4	0.6	-0.5108256237659907	lovacskázik	zik	3	lovaçkázik
lúdbőrzök	34	lúdbőrzö	[/V][Prs.NDef.1Sg]	lakom/lakok	416	8570080167	lúdbőrzöm	1	17.5	2.862200880929469	lúdbőrzik	zik	2	lúdbőrzik
lustálkodok	58	lustálkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6541	8570080167	lustálkodom	192	0.30569948186528495	-1.185152744999166	lustálkodik	NA	3	lustálkodik
magasodok	17	magasodo	[/V][Prs.NDef.1Sg]	lakom/lakok	22549	8570080167	magasodom	21	0.8181818181818182	-0.2006706954621511	magasodik	NA	3	magasodik
magázódok	11	magázódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1546	8570080167	magázódom	35	0.3333333333333333	-1.0986122886681098	magázódik	NA	3	magázódik
magyarázkodok	290	magyarázkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	23077	8570080167	magyarázkodom	482	0.6024844720496895	-0.5066933864810801	magyarázkodik	NA	4	ma©arázkodik
magyarosodok	2	magyarosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	659	8570080167	magyarosodom	1	1.5	0.4054651081081644	magyarosodik	NA	4	ma©arosodik
majomkodok	17	majomkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	559	8570080167	majomkodom	9	1.8	0.5877866649021191	majomkodik	NA	3	majomkodik
makacskodok	18	makacskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2104	8570080167	makacskodom	37	0.5	-0.6931471805599453	makacskodik	NA	3	makaçkodik
malackodok	2	malackodo	[/V][Prs.NDef.1Sg]	lakom/lakok	293	8570080167	malackodom	1	1.5	0.4054651081081644	malackodik	NA	3	malackodik
marháskodok	13	marháskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	635	8570080167	marháskodom	11	1.1666666666666667	0.15415067982725836	marháskodik	NA	3	marháskodik
markolászok	8	markolászo	[/V][Prs.NDef.1Sg]	lakom/lakok	3773	8570080167	markolászom	53	0.16666666666666666	-1.791759469228055	markolászik	szik	3	markoláßik
materializálódok	1	materializálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	2188	8570080167	materializálódom	3	0.5	-0.6931471805599453	materializálódik	NA	7	materializálódik
megemlítődök	1	megemlítődö	[/V][Prs.NDef.1Sg]	lakom/lakok	333	8570080167	megemlítődöm	1	1	0	megemlítődik	NA	4	megemlítődik
méhészkedek	71	méhészkede	[/V][Prs.NDef.1Sg]	lakom/lakok	1838	8570080167	méhészkedem	116	0.6153846153846154	-0.4855078157817008	méhészkedik	NA	3	méhéßkedik
mélázok	202	mélázo	[/V][Prs.NDef.1Sg]	lakom/lakok	4413	8570080167	mélázom	65	3.0757575757575757	1.1235512370153615	mélázik	zik	2	mélázik
melegedek	37	melegede	[/V][Prs.NDef.1Sg]	lakom/lakok	35425	8570080167	melegedem	5	6.333333333333333	1.8458266904983307	melegedik	NA	3	melegedik
melegszek	22	melegsze	[/V][Prs.NDef.1Sg]	lakom/lakok	43511	8570080167	melegszem	235	0.09745762711864409	-2.3283375890964604	melegszik	szik	2	melegßik
méltatlankodok	36	méltatlankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	9608	8570080167	méltatlankodom	62	0.5873015873015873	-0.5322168137473082	méltatlankodik	NA	4	méltatlankodik
mentegetőzök	105	mentegetőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	9683	8570080167	mentegetőzöm	58	1.7966101694915255	0.5859016502063478	mentegetőzik	zik	4	mentegetőzik
merészkedek	376	merészkede	[/V][Prs.NDef.1Sg]	lakom/lakok	32469	8570080167	merészkedem	320	1.1744548286604362	0.1608040643179949	merészkedik	NA	3	meréßkedik
merevedek	44	merevede	[/V][Prs.NDef.1Sg]	lakom/lakok	5585	8570080167	merevedem	1	22.5	3.1135153092103742	merevedik	NA	3	merevedik
mérgelődök	241	mérgelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	8669	8570080167	mérgelődöm	293	0.8231292517006803	-0.1946420411819952	mérgelődik	NA	3	mérgelődik
mérgeskedek	8	mérgeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	217	8570080167	mérgeskedem	1	4.5	1.5040773967762742	mérgeskedik	NA	3	mérgeskedik
mérkőzök	4	mérkőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	32614	8570080167	mérkőzöm	1	2.5	0.9162907318741552	mérkőzik	zik	2	mérkőzik
mesterkedek	41	mesterkede	[/V][Prs.NDef.1Sg]	lakom/lakok	5352	8570080167	mesterkedem	95	0.4375	-0.8266785731844679	mesterkedik	NA	3	mesterkedik
meszesedek	6	meszesede	[/V][Prs.NDef.1Sg]	lakom/lakok	792	8570080167	meszesedem	2	2.3333333333333335	0.8472978603872037	meszesedik	NA	3	meßesedik
meztelenkedek	6	meztelenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	2915	8570080167	meztelenkedem	3	1.75	0.5596157879354227	meztelenkedik	NA	4	meztelenkedik
misézek	99	miséze	[/V][Prs.NDef.1Sg]	lakom/lakok	6450	8570080167	misézem	9	10	2.302585092994046	misézik	zik	2	misézik
mocskolódok	23	mocskolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	2235	8570080167	mocskolódom	10	2.1818181818181817	0.780158557549575	mocskolódik	NA	3	moçkolódik
mókázok	42	mókázo	[/V][Prs.NDef.1Sg]	lakom/lakok	4444	8570080167	mókázom	10	3.909090909090909	1.363304842895192	mókázik	zik	2	mókázik
morfondírozok	749	morfondírozo	[/V][Prs.NDef.1Sg]	lakom/lakok	13225	8570080167	morfondírozom	327	2.2865853658536586	0.8270595981462124	morfondírozik	zik	4	morfondírozik
morgolódok	209	morgolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	4429	8570080167	morgolódom	64	3.230769230769231	1.1727202608218317	morgolódik	NA	3	morgolódik
morzsálódok	1	morzsálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1836	8570080167	morzsálódom	1	1	0	morzsálódik	NA	3	morΩálódik
morzsolódok	3	morzsolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	3703	8570080167	morzsolódom	1	2	0.6931471805599453	morzsolódik	NA	3	morΩolódik
mosakszok	9	mosakszo	[/V][Prs.NDef.1Sg]	lakom/lakok	11483	8570080167	mosakszom	235	0.0423728813559322	-3.1612467120315646	mosakszik	szik	2	mosakßik
mosdok	122	mosdo	[/V][Prs.NDef.1Sg]	lakom/lakok	3663	8570080167	mosdom	6	17.571428571428573	2.866274206317104	mosdik	NA	1	mosdik
mosódok	1	mosódo	[/V][Prs.NDef.1Sg]	lakom/lakok	5652	8570080167	mosódom	4	0.4	-0.916290731874155	mosódik	NA	2	mosódik
mosolyodok	204	mosolyodo	[/V][Prs.NDef.1Sg]	lakom/lakok	11411	8570080167	mosolyodom	377	0.5423280423280423	-0.6118842164811795	mosolyodik	NA	3	moso¬odik
mozgolódok	67	mozgolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	6963	8570080167	mozgolódom	59	1.1333333333333333	0.125163142954006	mozgolódik	NA	3	mozgolódik
működök	1178	működö	[/V][Prs.NDef.1Sg]	lakom/lakok	2493517	8570080167	működöm	2915	0.404320987654321	-0.9055461925911776	működik	NA	2	működik
munkálkodok	153	munkálkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	66126	8570080167	munkálkodom	1383	0.11127167630057803	-2.1957805337639855	munkálkodik	NA	3	munkálkodik
mutatkozok	101	mutatkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	386251	8570080167	mutatkozom	658	0.15477996965098634	-1.8657507212182365	mutatkozik	zik	3	mutatkozik
művelődök	34	művelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	4170	8570080167	művelődöm	119	0.2916666666666667	-1.2321436812926323	művelődik	NA	3	művelődik
művészkedek	27	művészkede	[/V][Prs.NDef.1Sg]	lakom/lakok	1335	8570080167	művészkedem	11	2.3333333333333335	0.8472978603872037	művészkedik	NA	3	művéßkedik
nagyképűsködök	21	nagyképűsködö	[/V][Prs.NDef.1Sg]	lakom/lakok	859	8570080167	nagyképűsködöm	32	0.6666666666666666	-0.4054651081081645	nagyképűsködik	NA	4	na©képűsködik
napozok	375	napozo	[/V][Prs.NDef.1Sg]	lakom/lakok	24323	8570080167	napozom	70	5.295774647887324	1.6669092663485792	napozik	zik	2	napozik
náthásodok	1	náthásodo	[/V][Prs.NDef.1Sg]	lakom/lakok	65	8570080167	náthásodom	1	1	0	náthásodik	NA	3	náthásodik
nedvesedek	105	nedvesede	[/V][Prs.NDef.1Sg]	lakom/lakok	3755	8570080167	nedvesedem	25	4.076923076923077	1.405342556090585	nedvesedik	NA	3	nedvesedik
nehezedek	39	nehezede	[/V][Prs.NDef.1Sg]	lakom/lakok	38547	8570080167	nehezedem	8	4.444444444444445	1.491654876777717	nehezedik	NA	3	nehezedik
nekiveselkedek	328	nekiveselkede	[/V][Prs.NDef.1Sg]	lakom/lakok	6567	8570080167	nekiveselkedem	184	1.7783783783783784	0.5757019256870471	nekiveselkedik	NA	5	nekiveselkedik
nemesedek	1	nemesede	[/V][Prs.NDef.1Sg]	lakom/lakok	3366	8570080167	nemesedem	1	1	0	nemesedik	NA	3	nemesedik
nevelkedek	8	nevelkede	[/V][Prs.NDef.1Sg]	lakom/lakok	46282	8570080167	nevelkedem	48	0.1836734693877551	-1.6945957207744071	nevelkedik	NA	3	nevelkedik
nevelődök	1	nevelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	4747	8570080167	nevelődöm	6	0.2857142857142857	-1.252762968495368	nevelődik	NA	3	nevelődik
nézelődök	1982	nézelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	57827	8570080167	nézelődöm	1626	1.2188076213890595	0.1978730213007581	nézelődik	NA	3	nézelődik
nőiesedek	4	nőiesede	[/V][Prs.NDef.1Sg]	lakom/lakok	477	8570080167	nőiesedem	1	2.5	0.9162907318741552	nőiesedik	NA	4	nőiesedik
normalizálódok	2	normalizálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	10836	8570080167	normalizálódom	1	1.5	0.4054651081081644	normalizálódik	NA	5	normalizálódik
növekszek	19	növeksze	[/V][Prs.NDef.1Sg]	lakom/lakok	520866	8570080167	növekszem	226	0.0881057268722467	-2.4292177439274116	növekszik	szik	2	növekßik
nyájaskodok	2	nyájaskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	319	8570080167	nyájaskodom	3	0.75	-0.2876820724517809	nyájaskodik	NA	3	¥ájaskodik
nyáladzok	51	nyáladzo	[/V][Prs.NDef.1Sg]	lakom/lakok	2158	8570080167	nyáladzom	29	1.7333333333333334	0.550046336919272	nyáladzik	zik	2	¥áladzik
nyálazok	29	nyálazo	[/V][Prs.NDef.1Sg]	lakom/lakok	2577	8570080167	nyálazom	41	0.7142857142857143	-0.3364722366212129	nyálazik	zik	2	¥álazik
nyavalyáskodok	1	nyavalyáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	21	8570080167	nyavalyáskodom	2	0.6666666666666666	-0.4054651081081645	nyavalyáskodik	NA	4	¥ava¬áskodik
nyelvészkedek	6	nyelvészkede	[/V][Prs.NDef.1Sg]	lakom/lakok	669	8570080167	nyelvészkedem	44	0.15555555555555556	-1.8607523407150064	nyelvészkedik	NA	3	¥elvéßkedik
nyilatkozok	1079	nyilatkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	726058	8570080167	nyilatkozom	10231	0.1055512118842846	-2.2485590231404133	nyilatkozik	zik	3	¥ilatkozik
nyomakszok	1	nyomakszo	[/V][Prs.NDef.1Sg]	lakom/lakok	1539	8570080167	nyomakszom	10	0.18181818181818185	-1.7047480922384253	nyomakszik	szik	2	¥omakßik
nyomódok	4	nyomódo	[/V][Prs.NDef.1Sg]	lakom/lakok	5776	8570080167	nyomódom	3	1.25	0.22314355131420976	nyomódik	NA	2	¥omódik
nyughatatlankodok	1	nyughatatlankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	81	8570080167	nyughatatlankodom	1	1	0	nyughatatlankodik	NA	5	¥ughatatlankodik
nyűglődök	201	nyűglődö	[/V][Prs.NDef.1Sg]	lakom/lakok	2530	8570080167	nyűglődöm	191	1.0520833333333333	0.05077232537342314	nyűglődik	NA	2	¥űglődik
nyugodok	15	nyugodo	[/V][Prs.NDef.1Sg]	lakom/lakok	200200	8570080167	nyugodom	2	5.333333333333333	1.6739764335716716	nyugodik	NA	2	¥ugodik
nyűgösködök	4	nyűgösködö	[/V][Prs.NDef.1Sg]	lakom/lakok	919	8570080167	nyűgösködöm	12	0.38461538461538464	-0.9555114450274363	nyűgösködik	NA	3	¥űgösködik
nyugszok	120	nyugszo	[/V][Prs.NDef.1Sg]	lakom/lakok	200200	8570080167	nyugszom	2234	0.05413870246085011	-2.916205961450928	nyugszik	szik	1	¥ugßik
nyugtalankodok	12	nyugtalankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6592	8570080167	nyugtalankodom	82	0.1566265060240964	-1.853891250335061	nyugtalankodik	NA	4	¥ugtalankodik
nyújtózkodok	58	nyújtózkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	14864	8570080167	nyújtózkodom	204	0.28780487804878047	-1.2454725352326887	nyújtózkodik	NA	3	¥újtózkodik
nyújtózok	68	nyújtózo	[/V][Prs.NDef.1Sg]	lakom/lakok	10262	8570080167	nyújtózom	167	0.4107142857142857	-0.8898574748059995	nyújtózik	zik	2	¥újtózik
ódzkodok	218	ódzkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	17257	8570080167	ódzkodom	820	0.26674786845310594	-1.3214513796359275	ódzkodik	NA	2	ódzkodik
