form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	suffix	vowel	base	base_tr
darennak	1	daren	[/N][Dat]	hotelban/hotelben	42	8570080167	darennek	2	0.6666666666666666	-0.4054651081081645	nak	e	daren	daren
darwenban	1	darwen	[/N][Ine]	hotelban/hotelben	17	8570080167	darwen	2	0.6666666666666666	-0.4054651081081645	ban	e	darwen	darwen
djalelnak	1	djalel	[/N][Dat]	hotelban/hotelben	19	8570080167	djalelnek	2	0.6666666666666666	-0.4054651081081645	nak	e	djalel	djalel
djanetba	1	djanet	[/N][Ill]	hotelban/hotelben	12	8570080167	djanetbe	1	1	0	NA	e	djanet	djanet
dockerban	1	docker	[/N][Ine]	hotelban/hotelben	2202	8570080167	dockerben	33	0.0588235294117647	-2.833213344056216	ban	e	docker	docker
dodzsemban	1	dodzsem	[/N][Ine]	hotelban/hotelben	1848	8570080167	dodzsemben	112	0.01769911504424778	-4.034240638152395	ban	e	dodzsem	dodΩem
doelban	1	doel	[/N][Ine]	hotelban/hotelben	226	8570080167	doelben	3	0.5	-0.6931471805599453	ban	e	doel	doel
doggernak	1	dogger	[/N][Dat]	hotelban/hotelben	218	8570080167	doggernek	1	1	0	nak	e	dogger	dogger
donnerba	1	donner	[/N][Ill]	hotelban/hotelben	1930	8570080167	donnerbe	8	0.2222222222222222	-1.5040773967762742	NA	e	donner	donner
dorsetban	1	dorset	[/N][Ine]	hotelban/hotelben	3220	8570080167	dorsetben	141	0.01408450704225352	-4.2626798770413155	ban	e	dorset	dorset
dorsetnak	1	dorset	[/N][Dat]	hotelban/hotelben	3220	8570080167	dorsetnek	1	1	0	nak	e	dorset	dorset
dorseynak	1	dorsey	[/N][Dat]	hotelban/hotelben	958	8570080167	dorseynek	1	1	0	nak	e	dorsey	dorsey
dowerba	1	dower	[/N][Ill]	hotelban/hotelben	52	8570080167	dowerbe	3	0.5	-0.6931471805599453	NA	e	dower	dower
dowerban	1	dower	[/N][Ine]	hotelban/hotelben	52	8570080167	dowerben	2	0.6666666666666666	-0.4054651081081645	ban	e	dower	dower
dozerra	1	dozer	[/N][Subl]	hotelban/hotelben	250	8570080167	dozerre	1	1	0	NA	e	dozer	dozer
dramedyba	1	dramedy	[/N][Ill]	hotelban/hotelben	1516	8570080167	dramedybe	17	0.1111111111111111	-2.1972245773362196	NA	e	dramedy	dramedy
drapernak	1	draper	[/N][Dat]	hotelban/hotelben	1167	8570080167	drapernek	10	0.18181818181818185	-1.7047480922384253	nak	e	draper	draper
drawerban	1	drawer	[/N][Ine]	hotelban/hotelben	270	8570080167	drawerben	7	0.25	-1.3862943611198906	ban	e	drawer	drawer
drongenban	1	drongen	[/N][Ine]	hotelban/hotelben	21	8570080167	drongenben	10	0.18181818181818185	-1.7047480922384253	ban	e	drongen	drongen
drongenban	1	drongen	[/N][Ine]	hotelban/hotelben	21	8570080167	drongen	1	1	0	ban	e	drongen	drongen
drutenban	1	druten	[/N][Ine]	hotelban/hotelben	40	8570080167	druten	1	1	0	ban	e	druten	druten
drutenban	1	druten	[/N][Ine]	hotelban/hotelben	40	8570080167	drutenben	1	1	0	ban	e	druten	druten
dsungelban	1	dsungel	[/N][Ine]	hotelban/hotelben	131	8570080167	dsungelben	44	0.04444444444444444	-3.1135153092103742	ban	e	dsungel	dsungel
dubceknak	1	dubček	[/N][Dat]	hotelban/hotelben	688	8570080167	dubceknek	22	0.08695652173913043	-2.4423470353692043	nak	e	dubček	dubček
dudeknak	1	dudek	[/N][Dat]	hotelban/hotelben	652	8570080167	dudek	8	0.2222222222222222	-1.5040773967762742	nak	e	dudek	dudek
dudeknak	1	dudek	[/N][Dat]	hotelban/hotelben	652	8570080167	dudeknek	5	0.3333333333333333	-1.0986122886681098	nak	e	dudek	dudek
duelban	1	duel	[/N][Ine]	hotelban/hotelben	1704	8570080167	duelben	70	0.02816901408450704	-3.56953269648137	ban	e	duel	duel
duetban	1	duet	[/N][Ine]	hotelban/hotelben	157	8570080167	duetben	3	0.5	-0.6931471805599453	ban	e	duet	duet
dullesnak	1	dulles	[/Adj][Dat]	hotelban/hotelben	1160	8570080167	dullesnek	3	0.5	-0.6931471805599453	nak	e	dulles	dulles
dunkeldba	1	dunkeld	[/N][Ill]	hotelban/hotelben	50	8570080167	dunkeldbe	1	1	0	NA	e	dunkeld	dunkeld
dunkelnak	1	dunkel	[/N][Dat]	hotelban/hotelben	228	8570080167	dunkelnek	2	0.6666666666666666	-0.4054651081081645	nak	e	dunkel	dunkel
durexban	1	durex	[/N][Ine]	hotelban/hotelben	2226	8570080167	durexben	2	0.6666666666666666	-0.4054651081081645	ban	e	durex	durex
dzsungelnál	1	dzsungel	[/N][Ade]	hotelban/hotelben	55832	8570080167	dzsungelnél	29	0.06666666666666667	-2.70805020110221	nál	e	dzsungel	dΩungel
dzsószernak	1	dzsószer	[/N][Dat]	hotelban/hotelben	737	8570080167	dzsószernek	9	0.2	-1.6094379124341005	nak	e	dzsószer	dΩóßer
dózernál	1	dózer	[/N][Ade]	hotelban/hotelben	2635	8570080167	dózernél	2	0.6666666666666666	-0.4054651081081645	nál	e	dózer	dózer
facesban	1	faces	[/N][Ine]	hotelban/hotelben	2109	8570080167	facesben	3	0.5	-0.6931471805599453	ban	e	faces	faces
fakelban	1	fakel	[/N][Ine]	hotelban/hotelben	14	8570080167	fakelben	1	1	0	ban	e	fakel	fakel
faképnál	1	fakép	[/N][Ade]	hotelban/hotelben	8710	8570080167	faképnél	8514	2.348796241926013e-4	-8.356437412536843	nál	é	fakép	fakép
falsterban	1	falster	[/N][Ine]	hotelban/hotelben	86	8570080167	falsterben	3	0.5	-0.6931471805599453	ban	e	falster	falster
falterban	1	falter	[/N][Ine]	hotelban/hotelben	211	8570080167	falterben	2	0.6666666666666666	-0.4054651081081645	ban	e	falter	falter
falzettnak	1	falzett	[/N][Dat]	hotelban/hotelben	591	8570080167	falzettnek	2	0.6666666666666666	-0.4054651081081645	nak	e	falzett	falzett
fanyélba	1	fanyél	[/N][Ill]	hotelban/hotelben	626	8570080167	fanyélbe	29	0.06666666666666667	-2.70805020110221	NA	é	fanyél	fa¥él
farleynak	1	farley	[/N][Dat]	hotelban/hotelben	754	8570080167	farleynek	3	0.5	-0.6931471805599453	nak	e	farley	farley
farnellnál	1	farnell	[/N][Ade]	hotelban/hotelben	198	8570080167	farnellnél	5	0.3333333333333333	-1.0986122886681098	nál	e	farnell	farnell
farrellnak	1	farrell	[/N][Dat]	hotelban/hotelben	4648	8570080167	farrellnek	34	0.05714285714285714	-2.862200880929469	nak	e	farrell	farrell
faselnak	1	fasel	[/N][Dat]	hotelban/hotelben	34	8570080167	faselnek	4	0.4	-0.916290731874155	nak	e	fasel	fasel
fawkesnak	1	fawkes	[/Adj][Dat]	hotelban/hotelben	967	8570080167	fawkesnek	1	1	0	nak	e	fawkes	fawkes
flanelban	1	flanel	[/N][Ine]	hotelban/hotelben	1947	8570080167	flanelben	5	0.3333333333333333	-1.0986122886681098	ban	e	flanel	flanel
flaszternak	1	flaszter	[/N][Dat]	hotelban/hotelben	2419	8570080167	flaszternek	9	0.2	-1.6094379124341005	nak	e	flaszter	flaßter
floresba	1	flores	[/N][Ill]	hotelban/hotelben	3817	8570080167	floresbe	29	0.06666666666666667	-2.70805020110221	NA	e	flores	flores
flowernak	1	flower	[/N][Dat]	hotelban/hotelben	5263	8570080167	flowernek	11	0.16666666666666666	-1.791759469228055	nak	e	flower	flower
flowersnak	1	flowers	[/N][Dat]	hotelban/hotelben	3640	8570080167	flowersnek	26	0.07407407407407407	-2.6026896854443837	nak	e	flowers	flowers
flutterba	1	flutter	[/N][Ill]	hotelban/hotelben	437	8570080167	flutterbe	3	0.5	-0.6931471805599453	NA	e	flutter	flutter
flutterban	1	flutter	[/N][Ine]	hotelban/hotelben	437	8570080167	flutterben	1	1	0	ban	e	flutter	flutter
flórencban	1	flórenc	[/N][Ine]	hotelban/hotelben	90	8570080167	flórencben	18	0.10526315789473684	-2.2512917986064953	ban	e	flórenc	flórenc
fogkrémban	1	fogkrém	[/N][Ine]	hotelban/hotelben	34578	8570080167	fogkrémben	784	0.00254777070063694	-5.972536537222463	ban	é	fogkrém	fogkrém
folcesnak	1	folces	[/N][Dat]	hotelban/hotelben	20	8570080167	folcesnek	1	1	0	nak	e	folces	folces
folkestra	1	folkest	[/N][Subl]	hotelban/hotelben	247	8570080167	folkestre	2	0.6666666666666666	-0.4054651081081645	NA	e	folkest	folkest
forestnak	1	forest	[/N][Dat]	hotelban/hotelben	16561	8570080167	forestnek	59	0.03333333333333333	-3.4011973816621555	nak	e	forest	forest
forestnál	1	forest	[/N][Ade]	hotelban/hotelben	16561	8570080167	forestnél	2	0.6666666666666666	-0.4054651081081645	nál	e	forest	forest
forexnál	1	forex	[/N][Ade]	hotelban/hotelben	15904	8570080167	forexnél	57	0.03448275862068965	-3.367295829986474	nál	e	forex	forex
forexra	1	forex	[/N][Subl]	hotelban/hotelben	15904	8570080167	forexre	33	0.0588235294117647	-2.833213344056216	NA	e	forex	forex
forrestnak	1	forrest	[/N][Dat]	hotelban/hotelben	5282	8570080167	forrestnek	39	0.05	-2.995732273553991	nak	e	forrest	forrest
fotelnál	1	fotel	[/N][Ade]	hotelban/hotelben	70961	8570080167	fotelnél	46	0.0425531914893617	-3.1570004211501135	nál	e	fotel	fotel
fowlernak	1	fowler	[/N][Dat]	hotelban/hotelben	2200	8570080167	fowlernek	26	0.07407407407407407	-2.6026896854443837	nak	e	fowler	fowler
foynesban	1	foynes	[/N][Ine]	hotelban/hotelben	41	8570080167	foynesben	1	1	0	ban	e	foynes	foynes
fragmentban	1	fragment	[/N][Ine]	hotelban/hotelben	1051	8570080167	fragmentben	9	0.2	-1.6094379124341005	ban	e	fragment	fragment
frankelnak	1	frankel	[/N][Dat]	hotelban/hotelben	6998	8570080167	frankelnek	15	0.125	-2.0794415416798357	nak	e	frankel	frankel
frájdéjra	1	frájdéj	[/N][Subl]	hotelban/hotelben	38	8570080167	frájdéjre	1	1	0	NA	é	frájdéj	frájdéj
frájernak	1	frájer	[/N][Dat]	hotelban/hotelben	59	8570080167	frájernek	3	0.5	-0.6931471805599453	nak	e	frájer	frájer
fráternál	1	fráter	[/N][Ade]	hotelban/hotelben	13052	8570080167	fráternél	4	0.4	-0.916290731874155	nál	e	fráter	fráter
fullernak	1	fuller	[/N][Dat]	hotelban/hotelben	3775	8570080167	fullernek	41	0.04761904761904761	-3.044522437723423	nak	e	fuller	fuller
fábernak	1	fáber	[/N][Dat]	hotelban/hotelben	1073	8570080167	fábernek	3	0.5	-0.6931471805599453	nak	e	fáber	fáber
fószerban	1	fószer	[/N][Ine]	hotelban/hotelben	4007	8570080167	fószerben	4	0.4	-0.916290731874155	ban	e	fószer	fóßer
gabesban	1	gabes	[/N][Ine]	hotelban/hotelben	2057	8570080167	gabesben	1	1	0	ban	e	gabes	gabes
gadesba	1	gades	[/N][Ill]	hotelban/hotelben	336	8570080167	gadesbe	6	0.2857142857142857	-1.252762968495368	NA	e	gades	gades
gadgetnak	1	gadget	[/N][Dat]	hotelban/hotelben	1094	8570080167	gadgetnek	5	0.3333333333333333	-1.0986122886681098	nak	e	gadget	gadget
gagyesznak	1	gagyesz	[/N][Dat]	hotelban/hotelben	79	8570080167	gagyesznek	1	1	0	nak	e	gagyesz	ga©eß
gallenra	1	gallen	[/N][Subl]	hotelban/hotelben	2569	8570080167	gallenre	1	1	0	NA	e	gallen	gallen
galleryra	1	gallery	[/N][Subl]	hotelban/hotelben	15801	8570080167	galleryre	1	1	0	NA	e	gallery	gallery
galénban	1	galén	[/N][Ine]	hotelban/hotelben	312	8570080167	galén	2	0.6666666666666666	-0.4054651081081645	ban	é	galén	galén
gameknak	1	gamek	[/N][Dat]	hotelban/hotelben	197	8570080167	gamek	8	0.2222222222222222	-1.5040773967762742	nak	e	gamek	gamek
gameknak	1	gamek	[/N][Dat]	hotelban/hotelben	197	8570080167	gameknek	6	0.2857142857142857	-1.252762968495368	nak	e	gamek	gamek
gamekra	1	gamek	[/N][Subl]	hotelban/hotelben	197	8570080167	gamekre	3	0.5	-0.6931471805599453	NA	e	gamek	gamek
gamesban	1	games	[/N][Ine]	hotelban/hotelben	31415	8570080167	gamesben	14	0.13333333333333333	-2.0149030205422647	ban	e	games	games
gampernak	1	gamper	[/N][Dat]	hotelban/hotelben	567	8570080167	gampernek	8	0.2222222222222222	-1.5040773967762742	nak	e	gamper	gamper
ganderba	1	gander	[/N][Ill]	hotelban/hotelben	171	8570080167	ganderbe	4	0.4	-0.916290731874155	NA	e	gander	gander
gardensnak	1	gardens	[/N][Dat]	hotelban/hotelben	4812	8570080167	gardensnek	9	0.2	-1.6094379124341005	nak	e	gardens	gardens
gartnernak	1	gartner	[/N][Dat]	hotelban/hotelben	6614	8570080167	gartnernek	17	0.1111111111111111	-2.1972245773362196	nak	e	gartner	gartner
gassetnak	1	gasset	[/N][Dat]	hotelban/hotelben	693	8570080167	gassetnek	8	0.2222222222222222	-1.5040773967762742	nak	e	gasset	gasset
gassetra	1	gasset	[/N][Subl]	hotelban/hotelben	693	8570080167	gassetre	2	0.6666666666666666	-0.4054651081081645	NA	e	gasset	gasset
gatherra	1	gather	[/N][Subl]	hotelban/hotelben	311	8570080167	gatherre	1	1	0	NA	e	gather	gather
gatternak	1	gatter	[/N][Dat]	hotelban/hotelben	657	8570080167	gatternek	3	0.5	-0.6931471805599453	nak	e	gatter	gatter
gatterra	1	gatter	[/N][Subl]	hotelban/hotelben	657	8570080167	gatterre	2	0.6666666666666666	-0.4054651081081645	NA	e	gatter	gatter
globexba	1	globex	[/N][Ill]	hotelban/hotelben	878	8570080167	globexbe	2	0.6666666666666666	-0.4054651081081645	NA	e	globex	globex
glocknernak	1	glockner	[/N][Dat]	hotelban/hotelben	373	8570080167	glocknernek	3	0.5	-0.6931471805599453	nak	e	glockner	glockner
glovernak	1	glover	[/N][Dat]	hotelban/hotelben	3780	8570080167	glovernek	11	0.16666666666666666	-1.791759469228055	nak	e	glover	glover
glyptoteknak	1	glyptotek	[/N][Dat]	hotelban/hotelben	66	8570080167	glyptotek	5	0.3333333333333333	-1.0986122886681098	nak	e	glyptotek	g¬ptotek
glyptotheknak	1	glyptothek	[/N][Dat]	hotelban/hotelben	41	8570080167	glyptothek	1	1	0	nak	e	glyptothek	g¬ptothek
gláznernál	1	glázner	[/N][Ade]	hotelban/hotelben	15	8570080167	gláznernél	1	1	0	nál	e	glázner	glázner
godfreyban	1	godfrey	[/N][Ine]	hotelban/hotelben	1670	8570080167	godfreyben	1	1	0	ban	e	godfrey	godfrey
goelnak	1	goel	[/N][Dat]	hotelban/hotelben	99	8570080167	goelnek	2	0.6666666666666666	-0.4054651081081645	nak	e	goel	goel
gohérra	1	gohér	[/N][Subl]	hotelban/hotelben	1281	8570080167	gohérre	1	1	0	NA	é	gohér	gohér
gomelba	1	gomel	[/N][Ill]	hotelban/hotelben	58	8570080167	gomelbe	7	0.25	-1.3862943611198906	NA	e	gomel	gomel
gomelban	1	gomel	[/N][Ine]	hotelban/hotelben	58	8570080167	gomelben	16	0.1176470588235294	-2.1400661634962708	ban	e	gomel	gomel
gomesban	1	gomes	[/N][Ine]	hotelban/hotelben	4322	8570080167	gomesben	1	1	0	ban	e	gomes	gomes
gorternak	1	gorter	[/N][Dat]	hotelban/hotelben	304	8570080167	gorternek	2	0.6666666666666666	-0.4054651081081645	nak	e	gorter	gorter
goshenba	1	goshen	[/N][Ill]	hotelban/hotelben	139	8570080167	goshenbe	5	0.3333333333333333	-1.0986122886681098	NA	e	goshen	goshen
goshenban	1	goshen	[/N][Ine]	hotelban/hotelben	139	8570080167	goshenben	14	0.13333333333333333	-2.0149030205422647	ban	e	goshen	goshen
goshenban	1	goshen	[/N][Ine]	hotelban/hotelben	139	8570080167	goshen	5	0.3333333333333333	-1.0986122886681098	ban	e	goshen	goshen
govensnak	1	govens	[/N][Dat]	hotelban/hotelben	2706	8570080167	govensnek	37	0.05263157894736842	-2.9444389791664407	nak	e	govens	govens
grabenban	1	graben	[/N][Ine]	hotelban/hotelben	557	8570080167	grabenben	9	0.2	-1.6094379124341005	ban	e	graben	graben
gradecnak	1	gradec	[/N][Dat]	hotelban/hotelben	277	8570080167	gradecnek	13	0.14285714285714285	-1.9459101490553137	nak	e	gradec	gradec
gravesnak	1	graves	[/N][Dat]	hotelban/hotelben	3273	8570080167	gravesnek	43	0.04545454545454545	-3.0910424533583156	nak	e	graves	graves
groennak	1	groen	[/N][Dat]	hotelban/hotelben	395	8570080167	groennek	1	1	0	nak	e	groen	groen
grubenban	1	gruben	[/N][Ine]	hotelban/hotelben	79	8570080167	grubenben	6	0.2857142857142857	-1.252762968495368	ban	e	gruben	gruben
grubenban	1	gruben	[/N][Ine]	hotelban/hotelben	79	8570080167	gruben	2	0.6666666666666666	-0.4054651081081645	ban	e	gruben	gruben
grubenra	1	gruben	[/N][Subl]	hotelban/hotelben	79	8570080167	grubenre	8	0.2222222222222222	-1.5040773967762742	NA	e	gruben	gruben
gruberban	1	gruber	[/N][Ine]	hotelban/hotelben	11262	8570080167	gruberben	2	0.6666666666666666	-0.4054651081081645	ban	e	gruber	gruber
gruppenba	1	gruppen	[/N][Ill]	hotelban/hotelben	1146	8570080167	gruppenbe	24	0.08	-2.5257286443082556	NA	e	gruppen	gruppen
gruyternál	1	gruyter	[/N][Ade]	hotelban/hotelben	382	8570080167	gruyternél	2	0.6666666666666666	-0.4054651081081645	nál	e	gruyter	gruyter
guessban	1	guess	[/N][Ine]	hotelban/hotelben	4254	8570080167	guessben	3	0.5	-0.6931471805599453	ban	e	guess	guess
guldenba	1	gulden	[/N][Ill]	hotelban/hotelben	1360	8570080167	guldenbe	31	0.0625	-2.772588722239781	NA	e	gulden	gulden
gulnerban	1	gulner	[/N][Ine]	hotelban/hotelben	605	8570080167	gulnerben	1	1	0	ban	e	gulner	gulner
gurneynak	1	gurney	[/N][Dat]	hotelban/hotelben	1158	8570080167	gurneynek	9	0.2	-1.6094379124341005	nak	e	gurney	gurney
gyogyszerban	1	gyogyszer	[/N][Ine]	hotelban/hotelben	7960	8570080167	gyogyszerben	12	0.15384615384615383	-1.8718021769015911	ban	e	gyogyszer	©o©ßer
gyokerba	1	gyoker	[/N][Ill]	hotelban/hotelben	914	8570080167	gyokerbe	36	0.05405405405405406	-2.917770732084279	NA	e	gyoker	©oker
gyuvecsnak	1	gyuvecs	[/N][Dat]	hotelban/hotelben	203	8570080167	gyuvecsnek	2	0.6666666666666666	-0.4054651081081645	nak	e	gyuvecs	©uveç
gyógyszerban	1	gyógyszer	[/N][Ine]	hotelban/hotelben	941383	8570080167	gyógyszerben	928	0.00215285252960172	-6.140961558253894	ban	e	gyógyszer	©ó©ßer
gyógyszernál	1	gyógyszer	[/N][Ade]	hotelban/hotelben	941383	8570080167	gyógyszernél	1074	0.00186046511627906	-6.2869287600018176	nál	e	gyógyszer	©ó©ßer
gátérnak	1	gátér	[/N][Dat]	hotelban/hotelben	902	8570080167	gátérnek	1	1	0	nak	é	gátér	gátér
gátérnál	1	gátér	[/N][Ade]	hotelban/hotelben	902	8570080167	gátérnél	3	0.5	-0.6931471805599453	nál	é	gátér	gátér
gólemnak	1	gólem	[/N][Dat]	hotelban/hotelben	7937	8570080167	gólemnek	127	0.015625	-4.1588830833596715	nak	e	gólem	gólem
góélnak	1	góél	[/N][Dat]	hotelban/hotelben	21	8570080167	góélnek	1	1	0	nak	é	góél	góél
gúgelba	1	gúgel	[/N][Ill]	hotelban/hotelben	39	8570080167	gúgelbe	1	1	0	NA	e	gúgel	gúgel
habeknak	1	habek	[/N][Dat]	hotelban/hotelben	40	8570080167	habeknek	12	0.15384615384615383	-1.8718021769015911	nak	e	habek	habek
habeknak	1	habek	[/N][Dat]	hotelban/hotelben	40	8570080167	habek	8	0.2222222222222222	-1.5040773967762742	nak	e	habek	habek
hadesnak	1	hades	[/Adj][Dat]	hotelban/hotelben	811	8570080167	hadesnek	1	1	0	nak	e	hades	hades
hadesra	1	hades	[/N][Subl]	hotelban/hotelben	811	8570080167	hadesre	4	0.4	-0.916290731874155	NA	e	hades	hades
hadeszba	1	hadesz	[/N][Ill]	hotelban/hotelben	42	8570080167	hadeszbe	2	0.6666666666666666	-0.4054651081081645	NA	e	hadesz	hadeß
hadresban	1	hadres	[/N][Ine]	hotelban/hotelben	12	8570080167	hadresben	1	1	0	ban	e	hadres	hadres
hafeznak	1	hafez	[/N][Dat]	hotelban/hotelben	343	8570080167	hafeznek	2	0.6666666666666666	-0.4054651081081645	nak	e	hafez	hafez
hagenba	1	hagen	[/N][Ill]	hotelban/hotelben	3822	8570080167	hagenbe	33	0.0588235294117647	-2.833213344056216	NA	e	hagen	hagen
hagensnak	1	hagens	[/N][Dat]	hotelban/hotelben	300	8570080167	hagensnek	5	0.3333333333333333	-1.0986122886681098	nak	e	hagens	hagens
haldenba	1	halden	[/N][Ill]	hotelban/hotelben	130	8570080167	haldenbe	3	0.5	-0.6931471805599453	NA	e	halden	halden
haldernak	1	halder	[/N][Dat]	hotelban/hotelben	445	8570080167	haldernek	21	0.09090909090909093	-2.3978952727983707	nak	e	halder	halder
halepnak	1	halep	[/Adj][Dat]	hotelban/hotelben	1642	8570080167	halepnek	8	0.2222222222222222	-1.5040773967762742	nak	e	halep	halep
haleynak	1	haley	[/N][Dat]	hotelban/hotelben	4878	8570080167	haleynek	21	0.09090909090909093	-2.3978952727983707	nak	e	haley	haley
hallernál	1	haller	[/N][Ade]	hotelban/hotelben	12417	8570080167	hallernél	8	0.2222222222222222	-1.5040773967762742	nál	e	haller	haller
halleynak	1	halley	[/N][Dat]	hotelban/hotelben	2687	8570080167	halleynek	14	0.13333333333333333	-2.0149030205422647	nak	e	halley	halley
halternak	1	halter	[/N][Dat]	hotelban/hotelben	378	8570080167	halternek	2	0.6666666666666666	-0.4054651081081645	nak	e	halter	halter
hamedba	1	hamed	[/N][Ill]	hotelban/hotelben	775	8570080167	hamedbe	6	0.2857142857142857	-1.252762968495368	NA	e	hamed	hamed
hamelnban	1	hameln	[/N][Ine]	hotelban/hotelben	300	8570080167	hamelnben	32	0.06060606060606061	-2.803360380906535	ban	e	hameln	hameln
hamelnban	1	hameln	[/N][Ine]	hotelban/hotelben	300	8570080167	hameln	2	0.6666666666666666	-0.4054651081081645	ban	e	hameln	hameln
hamesznak	1	hamesz	[/N][Dat]	hotelban/hotelben	272	8570080167	hamesznek	1	1	0	nak	e	hamesz	hameß
hamlettnak	1	hamlett	[/N][Dat]	hotelban/hotelben	273	8570080167	hamlettnek	5	0.3333333333333333	-1.0986122886681098	nak	e	hamlett	hamlett
hamsternak	1	hamster	[/N][Dat]	hotelban/hotelben	1285	8570080167	hamsternek	18	0.10526315789473684	-2.2512917986064953	nak	e	hamster	hamster
handlerba	1	handler	[/N][Ill]	hotelban/hotelben	2313	8570080167	handlerbe	1	1	0	NA	e	handler	handler
hannesnak	1	hannes	[/N][Dat]	hotelban/hotelben	3165	8570080167	hannesnek	6	0.2857142857142857	-1.252762968495368	nak	e	hannes	hannes
hannesnál	1	hannes	[/N][Ade]	hotelban/hotelben	3165	8570080167	hannesnél	1	1	0	nál	e	hannes	hannes
hapleynak	1	hapley	[/N][Dat]	hotelban/hotelben	137	8570080167	hapleynek	4	0.4	-0.916290731874155	nak	e	hapley	hapley
happelban	1	happel	[/N][Ine]	hotelban/hotelben	364	8570080167	happelben	2	0.6666666666666666	-0.4054651081081645	ban	e	happel	happel
harlemba	1	harlem	[/N][Ill]	hotelban/hotelben	5600	8570080167	harlembe	195	0.01020408163265306	-4.584967478670572	NA	e	harlem	harlem
harpernak	1	harper	[/N][Dat]	hotelban/hotelben	8804	8570080167	harpernek	186	0.0106951871657754	-4.537961436294641	nak	e	harper	harper
hartleyban	1	hartley	[/N][Ine]	hotelban/hotelben	3274	8570080167	hartleyben	2	0.6666666666666666	-0.4054651081081645	ban	e	hartley	hartley
harveynál	1	harvey	[/N][Ade]	hotelban/hotelben	17180	8570080167	harveynél	1	1	0	nál	e	harvey	harvey
haseknál	1	hasek	[/N][Ade]	hotelban/hotelben	106	8570080167	haseknél	2	0.6666666666666666	-0.4054651081081645	nál	e	hasek	hasek
haselnak	1	hasel	[/N][Dat]	hotelban/hotelben	24	8570080167	haselnek	18	0.10526315789473684	-2.2512917986064953	nak	e	hasel	hasel
haskellnak	1	haskell	[/N][Dat]	hotelban/hotelben	878	8570080167	haskellnek	7	0.25	-1.3862943611198906	nak	e	haskell	haskell
hasretba	1	hasret	[/N][Ill]	hotelban/hotelben	23	8570080167	hasretbe	1	1	0	NA	e	hasret	hasret
hatterba	1	hatter	[/N][Ill]	hotelban/hotelben	5472	8570080167	hatterbe	552	0.00361663652802893	-5.6222108209623896	NA	e	hatter	hatter
hatternak	1	hatter	[/N][Dat]	hotelban/hotelben	5472	8570080167	hatternek	59	0.03333333333333333	-3.4011973816621555	nak	e	hatter	hatter
hatérban	1	hatér	[/N][Ine]	hotelban/hotelben	211	8570080167	hatérben	1	1	0	ban	é	hatér	hatér
havelban	1	havel	[/N][Ine]	hotelban/hotelben	4736	8570080167	havelben	19	0.1	-2.3025850929940455	ban	e	havel	havel
haxenban	1	haxen	[/N][Ine]	hotelban/hotelben	16	8570080167	haxenben	1	1	0	ban	e	haxen	haxen
hofernál	1	hofer	[/N][Ade]	hotelban/hotelben	4271	8570080167	hofernél	3	0.5	-0.6931471805599453	nál	e	hofer	hofer
hohlernak	1	hohler	[/N][Dat]	hotelban/hotelben	89	8570080167	hohlernek	2	0.6666666666666666	-0.4054651081081645	nak	e	hohler	hohler
hohnernak	1	hohner	[/N][Dat]	hotelban/hotelben	474	8570080167	hohnernek	2	0.6666666666666666	-0.4054651081081645	nak	e	hohner	hohner
holdennak	1	holden	[/N][Dat]	hotelban/hotelben	4881	8570080167	holdennek	83	0.0238095238095238	-3.737669618283368	nak	e	holden	holden
hollernak	1	holler	[/N][Dat]	hotelban/hotelben	1628	8570080167	hollernek	4	0.4	-0.916290731874155	nak	e	holler	holler
hollwegnak	1	hollweg	[/N][Dat]	hotelban/hotelben	69	8570080167	hollwegnek	1	1	0	nak	e	hollweg	hollweg
holtzernak	1	holtzer	[/N][Dat]	hotelban/hotelben	455	8570080167	holtzernek	1	1	0	nak	e	holtzer	holtzer
hoppernak	1	hopper	[/N][Dat]	hotelban/hotelben	2755	8570080167	hoppernek	24	0.08	-2.5257286443082556	nak	e	hopper	hopper
hotelbba	1	hotelb	[/N][Ill]	hotelban/hotelben	11	8570080167	hotelbbe	1	1	0	NA	e	hotelb	hotelb
hotellban	1	hotell	[/N][Ine]	hotelban/hotelben	409	8570080167	hotellben	1	1	0	ban	e	hotell	hotell
hotelsban	1	hotels	[/N][Ine]	hotelban/hotelben	17348	8570080167	hotelsben	15	0.125	-2.0794415416798357	ban	e	hotels	hotels
hotternak	1	hotter	[/N][Dat]	hotelban/hotelben	324	8570080167	hotternek	3	0.5	-0.6931471805599453	nak	e	hotter	hotter
howellnak	1	howell	[/N][Dat]	hotelban/hotelben	1322	8570080167	howellnek	9	0.2	-1.6094379124341005	nak	e	howell	howell
hradecnak	1	hradec	[/N][Dat]	hotelban/hotelben	1468	8570080167	hradecnek	1	1	0	nak	e	hradec	hradec
hrádekban	1	hrádek	[/N][Ine]	hotelban/hotelben	40	8570080167	hrádekben	1	1	0	ban	e	hrádek	hrádek
hummernak	1	hummer	[/N][Dat]	hotelban/hotelben	3606	8570080167	hummernek	18	0.10526315789473684	-2.2512917986064953	nak	e	hummer	hummer
